Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NY
13421,NY,2.716224,28153.54,02/27/2006,,
11211,NY,4.22718,43150,01/16/2009,,
12583,NY,3.164488,36100,02/12/2009,,
14477,NY,3.578688,34865.6,05/26/2009,,
14226,NY,3.372864,37193.52,06/20/2008,,
10940,NY,2.6696,27916.36,02/09/2009,,
12147,NY,9.057984,80186,08/26/2009,,
13114,NY,6.711012,64369,11/22/2006,,
12547,NY,10.29076566,100475,07/10/2007,,
12458,NY,4.746732,48475,05/12/2009,,
12550,NY,4.096512,45455,11/13/2006,,
12589,NY,2.378754,23707,09/08/2004,,
10504,NY,5.142293,54112.51,05/15/2009,,
12110,NY,2.77315,28050,07/07/2006,,
12590,NY,4.1533905,41600,07/07/2008,,
10598,NY,2.37762,24500,08/20/2007,,
10913,NY,7.804632,87240,08/04/2008,,
10536,NY,2.959736,29489,04/24/2009,,
12993,NY,3.243753,31430.87,01/16/2009,,
13743,NY,5.66622,48930,11/13/2006,,
11953,NY,5.25,31500,11/18/2008,,
10603,NY,3.71904,37170,08/12/2009,,
10514,NY,4.335811364,45042,06/05/2007,,
12054,NY,3.970944,37546,05/30/2008,,
12865,NY,2.101652,23483.75,06/27/2008,,
12590,NY,4.439604,42981,11/19/2008,,
12529,NY,2.681856,26144.98,08/26/2008,,
12503,NY,6.42978,66315,11/06/2007,,
14850,NY,1.715725,22120,04/24/2009,,
12528,NY,5.947221667,62921.57,08/25/2009,,
10509,NY,7.08282,70000,02/23/2009,,
10014,NY,11.343768,172343.25,05/08/2009,,
12828,NY,3.68928,35424,06/16/2009,,
13734,NY,9.067152,86500,08/25/2009,,
12604,NY,6.287713714,69640,05/20/2008,,
12804,NY,2.146368,21956,05/22/2009,,
12831,NY,2.85568,29827,09/22/2005,,
12534,NY,4.33188,47880,08/26/2009,,
11215,NY,4.079694,44312.46,10/21/2008,,
12020,NY,5.02362,48993,04/13/2007,,
12827,NY,6.34688,69788.03,11/10/2008,,
12571,NY,8.3408832,88211,06/22/2007,,
12581,NY,2.067624,20984,08/21/2006,,
12303,NY,8.298423,74750,08/27/2007,,
12185,NY,3.17344,36352,08/25/2009,,
12764,NY,2.412228,22800,09/20/2006,,
13440,NY,4.074984255,44273,03/21/2006,,
14830,NY,1.934448,30367.42,05/21/2008,,
14850,NY,4.89888,52228.39,08/22/2007,,
13329,NY,3.790395,37959.32,11/10/2008,,
12477,NY,2.6748225,30000,06/11/2008,,
14850,NY,6.36864,64700,09/03/2003,,
12033,NY,2.537262,37168,12/18/2007,,
12838,NY,4.439604,41500,04/14/2008,,
12401,NY,2.169648,24495,01/08/2007,,
12526,NY,8.314488,89311,12/27/2006,,
13691,NY,4.157244,41883.45,03/11/2008,,
12029,NY,4.89342,52440,03/27/2009,,
14850,NY,8.650008,88500,01/27/2009,,
12018,NY,4.89342,43899,11/12/2008,,
10921,NY,5.32134,48912,06/09/2009,,
14420,NY,1.639404,18181.09,11/13/2006,,
14850,NY,2.1762,25049.31,10/25/2006,,
14410,NY,3.329703,26469.23,02/06/2009,,
12444,NY,4.466688,48377.47,07/02/2008,,
12550,NY,4.552704,44615,05/24/2007,,
13118,NY,8.314488,81850,12/22/2008,,
14784,NY,3.54756,38244.96,01/22/2008,,
12528,NY,3.54141,36100,05/15/2009,,
12528,NY,6.003173647,63120,05/12/2006,,
12204,NY,1.791834,18360,04/22/2009,,
12409,NY,2.408886,26390,06/21/2005,,
14886,NY,6.1488,65777.08,08/12/2009,,
12590,NY,12.38298952,130679,05/12/2006,,
13676,NY,3.68928,40190,05/13/2009,,
12542,NY,24.398452,222138,02/01/2008,,
12061,NY,4.681728,43101,08/03/2007,,
10570,NY,12.8836575,130410,06/16/2009,,
12144,NY,3.71904,33516,05/22/2009,,
12804,NY,3.986112,38468.97,11/04/2008,,
10705,NY,4.391415,46513.37,03/26/2009,,
12184,NY,2.163552,23060,12/30/2004,,
12533,NY,3.3915,31000,11/26/2007,,
10596,NY,8.916075,82500,09/06/2007,,
12458,NY,2.045628,26559,08/21/2006,,
12572,NY,4.552704,41500,03/19/2007,,
12583,NY,5.60196,62425,07/17/2007,,
12814,NY,2.98242,32411,07/12/2007,,
10573,NY,7.582848,76860,06/30/2009,,
14850,NY,2.893104,30440.86,08/02/2005,,
10562,NY,1.78605,18450,01/07/2008,,
14850,NY,2.509326,28885.08,08/07/2006,,
10956,NY,6.362112,55564,06/01/2009,,
12302,NY,4.89342,45448,06/16/2009,,
14850,NY,2.509326,24160,03/30/2006,,
12057,NY,3.507462,37428,10/12/2006,,
12525,NY,41.373051,350020,01/12/2009,,
12508,NY,1.977805,22705,04/07/2008,,
13732,NY,8.73252,81900.16,02/12/2009,,
11213,NY,2.226048,20585,08/30/2004,,
12047,NY,4.89342,43550,03/25/2009,,
10573,NY,3.578688,36450,08/26/2009,,
10977,NY,4.25754,43800,08/10/2004,,
12533,NY,8.9001225,94506,03/19/2009,,
12589,NY,5.142293,51300,08/15/2008,,
12020,NY,3.120516,31391,09/08/2004,,
14127,NY,9.78684,85746.46,06/26/2009,,
12572,NY,13.10913589,109200,07/18/2007,,
12747,NY,37.24938,371035,06/30/2009,,
12060,NY,3.298752,32945,01/23/2008,,
13624,NY,8.650008,90600,04/24/2009,,
12572,NY,2.14326,22840,10/09/2007,,
13073,NY,2.08692,23292.62,01/18/2006,,
12989,NY,2.078736,18658,06/15/2004,,
14850,NY,4.294635,44640,06/20/2008,,
12603,NY,4.35456,38780,12/10/2007,,
12531,NY,7.136262,64357,06/09/2004,,
14043,NY,2.292,21760,06/30/2009,,
10524,NY,7.163646,105605,05/14/2009,,
13459,NY,4.36818,48990.54,10/26/2007,,
12533,NY,7.08282,69300,03/19/2009,,
12065,NY,4.89342,44164,07/30/2009,,
10562,NY,5.3865,51531,08/28/2008,,
12578,NY,4.35456,42655,09/04/2007,,
12528,NY,4.33188,45360,08/26/2009,,
12029,NY,3.6803,41575,05/05/2008,,
12416,NY,4.439604,41655,07/01/2008,,
12027,NY,3.64619,36478,03/31/2008,,
10901,NY,3.182571,31672,04/30/2008,,
12053,NY,4.89342,43755,06/16/2009,,
12771,NY,4.479852,42182.4,12/14/2007,,
12175,NY,5.197824,46740.88,11/21/2006,,
14850,NY,2.580032,28981.35,04/13/2007,,
12834,NY,2.450448,36930,11/30/2005,,
12409,NY,8.081195294,75200,12/06/2005,,
13835,NY,2.71744,30560,05/05/2005,,
12184,NY,3.117933,32760,10/03/2007,,
12409,NY,6.659406,61940,05/29/2008,,
12529,NY,4.33188,45119.95,06/19/2009,,
14850,NY,2.43288,21480,09/30/2004,,
13068,NY,3.8608,39458.6,05/14/2007,,
13041,NY,2.515968,27965.6,08/11/2008,,
10960,NY,5.099598,45732,08/18/2006,,
12136,NY,3.494544,42900,09/04/2007,,
12204,NY,16.540992,247800,06/09/2008,,
10918,NY,8.197911,79015.81,02/19/2008,,
12180,NY,4.89342,46906,02/20/2009,,
11385,NY,5.2291575,49600,03/20/2009,,
12572,NY,9.36624,95000,08/20/2007,,
14059,NY,8.781696,68263.7,04/27/2009,,
12524,NY,2.05902,19880,12/05/2005,,
13757,NY,4.462848,41860,07/01/2008,,
12589,NY,3.658032,48876.2,02/12/2008,,
12302,NY,5.5050975,57679,03/23/2009,,
10990,NY,8.88725,83310,06/01/2009,,
12143,NY,4.89342,44919,09/05/2008,,
12534,NY,2.378754,24707,01/10/2005,,
14580,NY,7.37856,61867.43,06/09/2009,,
14564,NY,4.89342,36926.14,10/23/2008,,
12110,NY,5.1183225,45394,05/22/2009,,
12433,NY,3.37743,38000,12/15/2006,,
12115,NY,4.37664,40289.97,05/29/2008,,
12075,NY,4.124736,42660,06/12/2006,,
13210,NY,4.157244,45800,01/08/2008,,
12472,NY,7.3606,74060,03/26/2009,,
13068,NY,4.157244,39258,11/29/2007,,
12827,NY,3.828384,43520.45,12/16/2008,,
12414,NY,3.34488,36300,01/12/2004,,
10538,NY,6.29584,57573,06/01/2009,,
12156,NY,3.384,34523.28,03/27/2006,,
12211,NY,3.889152,39398,07/14/2009,,
12409,NY,7.182,81475,12/14/2007,,
12110,NY,4.89342,47731,03/16/2009,,
12123,NY,5.032125,50399.95,05/14/2009,,
10504,NY,4.439604,40085,11/12/2008,,
12446,NY,2.44962,34069,05/14/2004,,
12571,NY,9.422025184,88424,10/25/2005,,
10919,NY,3.68928,34864,08/26/2009,,
13122,NY,3.52,33052.86,10/03/2006,,
12018,NY,4.2817425,39735,04/24/2009,,
12585,NY,3.117933,32535.56,01/22/2007,,
12125,NY,3.677856,36479.06,07/01/2008,,
11236,NY,8.40939,125000,04/23/2007,,
12503,NY,3.195012,30032,01/06/2004,,
12529,NY,5.66622,64875,02/15/2007,,
12514,NY,4.439604,44294,05/14/2009,,
12033,NY,5.53392,54880,06/01/2009,,
10510,NY,5.695712,73800,09/20/2006,,
14526,NY,2.74428,26091,03/26/2009,,
13775,NY,2.612448,24752,06/09/2005,,
10990,NY,8.1557,73731,06/11/2009,,
13438,NY,4.270378,40893,11/12/2008,,
10520,NY,6.31071,61242,08/28/2007,,
14127,NY,2.116471,19600,01/25/2008,,
12572,NY,3.33945,32800,07/27/2005,,
10992,NY,8.94438,89500,11/19/2007,,
12211,NY,1.782252,19765,10/09/2007,,
12528,NY,2.433996,24980,08/30/2004,,
10024,NY,3.624582,43850,09/27/2007,,
10473,NY,2.6748225,30750,06/23/2009,,
12815,NY,3.970944,37546,03/18/2008,,
12477,NY,2.18922,26060,07/08/2003,,
12506,NY,6.269298288,60500,02/12/2008,,
14850,NY,2.66822,26260,08/20/2007,,
13617,NY,2.456874,26355.26,12/29/2006,,
12546,NY,7.301988,74640,08/04/2004,,
12401,NY,2.987712,30535,03/19/2007,,
11358,NY,1.645902,17820,03/05/2007,,
12724,NY,1.726605,22070.34,07/10/2007,,
12308,NY,4.89342,45998,04/24/2009,,
12477,NY,4.466688,45302,09/02/2008,,
14059,NY,8.163531,74812.5,01/25/2008,,
13733,NY,4.32054,45584,11/19/2008,,
12574,NY,10.369296,95000,09/07/2007,,
14886,NY,5.66622,48760,08/04/2006,,
10562,NY,4.834600635,44667,02/25/2008,,
14546,NY,4.89342,39989.96,06/19/2009,,
13346,NY,6.835968,66550,08/12/2009,,
12180,NY,4.145682316,45804,06/05/2007,,
12525,NY,9.249175,88500,04/16/2008,,
13440,NY,2.64704,27105.03,05/19/2006,,
12580,NY,11.2632,106600,02/20/2009,,
12572,NY,7.5411,70800,01/08/2008,,
12546,NY,3.164488,31750,11/12/2008,,
14534,NY,4.50765,37023,07/30/2009,,
10960,NY,2.763036,26665.96,06/01/2005,,
12788,NY,8.879208,84129,06/30/2009,,
13354,NY,3.828384,37648.54,09/25/2008,,
12430,NY,8.3048875,86097,06/26/2009,,
10901,NY,6.9058275,66115,01/29/2007,,
13743,NY,2.627152,23560,12/26/2006,,
12523,NY,8.419104,67155,09/08/2004,,
12977,NY,8.44389,86009,01/08/2007,,
12581,NY,5.975424,60895,01/29/2007,,
14418,NY,4.486104,47500,06/23/2009,,
11231,NY,4.34844,38072,10/19/2005,,
12477,NY,3.49248,36660,01/02/2009,,
12603,NY,7.35072,79575,09/25/2006,,
12303,NY,3.781566,41310,08/06/2007,,
12525,NY,4.439604,46535,02/24/2009,,
14414,NY,2.927106,32190.23,08/14/2006,,
12766,NY,1.65456,24434,09/28/2007,,
12553,NY,12.771936,114793,01/18/2005,,
14456,NY,1.678512,19955.2,12/28/2005,,
12571,NY,3.591,34900,11/30/2007,,
12513,NY,4.439604,41655,05/05/2008,,
14886,NY,1.757052,21100,04/24/2008,,
14226,NY,1.98555,19966.26,04/02/2007,,
12182,NY,3.828384,37255,12/30/2008,,
10916,NY,8.270496,72000,07/10/2007,,
10543,NY,4.424768,41350,09/08/2006,,
10502,NY,2.249984,21704,08/10/2005,,
14027,NY,1.5,8500,02/21/2010,,
12303,NY,1.883808,18202,03/26/2009,,
12427,NY,9.11214,71022,12/18/2003,,
12572,NY,3.9349,37650,07/14/2008,,
13166,NY,4.80816,39195.2,07/30/2009,,
10533,NY,4.279716,42758,02/12/2008,,
12977,NY,5.9468805,49667,05/26/2009,,
14564,NY,4.110912,32342.85,11/17/2008,,
10028,NY,18.6944,187830,11/15/2007,,
10583,NY,8.670375,89507,01/11/2008,,
11426,NY,4.89342,54435,03/26/2009,,
12066,NY,1.843296,30031.52,03/19/2009,,
10583,NY,8.485030286,92100,07/11/2008,,
10528,NY,4.746732,46650,06/01/2009,,
12401,NY,4.1533905,33645,06/19/2009,,
10506,NY,7.390656,58475,05/22/2009,,
10510,NY,8.314488,85600,07/30/2007,,
14113,NY,26.3736,192192,04/28/2008,,
10952,NY,8.49933,73115,05/08/2006,,
12037,NY,10.449792,125999.87,06/01/2007,,
10803,NY,8.650008,71988.41,01/18/2008,,
14470,NY,6.059436667,42437,07/01/2008,,
10520,NY,5.4508545,57883,12/22/2008,,
12037,NY,8.650008,91199.91,03/19/2009,,
10506,NY,3.181056,34798.8,07/15/2009,,
12816,NY,5.53392,51455,03/23/2009,,
12569,NY,11.2632,114775,10/25/2006,,
13790,NY,1.751841,15583,12/30/2004,,
14006,NY,23.95008,194040,08/26/2009,,
12516,NY,7.43808,73428,08/25/2009,,
12529,NY,4.325004,46080,07/30/2009,,
12534,NY,4.45794,44099.96,07/14/2009,,
12309,NY,3.39105,33740,12/06/2007,,
11418,NY,45.0126,350834,08/23/2006,,
12440,NY,3.164488,32050,09/02/2008,,
12054,NY,5.5050975,50105,05/22/2009,,
10543,NY,1.561378,30190,06/11/2007,,
13032,NY,2.512488,20500,10/29/2003,,
12303,NY,3.69967,33949,06/19/2009,,
12958,NY,10.539396,124647,01/22/2007,,
12508,NY,4.33188,41655,04/09/2008,,
12446,NY,3.34488,34200,12/15/2004,,
12533,NY,11.723712,116480,07/22/2004,,
14850,NY,13.8274,127845,01/10/2007,,
14727,NY,3.461263,30995,04/23/2004,,
14850,NY,7.650896,75514,01/11/2007,,
12534,NY,5.095116,46277,01/16/2009,,
12204,NY,2.83955,29544,02/20/2009,,
14051,NY,2.17035,32311.64,06/18/2008,,
12303,NY,4.2,36000,05/28/2009,,
10954,NY,2.71584,26614.3,01/26/2006,,
10965,NY,6.521472,62640,07/28/2008,,
14052,NY,2.396592,37795,10/17/2005,,
10923,NY,5.32134,48968,03/05/2008,,
12428,NY,4.135248,50143,02/05/2007,,
13617,NY,3.56643,42002,07/06/2007,,
12873,NY,2.98242,41900,02/13/2007,,
12122,NY,4.439604,45678,04/22/2008,,
12561,NY,4.1533905,41600,06/23/2008,,
12090,NY,4.392576,35576,06/06/2003,,
12732,NY,3.381744,37315.77,10/26/2006,,
14420,NY,2.76172,22024,04/27/2009,,
13021,NY,3.13296,28416,01/08/2004,,
13073,NY,5.153562,52524,11/17/2008,,
13850,NY,4.352292,43000,08/26/2009,,
14472,NY,5.072382,46458.98,02/15/2008,,
12561,NY,2.128536,24000,04/03/2008,,
10016,NY,26.09824,254060,02/13/2009,,
12414,NY,8.3048875,83834,05/11/2009,,
10965,NY,4.26951,44725,10/26/2006,,
12943,NY,3.120516,33676,01/12/2006,,
12205,NY,2.538,27608.82,07/24/2006,,
12831,NY,3.68928,33953,11/03/2008,,
13838,NY,4.170285,45500,01/12/2006,,
12834,NY,8.879208,83309,08/11/2008,,
12440,NY,8.40294,87375,04/23/2007,,
14048,NY,8.486856,92805,06/09/2008,,
12458,NY,4.746732,47664,03/26/2009,,
10543,NY,3.966354,44198.58,06/11/2009,,
12529,NY,2.16832,39024.48,06/13/2005,,
12443,NY,1.2,13800,11/20/2009,,
13731,NY,7.548451516,86396.01,10/29/2007,,
12887,NY,6.34688,63900,07/15/2009,,
10952,NY,3.578688,35842.52,05/15/2009,,
12701,NY,3.341118,33468,10/24/2003,,
12192,NY,6.362112,53309.48,06/23/2009,,
10940,NY,28.52928,249218,12/23/2008,,
10924,NY,5.406255,48000,03/18/2009,,
12487,NY,3.67536,39875,02/13/2007,,
13803,NY,7.157376,73524.4,11/12/2008,,
14850,NY,4.096512,41402.73,04/02/2007,,
13118,NY,7.157376,74325.98,01/12/2009,,
12567,NY,2.433996,23613,04/30/2004,,
12503,NY,13.15631374,113640,09/27/2005,,
10541,NY,4.191304,45985,05/07/2009,,
12067,NY,5.095116,49371,06/30/2009,,
12498,NY,6.705245493,67274,05/14/2009,,
12401,NY,11.9790885,117930,09/17/2004,,
12590,NY,5.80544,54100,06/08/2005,,
12561,NY,3.192984,33590,10/05/2004,,
13045,NY,4.157244,43800,02/16/2007,,
12581,NY,9.493464,92530,06/30/2009,,
10601,NY,44.62848,428400.03,09/30/2008,,
14006,NY,2.721177,25987.5,10/25/2007,,
14841,NY,2.72272,36527.43,10/01/2007,,
12110,NY,3.889152,37255,03/23/2009,,
12019,NY,4.513712,43467,05/15/2009,,
12433,NY,5.27622,57928,11/07/2007,,
12057,NY,3.507462,37057,11/01/2006,,
11217,NY,3.26228,37542,08/25/2009,,
14622,NY,1.54452,17671.34,05/21/2008,,
12561,NY,2.452912,25620,12/30/2004,,
13326,NY,3.810807,36929.72,12/10/2007,,
14850,NY,4.508992,41316,06/21/2006,,
14850,NY,1.94292,17000,11/04/2003,,
12514,NY,3.36336,31500,03/06/2006,,
13755,NY,2.201682,27700,07/06/2004,,
10520,NY,6.488352,54230.11,03/25/2009,,
10543,NY,2.13435,32141,07/14/2004,,
12477,NY,3.60417,40000,09/29/2008,,
10562,NY,2.90654,29323,07/30/2007,,
12461,NY,8.650008,89650,09/10/2008,,
12484,NY,2.85768,28320,11/19/2007,,
12484,NY,3.54141,37600,08/14/2009,,
12054,NY,5.549505,47955,06/11/2008,,
12037,NY,3.681792,39863.36,01/16/2007,,
12866,NY,2.255344,31405,01/30/2007,,
12010,NY,3.6803,38300,10/29/2007,,
12567,NY,4.552704,47815,11/06/2006,,
13322,NY,3.302596,34591.1,12/14/2007,,
12561,NY,4.24974,40799.96,03/25/2008,,
12401,NY,2.614248,27240,06/06/2007,,
12824,NY,3.889152,36755,05/13/2009,,
13622,NY,4.157244,47300,06/09/2008,,
12594,NY,4.001832,39690,08/26/2009,,
12429,NY,6.722352,63135,05/07/2007,,
12724,NY,6.080175,53585,11/12/2003,,
12186,NY,5.5050975,50477,06/19/2009,,
14424,NY,4.22718,67100,07/02/2008,,
14817,NY,2.509326,30922.76,06/06/2006,,
12571,NY,5.02139,57910,05/15/2009,,
14850,NY,4.977864,40000,07/27/2005,,
12572,NY,7.060199699,66000,02/24/2006,,
10990,NY,6.6895,58880,07/30/2009,,
12569,NY,4.35456,42855,10/12/2007,,
12440,NY,2.384592,25806.72,12/14/2004,,
14882,NY,5.3400735,54871.33,02/12/2009,,
14051,NY,2.721177,25650.73,03/07/2008,,
12534,NY,2.430648,28880,12/18/2003,,
10002,NY,8.193486,91180,06/13/2005,,
12498,NY,6.328976,60600,05/14/2009,,
12060,NY,4.572288,44349,08/23/2007,,
12525,NY,3.9349,39870,05/12/2009,,
12446,NY,2.38824,21827,06/14/2004,,
12017,NY,4.0824,40283.2,05/12/2009,,
12059,NY,2.471232,36321.83,08/11/2008,,
10040,NY,41.04114,370501,05/02/2008,,
13035,NY,4.32054,44630,08/26/2009,,
10468,NY,8.924454,103050,07/31/2008,,
12436,NY,5.228496,51255,06/14/2007,,
12037,NY,3.26228,31278,03/25/2009,,
13332,NY,2.265024,25236.85,10/05/2007,,
12430,NY,3.329703,34960,05/05/2008,,
12484,NY,3.372096,48500,11/03/2005,,
13320,NY,2.838048,31987.3,02/13/2007,,
14214,NY,3.715632,32744.87,10/31/2008,,
11426,NY,2.70444,31400,08/04/2004,,
12883,NY,2.924012,36093,06/19/2006,,
14127,NY,26.80128,191192,08/01/2008,,
12125,NY,3.31227,34196,03/31/2008,,
10502,NY,4.9844025,47713,02/16/2007,,
14810,NY,6.944256,59160,06/30/2009,,
10803,NY,4.439604,45360,06/23/2008,,
14027,NY,1.5,8200,01/28/2010,,
12166,NY,4.157244,46603.46,09/08/2008,,
13040,NY,3.0976,41202.67,06/07/2006,,
12189,NY,5.5050975,50261,06/19/2009,,
10595,NY,22.19802,207521,01/16/2009,,
10990,NY,8.438309659,77000,02/09/2009,,
12498,NY,4.201236,40000,01/25/2008,,
13827,NY,4.157244,45300,09/17/2008,,
10516,NY,5.142293,51800,08/11/2008,,
10804,NY,4.257072,43581,07/26/2007,,
14850,NY,4.294635,44740,10/27/2008,,
12571,NY,8.682092222,82240,04/21/2008,,
14889,NY,3.072384,29930.22,11/13/2006,,
14527,NY,4.746732,50780.54,05/15/2009,,
12029,NY,3.721648,31917,07/27/2005,,
10467,NY,2.70444,31200,09/08/2003,,
12065,NY,2.77315,30700,12/26/2006,,
13864,NY,0.976122,13039,03/09/2004,,
10461,NY,2.99205,30800,02/24/2004,,
12928,NY,3.970944,37546,05/22/2008,,
12525,NY,2.045628,25719,08/14/2006,,
14715,NY,1.3320945,12993.75,01/21/2009,,
14850,NY,4.824456,47357,10/06/2008,,
12147,NY,4.89342,44231,02/24/2009,,
10950,NY,5.43456,48305,07/14/2008,,
11357,NY,8.552780556,79325,05/16/2008,,
12549,NY,5.919472,54143,08/01/2008,,
13617,NY,2.368512,24950,01/18/2008,,
13815,NY,2.865051,25987,11/09/2004,,
14625,NY,2.040792,25775.79,11/07/2007,,
13760,NY,4.112262,43000,02/13/2009,,
12043,NY,4.746732,45899.99,06/18/2008,,
13158,NY,4.370256,42565,06/16/2003,,
10538,NY,3.44256,36671,09/27/2005,,
12525,NY,3.34488,33500,06/19/2007,,
13045,NY,4.746732,43652,04/24/2009,,
12401,NY,3.9349,38550,11/13/2008,,
10594,NY,5.57856,55375,06/03/2008,,
12455,NY,3.397536,38722.86,11/06/2007,,
12302,NY,2.531232,25928,08/04/2006,,
10550,NY,44.27136,478120,05/15/2009,,
14850,NY,4.249665,42520,03/17/2009,,
12075,NY,4.44648,44099.96,03/24/2009,,
12204,NY,1.791834,18360,03/26/2009,,
10962,NY,3.60612,35854,02/29/2008,,
13661,NY,8.650008,89500,07/30/2009,,
14625,NY,4.2023205,37603.3,06/09/2009,,
14618,NY,3.783024,38811.06,07/17/2007,,
13825,NY,3.828384,41752.19,12/03/2007,,
10918,NY,5.70899,50101,01/12/2009,,
12526,NY,4.24974,40799.96,03/25/2008,,
12125,NY,4.89342,48848,03/25/2009,,
12429,NY,9.3366,89975,05/23/2008,,
12542,NY,4.746732,46300,08/15/2008,,
12561,NY,7.29864,53737,08/04/2004,,
14027,NY,10.199376,79560,09/24/2008,,
13021,NY,2.005014,23008.62,03/30/2006,,
11369,NY,1.52055,14800,06/30/2004,,
12545,NY,5.21136,47200,10/17/2005,,
12944,NY,1.77378,20291,08/07/2008,,
13616,NY,4.91808,38975,10/26/2005,,
12603,NY,7.8698,79850,08/15/2008,,
12538,NY,11.824112,106920,01/03/2006,,
12758,NY,8.314488,84300,06/14/2007,,
10989,NY,3.54756,34831,11/06/2007,,
12748,NY,21.046863,189993.35,06/30/2009,,
12834,NY,6.52456,58301,11/03/2008,,
12083,NY,2.688336,26727,08/06/2007,,
10580,NY,6.8229,67064,12/17/2007,,
12534,NY,8.287554122,89273,06/11/2007,,
12188,NY,4.439604,39774,02/20/2009,,
12180,NY,2.382336,24369,10/24/2006,,
12446,NY,4.288332,45600,08/26/2009,,
12404,NY,4.34682,42280,02/06/2006,,
12545,NY,4.746732,45300,02/24/2009,,
14564,NY,3.68856,35961.48,06/26/2008,,
10506,NY,3.782835,44720,01/25/2008,,
13808,NY,1.984248,21346,09/03/2003,,
12461,NY,2.6748225,30000,10/15/2007,,
12492,NY,2.433996,25180,05/14/2004,,
12303,NY,5.1183225,44361,03/25/2009,,
12484,NY,4.26384,43355,08/20/2007,,
14063,NY,4.439604,40071,08/14/2009,,
11207,NY,8.40939,160000,07/20/2007,,
12414,NY,9.126084,87088,01/04/2006,,
10538,NY,3.361176,40245.78,07/30/2007,,
14818,NY,3.21489,34962.47,10/25/2007,,
12534,NY,5.7162105,57631,08/07/2006,,
12451,NY,8.879208,85342,04/24/2009,,
12843,NY,2.251704,27872,10/26/2006,,
10989,NY,7.055076,61872,01/24/2006,,
14051,NY,5.392686,54152,09/23/2005,,
12571,NY,5.807508,50056,06/10/2005,,
14221,NY,26.23104,192192,02/04/2009,,
13901,NY,1.793691,13578,08/25/2004,,
12723,NY,21.046863,189993.35,08/12/2009,,
12474,NY,4.993002,54320,04/23/2009,,
14572,NY,2.378754,20325,10/12/2005,,
12521,NY,4.39992,41474.96,12/24/2008,,
13438,NY,4.157244,44990.41,11/17/2006,,
12561,NY,5.179538,51020,03/04/2008,,
10918,NY,4.20714,41509,05/24/2007,,
12529,NY,1,13895.0,07/24/2002,,
12455,NY,5.4,45000,11/27/2009,,
12209,NY,3.69967,34577,02/20/2009,,
10990,NY,6.068025,60000,02/04/2005,,
11218,NY,2.771496,30726,02/09/2009,,
14817,NY,4.6768995,53748.25,12/14/2006,,
12401,NY,4.82972,49920,03/11/2009,,
12540,NY,4.1533905,42656,07/14/2009,,
12180,NY,4.54962,41021,03/27/2009,,
12962,NY,4.270378,47612,03/23/2009,,
12204,NY,1.791834,18360,08/12/2009,,
13212,NY,4.0288185,32389.2,02/20/2009,,
10980,NY,6.362112,63360,04/09/2009,,
14432,NY,4.89342,44152.8,06/19/2009,,
12083,NY,5.522426,57587.92,04/16/2008,,
12204,NY,4.36818,52285,01/08/2008,,
10455,NY,43.10488,492115.03,05/15/2009,,
14850,NY,5.072616,47798,06/13/2007,,
11201,NY,3.26228,39560,08/26/2009,,
12871,NY,5.162616,44710,08/12/2003,,
12444,NY,4.80816,49303.76,09/22/2006,,
10549,NY,42.71616,462000,07/30/2009,,
14767,NY,4.535295,42787.5,01/08/2008,,
14224,NY,3.68928,33325.16,08/26/2009,,
12477,NY,8.94438,91500,10/08/2008,,
12534,NY,7.5411,73330,09/02/2008,,
12966,NY,3.117933,37216,03/01/2007,,
10454,NY,12.33287,154660,05/08/2009,,
14602,NY,3.27936,30021.49,08/12/2009,,
13746,NY,7.341024,67980,03/11/2008,,
14850,NY,1.54728,17048,05/10/2004,,
10703,NY,2.52693,26548.52,02/04/2009,,
13856,NY,2.45904,24469,02/22/2005,,
12303,NY,4.2,35000,05/28/2009,,
12457,NY,5.71536,60515,07/31/2007,,
12144,NY,3.65085,34506,07/17/2008,,
14757,NY,4.649898,37537.5,01/10/2008,,
12428,NY,4.746732,47089,06/30/2009,,
14217,NY,26.23104,192193,01/16/2009,,
12147,NY,4.439604,40320,05/12/2008,,
12477,NY,3.6803,29771.25,05/13/2009,,
10532,NY,3.13785,30791,02/06/2009,,
14850,NY,2.254496,21872,06/20/2008,,
12123,NY,4.439604,42815,03/31/2008,,
12928,NY,2.538752,25641,06/30/2009,,
10960,NY,5.256198,48097,07/15/2009,,
12723,NY,8.77836,80177.27,03/19/2009,,
14850,NY,5.3400735,55127.26,05/01/2009,,
12529,NY,2.85768,26240,02/12/2008,,
12173,NY,4.89342,46135,06/16/2009,,
12521,NY,7.43808,62132,01/16/2009,,
14034,NY,4.89342,41611.48,06/16/2009,,
14850,NY,2.055672,22692,05/10/2004,,
14850,NY,2.7031275,30815,01/12/2009,,
12018,NY,5.02362,57992,08/08/2007,,
10530,NY,3.881559,39160,11/10/2008,,
13078,NY,2.756832,35100,12/14/2007,,
10918,NY,4.74635,46480,07/30/2009,,
11238,NY,4.824456,48850,07/10/2008,,
14882,NY,9.493464,87000,06/23/2009,,
14564,NY,1.887462,22453.22,06/09/2009,,
12020,NY,4.89888,46812,12/10/2007,,
12037,NY,4.325004,46080,07/30/2009,,
14510,NY,3.381588,37701.65,07/30/2007,,
12941,NY,4.07785,62722,05/15/2009,,
13815,NY,8.314488,87930.74,08/26/2008,,
