Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MA
02176,MA,3.055,12983.75,05/24/2012,,
02145,MA,3.185,12918.5,10/10/2012,,
02740,MA,5.76,30009.6,04/19/2012,,
02093,MA,9.36,48765.6,07/20/2012,,
02476,MA,6.375,17879.75,07/25/2012,,
01360,MA,7.35,31488.0,06/22/2012,,
02136,MA,3.43,16179.75,07/23/2012,,
02124,MA,3.185,12918.5,06/11/2012,,
01237,MA,4.8,25008.0,10/03/2012,,
01772,MA,3.27,19227.6,09/07/2012,,
02771,MA,9.156,52368.0,06/19/2012,,
02324,MA,3.44,17922.4,07/02/2012,,
02139,MA,3.96,20631.6,07/13/2012,,
01012,MA,9.72,36450.0,08/31/2012,,
02332,MA,8.93,42418.0,08/21/2012,,
02666,MA,2.585,13364.45,07/17/2012,,
02642,MA,4.8,29782.0,07/16/2012,,
01760,MA,5.1,25960.0,08/14/2012,,
02645,MA,7.2,45571.0,06/12/2012,,
01462,MA,7.0,33950.0,05/21/2012,,
01368,MA,4.8,25008.0,07/20/2012,,
01027,MA,5.0,44035.46,06/08/2012,,
02474,MA,4.7,19805.0,11/06/2012,,
01803,MA,4.84,25854.4,06/20/2012,,
01701,MA,4.41,18179.75,08/24/2012,,
01590,MA,7.35,27802.25,06/25/2012,,
01440,MA,7.92,41263.2,08/03/2012,,
02056,MA,6.72,35011.2,09/14/2012,,
02116,MA,2.94,12367.25,10/10/2012,,
02721,MA,3.57,19058.0,07/02/2012,,
01876,MA,5.72,29801.2,08/13/2012,,
02131,MA,3.92,15895.25,07/24/2012,,
02458,MA,4.8,25008.0,08/01/2012,,
02532,MA,3.36,17505.6,09/06/2012,,
01504,MA,4.23,17554.0,05/01/2012,,
02630,MA,2.7,15595.0,05/11/2012,,
02126,MA,3.29,13653.5,04/30/2012,,
02139,MA,4.8,31000.0,06/21/2012,,
01430,MA,8.64,38880.0,05/31/2012,,
01007,MA,12.19,52417.0,01/14/2013,,
02748,MA,8.25,33931.0,07/18/2012,,
02649,MA,4.95,24528.0,05/11/2012,,
01267,MA,5.46,32202.96,07/20/2012,,
02124,MA,3.6,20396.0,09/05/2012,,
01984,MA,9.6,45700.2,09/14/2012,,
00264,MA,3.24,17404.0,06/05/2012,,
02714,MA,6.63,33150.0,07/19/2012,,
02769,MA,6.75,43000.0,05/24/2012,,
02653,MA,4.6,30937.0,07/16/2012,,
02130,MA,4.9,19864.25,07/19/2012,,
02128,MA,6.72,35011.2,08/01/2012,,
01034,MA,8.25,39500.0,07/27/2012,,
01566,MA,7.92,41263.2,07/30/2012,,
02121,MA,4.9,19864.25,07/16/2012,,
01915,MA,6.16,35500.0,07/17/2012,,
01741,MA,6.96,32200.0,06/05/2012,,
01581,MA,4.41,17879.75,06/28/2012,,
02630,MA,7.35,30086.75,07/13/2012,,
01862,MA,9.84,43788.0,05/25/2012,,
01366,MA,5.28,25992.0,07/16/2012,,
02748,MA,2.94,17522.4,10/25/2012,,
01543,MA,3.5,17500.0,09/24/2012,,
01952,MA,7.35,29710.0,09/14/2012,,
01201,MA,5.76,30009.6,08/03/2012,,
02667,MA,4.6,31416.0,07/18/2012,,
02743,MA,10.8,52272.0,06/01/2012,,
02771,MA,24.48,138002.0,12/12/2011,,
01985,MA,5.1,43400.0,04/06/2012,,
02043,MA,13.23,100000.0,03/23/2011,,
01834,MA,7.392,39917.0,03/21/2012,,
01453,MA,255.64,1181920.0,03/01/2012,,
02189,MA,16.56,98000.0,02/10/2012,,
02053,MA,21.36,116839.0,03/08/2012,,
01945,MA,3.22,21417.16,01/23/2012,,
02539,MA,11.78,70680.0,02/10/2012,,
02563,MA,5.06,21485.0,03/07/2012,,
01742,MA,1.755,17951.0,10/05/2009,,
02721,MA,77.74,350000.0,02/28/2012,,
01776,MA,111.65,448833.0,02/21/2012,,
01379,MA,6.0,32674.74,09/21/2010,,
01520,MA,14.72,63296.0,07/09/2012,,
01474,MA,7.2,37512.0,08/14/2012,,
02124,MA,6.86,27802.25,07/23/2012,,
01752,MA,4.8,25008.0,09/27/2012,,
01462,MA,4.935,25711.35,07/30/2012,,
02453,MA,6.615,34598.0,07/27/2012,,
01056,MA,7.92,41263.2,08/30/2012,,
02132,MA,7.68,40012.8,07/27/2012,,
02333,MA,9.36,48765.6,06/12/2012,,
02066,MA,9.245,48166.45,07/30/2012,,
02631,MA,5.16,29670.0,07/19/2012,,
01776,MA,4.18,19521.0,05/07/2012,,
02347,MA,5.1,23735.0,06/04/2012,,
01581,MA,2.88,15004.8,07/20/2012,,
02745,MA,3.84,20006.4,06/21/2012,,
01907,MA,7.44,32002.0,06/25/2012,,
01331,MA,6.24,34266.0,06/25/2012,,
02790,MA,6.58,34281.8,06/25/2012,,
02421,MA,5.17,26935.7,06/05/2012,,
01463,MA,4.845,26711.0,06/12/2012,,
01983,MA,7.52,39179.2,06/05/2012,,
02093,MA,9.156,50392.0,08/01/2012,,
01906,MA,5.76,24260.0,10/22/2012,,
02155,MA,3.76,16579.25,06/21/2012,,
02465,MA,3.42,25740.9,06/27/2012,,
02492,MA,2.94,22350.0,07/17/2012,,
02562,MA,3.43,26513.9,09/24/2012,,
02474,MA,3.995,16003.49,06/11/2012,,
02446,MA,5.355,27758.01,10/04/2012,,
00214,MA,4.8,28800.0,06/08/2012,,
01890,MA,7.68,46080.0,05/01/2012,,
02703,MA,4.59,30648.0,10/12/2012,,
01010,MA,5.76,26000.0,07/26/2012,,
01984,MA,3.84,24960.0,05/31/2012,,
02038,MA,6.84,52873.2,07/16/2012,,
01826,MA,2.59,20020.7,07/20/2012,,
01826,MA,4.9,20464.25,09/28/2012,,
02703,MA,5.1,31448.0,09/24/2012,,
02645,MA,4.928,27221.0,07/16/2012,,
01568,MA,5.64,28000.0,02/07/2012,,
01364,MA,4.64,24130.0,07/30/2012,,
01876,MA,4.8,25008.0,08/29/2012,,
01516,MA,4.32,22507.2,07/30/2012,,
01532,MA,9.36,48765.6,06/12/2012,,
02445,MA,7.848,42134.0,05/24/2012,,
01330,MA,5.76,24825.0,05/08/2012,,
02740,MA,3.57,18743.0,08/02/2012,,
02790,MA,5.61,28050.5,10/01/2012,,
01040,MA,9.12,39528.0,08/24/2012,,
01524,MA,6.72,38976.0,07/05/2012,,
01776,MA,5.76,28200.0,06/19/2012,,
02703,MA,9.18,52170.0,03/30/2012,,
02703,MA,9.18,52170.0,03/30/2012,,
01028,MA,4.23,17554.5,05/24/2012,,
02155,MA,6.0,27306.8,11/26/2012,,
02703,MA,9.18,52170.0,08/15/2012,,
02703,MA,9.18,52170.0,09/24/2012,,
01247,MA,4.8,33600.0,07/02/2012,,
01721,MA,7.5,37450.0,05/17/2012,,
01826,MA,6.24,32510.4,06/26/2012,,
02019,MA,9.555,40716.0,05/30/2012,,
01701,MA,8.1,54000.0,07/19/2012,,
01368,MA,8.64,37680.0,08/23/2012,,
02790,MA,9.36,48765.6,07/27/2012,,
01002,MA,5.76,42120.0,10/01/2012,,
02766,MA,6.46,44251.0,07/26/2012,,
01701,MA,6.63,31187.62,06/18/2012,,
01985,MA,6.24,32510.4,07/30/2012,,
01510,MA,5.76,30009.6,07/20/2012,,
02472,MA,3.29,13283.75,06/07/2012,,
02666,MA,4.95,25520.0,07/02/2012,,
02769,MA,8.415,43645.0,06/05/2012,,
02642,MA,5.355,24710.0,09/11/2012,,
02135,MA,5.1,26775.0,09/25/2012,,
01072,MA,7.68,44448.23,05/15/2012,,
02633,MA,5.25,22063.0,04/27/2012,,
02748,MA,8.67,44273.5,07/25/2012,,
01453,MA,5.18,26418.0,05/30/2012,,
02189,MA,4.56,35248.8,07/30/2012,,
02540,MA,11.04,58200.0,07/09/2012,,
02568,MA,14.88,68150.0,09/27/2012,,
01376,MA,9.87,41836.26,09/18/2012,,
01543,MA,7.92,35600.0,05/24/2012,,
02330,MA,5.76,30009.6,09/05/2012,,
02052,MA,8.4,36600.0,05/22/2012,,
02748,MA,24.96,80620.8,09/04/2012,,
02748,MA,12.48,40310.4,09/04/2012,,
02748,MA,24.96,80620.8,09/04/2012,,
02763,MA,17.85,78540.0,10/25/2012,,
02332,MA,7.28,36218.0,08/24/2012,,
01938,MA,3.92,22698.0,09/06/2012,,
02364,MA,11.27,48760.0,07/30/2012,,
02721,MA,5.1,21930.0,10/01/2012,,
02769,MA,15.0,67500.0,10/11/2012,,
01462,MA,2.1,7700.0,09/06/2012,,
02136,MA,3.12,18168.0,11/02/2012,,
01778,MA,9.5,35150.0,12/31/2012,,
01464,MA,4.5,23175.0,11/02/2012,,
02476,MA,3.25,13001.0,11/29/2012,,
01748,MA,6.0,21560.0,11/27/2012,,
01069,MA,10.0,39000.0,12/12/2012,,
02131,MA,7.68,38208.0,12/18/2012,,
01748,MA,9.75,37010.0,12/12/2012,,
01240,MA,5.5,20350.0,01/11/2013,,
01240,MA,6.0,23400.0,12/05/2012,,
02476,MA,4.75,17575.0,11/20/2012,,
02176,MA,3.92,14308.0,11/02/2012,,
01351,MA,3.92,17640.0,12/14/2012,,
01590,MA,10.464,51796.8,11/28/2012,,
01776,MA,9.25,34225.0,11/28/2012,,
01240,MA,6.75,26325.0,01/09/2013,,
01778,MA,6.75,24975.0,12/21/2012,,
01778,MA,7.75,28675.0,11/02/2012,,
01342,MA,5.88,28906.45,11/21/2012,,
01073,MA,5.72,33061.45,11/08/2012,,
01746,MA,4.5,20800.0,11/02/2012,,
01010,MA,7.848,44342.0,10/26/2012,,
01929,MA,5.39,32124.4,12/18/2012,,
01702,MA,5.5,25850.0,12/27/2012,,
02653,MA,2.585,14479.0,12/12/2012,,
02769,MA,10.5,45675.0,12/03/2012,,
01740,MA,7.848,44556.0,10/26/2012,,
02067,MA,6.12,25705.0,12/12/2012,,
01257,MA,11.27,61170.0,01/08/2013,,
01083,MA,5.98,29750.5,12/20/2012,,
01342,MA,3.57,18743.0,12/12/2012,,
02634,MA,7.5,34500.0,12/17/2012,,
02645,MA,5.04,25074.0,12/18/2012,,
02119,MA,2.88,17251.0,01/11/2013,,
02019,MA,7.0,31300.0,12/03/2012,,
02119,MA,3.25,19078.0,01/11/2013,,
01440,MA,8.5,36150.0,12/03/2012,,
01073,MA,5.5,23600.0,11/29/2012,,
02460,MA,3.92,26852.0,10/26/2012,,
02119,MA,3.12,18689.0,01/11/2013,,
01754,MA,1.92,14899.0,12/14/2012,,
02539,MA,5.405,35781.0,12/10/2012,,
01801,MA,9.6,38450.0,12/06/2012,,
01752,MA,344.85,1474397.82,09/20/2012,,
01821,MA,4.9,33565.0,08/27/2012,,
01801,MA,8.93,61170.5,09/11/2012,,
01854,MA,3.525,24146.25,08/27/2012,,
01852,MA,3.675,25173.75,09/04/2012,,
01854,MA,5.405,37024.25,08/29/2012,,
01852,MA,4.165,28530.25,09/05/2012,,
01801,MA,7.99,54731.5,09/26/2012,,
02476,MA,4.0,15860.0,12/11/2012,,
01590,MA,7.848,41830.0,01/10/2013,,
01748,MA,9.75,36728.0,12/06/2012,,
02476,MA,4.0,16220.0,11/20/2012,,
01748,MA,7.39,27229.0,12/18/2012,,
02474,MA,2.75,11881.0,12/11/2012,,
01778,MA,10.0,38000.0,10/19/2012,,
01201,MA,5.0,19500.0,01/09/2013,,
01778,MA,8.75,32375.0,01/09/2013,,
01240,MA,5.25,20475.0,12/03/2012,,
01240,MA,9.25,36075.0,12/12/2012,,
02176,MA,3.185,11943.75,12/20/2012,,
01890,MA,3.525,24146.25,08/06/2012,,
01890,MA,3.525,24146.25,09/26/2012,,
01890,MA,3.995,27365.75,09/17/2012,,
02180,MA,5.875,40243.75,09/24/2012,,
01801,MA,3.76,25756.0,09/24/2012,,
02180,MA,7.285,49902.25,09/18/2012,,
01801,MA,7.99,55930.0,09/12/2012,,
02180,MA,7.05,49350.0,09/25/2012,,
01852,MA,3.995,27365.75,08/13/2012,,
01012,MA,59.67,259200.0,09/25/2012,,
01524,MA,16.32,70808.0,07/18/2012,,
02493,MA,10.045,43700.0,02/28/2012,,
02131,MA,5.88,29400.0,05/07/2012,,
02720,MA,3.04,18118.4,09/14/2012,,
02324,MA,3.8,22648.0,07/30/2012,,
01938,MA,6.48,31428.0,06/21/2012,,
02038,MA,17.52,75012.0,06/19/2012,,
01778,MA,5.5,21450.0,10/03/2012,,
01778,MA,10.0,38500.0,10/04/2012,,
01776,MA,8.5,33150.0,09/21/2012,,
01757,MA,178.4,,08/31/2012,,
01760,MA,4.935,29412.6,11/27/2012,,
02119,MA,2.75,12622.5,12/12/2012,,
01826,MA,6.885,32222.0,10/26/2012,,
01756,MA,9.0,31730.0,10/15/2012,,
01002,MA,4.655,24089.57,11/08/2012,,
01201,MA,7.25,28275.0,12/14/2012,,
01469,MA,5.1,30791.0,12/26/2012,,
02492,MA,7.848,43879.0,12/18/2012,,
02557,MA,4.5,31050.0,12/12/2012,,
02790,MA,5.52,17802.0,11/09/2012,,
02657,MA,10.29,34837.0,12/12/2012,,
02631,MA,4.56,23529.6,11/21/2012,,
02645,MA,6.96,34104.0,01/08/2013,,
02128,MA,3.84,19104.0,11/20/2012,,
02122,MA,4.32,21492.0,11/06/2012,,
02124,MA,1.76,8756.0,11/06/2012,,
02176,MA,7.35,42491.0,01/08/2013,,
02575,MA,5.76,29952.0,12/14/2012,,
02476,MA,6.5,25460.0,11/28/2012,,
01730,MA,4.25,17600.0,12/05/2012,,
02702,MA,7.05,27900.0,12/10/2012,,
02176,MA,5.88,22050.0,11/30/2012,,
01760,MA,8.0,35325.0,12/19/2012,,
01223,MA,4.5,18855.0,12/20/2012,,
01754,MA,8.25,35475.0,12/07/2012,,
01519,MA,7.0,28700.0,11/28/2012,,
01062,MA,3.43,18818.6,11/16/2012,,
02138,MA,4.8,26400.0,11/08/2012,,
02476,MA,4.41,28886.0,11/14/2012,,
01351,MA,4.41,19845.0,12/18/2012,,
02067,MA,6.63,30183.0,12/19/2012,,
01590,MA,11.52,41472.0,11/28/2012,,
01002,MA,10.34,44094.0,12/28/2012,,
01590,MA,10.464,55773.0,10/11/2012,,
02176,MA,3.84,14419.25,11/30/2012,,
01364,MA,5.0,25600.0,11/09/2012,,
02474,MA,2.5,11250.0,01/03/2013,,
01803,MA,7.8,41854.47,12/12/2012,,
01760,MA,5.75,25575.0,12/19/2012,,
01351,MA,3.43,17150.0,11/21/2012,,
02126,MA,4.655,19318.25,12/21/2012,,
02026,MA,6.63,30979.0,12/19/2012,,
02066,MA,7.848,38785.0,12/03/2012,,
01010,MA,4.32,34541.0,12/04/2012,,
02633,MA,2.695,18730.25,11/20/2012,,
02132,MA,2.6,12935.0,10/16/2012,,
01057,MA,4.42,21989.5,10/26/2012,,
02364,MA,5.76,28656.0,10/25/2012,,
02458,MA,4.578,23119.0,11/29/2012,,
01810,MA,9.4,38539.25,12/20/2012,,
01504,MA,8.1,33000.0,09/28/2012,,
01503,MA,6.0,27076.0,12/07/2012,,
01748,MA,160.0,,08/07/2012,,
02038,MA,32.9,,07/25/2012,,
01722,MA,999.0,,08/17/2012,,
01532,MA,95.41,,08/13/2012,,
01532,MA,95.41,,08/13/2012,,
01532,MA,286.23,,08/13/2012,,
02135,MA,7.05,34250.0,07/13/2012,,
01938,MA,1.9,12000.0,09/25/2012,,
01938,MA,7.5,31300.0,10/04/2012,,
02330,MA,128.52,384875.0,08/27/2012,,
02330,MA,64.985,384875.0,08/27/2012,,
01007,MA,32.0,162435.0,07/26/2012,,
02540,MA,0.94,4980.0,07/20/2012,,
01364,MA,549.12,,07/24/2012,,
01364,MA,1098.24,,07/24/2012,,
01364,MA,1098.24,,07/24/2012,,
01085,MA,8.75,42900.0,08/02/2012,,
02180,MA,10.8,48060.0,07/17/2012,,
01746,MA,18.48,80232.0,08/17/2012,,
02140,MA,5.17,30813.2,09/11/2012,,
02148,MA,4.37,26045.2,09/07/2012,,
01701,MA,5.635,33584.6,09/12/2012,,
01702,MA,2.66,15853.6,08/09/2012,,
01701,MA,6.84,40767.0,08/24/2012,,
01701,MA,7.77,46309.2,08/21/2012,,
01876,MA,4.94,29442.4,07/30/2012,,
01876,MA,3.8,22648.0,08/22/2012,,
02186,MA,7.2,42912.0,08/14/2012,,
02466,MA,1.71,10191.6,08/08/2012,,
02745,MA,5.13,30574.8,09/10/2012,,
01803,MA,6.345,43463.25,11/19/2012,,
02535,MA,3.92,26852.0,11/07/2012,,
01338,MA,9.8,63806.0,12/03/2012,,
01845,MA,7.14,35521.5,11/16/2012,,
01845,MA,6.48,32238.0,11/16/2012,,
02050,MA,6.37,37965.2,11/30/2012,,
01027,MA,10.0,42207.0,11/28/2012,,
02370,MA,5.39,32124.4,11/28/2012,,
01027,MA,9.81,47701.0,12/14/2012,,
02090,MA,11.28,78960.0,11/26/2012,,
02540,MA,6.48,32076.0,12/14/2012,,
01002,MA,9.81,48955.0,12/09/2012,,
01002,MA,8.25,40092.0,12/10/2012,,
02762,MA,7.5,32900.0,12/05/2012,,
02715,MA,5.355,20938.0,12/07/2012,,
02462,MA,5.0,22000.0,11/06/2012,,
01803,MA,5.52,27462.0,11/08/2012,,
02144,MA,4.0,15419.25,01/09/2013,,
01721,MA,8.175,45780.0,12/17/2012,,
01534,MA,4.23,25210.8,12/07/2012,,
01930,MA,5.28,21989.0,10/01/2012,,
01270,MA,1.56,7500.0,11/21/2012,,
01754,MA,9.69,46848.0,12/18/2012,,
02535,MA,4.32,22530.0,01/03/2013,,
02067,MA,5.355,28258.0,11/14/2012,,
02745,MA,7.2,35820.0,12/18/2012,,
01810,MA,6.72,33432.0,10/26/2012,,
02540,MA,5.5,27362.5,12/03/2012,,
01778,MA,11.5,44850.0,09/07/2012,,
02139,MA,2.925,15877.0,11/29/2012,,
02468,MA,4.5,18430.0,10/18/2012,,
02540,MA,4.86,24856.0,11/07/2012,,
02568,MA,5.145,35243.25,11/29/2012,,
01803,MA,7.848,44000.0,10/09/2012,,
01702,MA,7.5,33000.0,12/05/2012,,
01752,MA,5.39,24468.0,10/17/2012,,
01062,MA,6.24,37786.98,11/30/2012,,
02492,MA,3.92,21549.49,12/05/2012,,
01773,MA,7.25,28275.0,09/12/2012,,
01890,MA,9.25,37878.0,09/11/2012,,
01778,MA,10.25,39975.0,09/11/2012,,
01776,MA,8.25,32175.0,08/28/2012,,
02724,MA,201.96,616000.0,07/11/2012,,
02056,MA,53.55,196778.4,09/20/2012,,
01864,MA,6.96,24000.0,08/09/2012,,
01742,MA,9.36,40234.0,08/02/2012,,
01742,MA,3.84,22027.0,07/20/2012,,
02176,MA,86.1,375636.44,07/05/2012,,
01532,MA,23.0,162705.0,07/25/2012,,
01085,MA,7.14,32212.0,07/26/2012,,
01742,MA,6.48,30186.0,08/10/2012,,
01938,MA,4.578,14000.0,08/21/2012,,
02779,MA,3.06,14600.0,09/06/2012,,
02790,MA,17.28,95491.0,07/13/2012,,
01010,MA,25.5,140000.0,08/10/2012,,
02568,MA,96.0,110000.0,08/09/2012,,
02332,MA,13.92,68904.0,08/20/2012,,
02030,MA,8.88,57294.0,08/10/2012,,
02467,MA,3.22,26565.0,01/06/2012,,
01747,MA,106.08,333064.0,07/24/2012,,
02601,MA,23.04,104000.0,07/11/2012,,
02601,MA,475.2,1600000.0,07/13/2012,,
02536,MA,793.0,,07/13/2012,,
01915,MA,204.435,1022175.0,08/23/2012,,
01011,MA,5.0,23400.0,07/21/2012,,
01890,MA,7.99,54731.5,08/14/2012,,
01801,MA,5.405,37024.25,08/09/2012,,
01801,MA,5.875,40243.75,08/07/2012,,
01852,MA,1.88,12878.0,08/23/2012,,
01801,MA,3.995,27365.75,08/21/2012,,
02368,MA,2.35,16097.5,08/14/2012,,
01852,MA,4.7,32195.0,08/13/2012,,
01852,MA,3.76,25756.0,08/13/2012,,
01801,MA,6.58,45073.0,08/06/2012,,
02180,MA,7.99,54731.5,08/01/2012,,
01852,MA,3.995,27365.75,07/30/2012,,
01776,MA,14.88,66000.0,05/18/2012,,
02653,MA,12.74,56693.0,04/23/2012,,
01460,MA,4.8,25750.0,12/05/2011,,
02356,MA,10.08,44856.0,02/13/2012,,
02333,MA,2.115,12605.4,08/13/2012,,
02468,MA,6.08,36236.8,08/31/2012,,
02090,MA,5.13,50574.8,08/22/2012,,
02762,MA,140.53,660965.0,09/07/2012,,
01773,MA,1.9,11324.0,08/07/2012,,
01803,MA,7.52,44819.2,07/19/2012,,
02132,MA,4.12,24555.2,07/20/2012,,
01701,MA,7.03,41898.8,07/27/2012,,
02136,MA,5.13,30574.8,08/14/2012,,
02141,MA,2.35,14006.0,08/22/2012,,
02747,MA,2.695,16062.2,08/15/2012,,
02421,MA,6.27,37369.2,04/30/2012,,
02747,MA,5.39,32124.4,08/01/2012,,
01469,MA,3.8,22648.0,06/06/2012,,
02631,MA,6.22,37071.2,07/26/2012,,
02790,MA,5.7,33972.0,08/09/2012,,
02346,MA,9.84,43788.0,06/11/2012,,
01742,MA,6.72,32200.0,05/23/2012,,
01742,MA,5.76,28200.0,05/16/2012,,
02478,MA,5.0,26250.0,02/08/2012,,
02532,MA,224.64,709726.0,06/29/2012,,
01434,MA,18.33,109980.0,05/17/2012,,
01801,MA,45.375,189000.0,06/05/2012,,
02048,MA,299.0,1185000.0,06/28/2012,,
01537,MA,99.0,576000.0,06/29/2012,,
02664,MA,102.85,334261.0,06/26/2012,,
02777,MA,22.56,114200.0,08/02/2012,,
02446,MA,5.46,29386.5,11/15/2012,,
02127,MA,4.08,16543.25,01/09/2013,,
01056,MA,7.68,36480.0,12/26/2012,,
02140,MA,7.14,29179.25,11/26/2012,,
02126,MA,4.41,17879.75,12/10/2012,,
02339,MA,7.65,32895.0,10/22/2012,,
02149,MA,4.9,19619.25,11/30/2012,,
01543,MA,5.0,24675.0,12/20/2012,,
02540,MA,6.54,33585.0,11/15/2012,,
02472,MA,5.5,25850.0,10/23/2012,,
01440,MA,6.72,33432.0,10/05/2012,,
01752,MA,5.0,23500.0,11/26/2012,,
01760,MA,3.0,16790.0,12/11/2012,,
01464,MA,8.82,36603.0,12/20/2012,,
01905,MA,6.12,25909.0,11/20/2012,,
01752,MA,5.25,19950.0,12/05/2012,,
01760,MA,6.12,24187.25,10/23/2012,,
02171,MA,4.8,18019.25,11/16/2012,,
02128,MA,5.64,44315.0,10/24/2012,,
02356,MA,6.615,28444.5,12/12/2012,,
02421,MA,5.5,25850.0,10/31/2012,,
02124,MA,9.8,41179.25,09/21/2012,,
01540,MA,6.867,39142.0,11/27/2012,,
02536,MA,10.29,45982.5,11/14/2012,,
02720,MA,7.755,46219.8,09/28/2012,,
01756,MA,10.5,39900.0,10/17/2012,,
02126,MA,3.92,15907.25,10/24/2012,,
02360,MA,5.76,32696.0,09/17/2012,,
01913,MA,7.2,27051.0,10/17/2012,,
02638,MA,5.232,28263.0,12/19/2012,,
02633,MA,7.194,36530.0,12/19/2012,,
01720,MA,5.88,40278.0,11/21/2012,,
02019,MA,6.0,28200.0,10/26/2012,,
01001,MA,9.75,44000.0,10/19/2012,,
02126,MA,4.5,17928.0,12/03/2012,,
01748,MA,7.5,32150.0,11/14/2012,,
01748,MA,6.5,25935.0,11/16/2012,,
02748,MA,7.68,38784.0,11/07/2012,,
01590,MA,9.156,46072.2,11/30/2012,,
01590,MA,9.156,47520.0,12/07/2012,,
02176,MA,3.12,15522.0,10/18/2012,,
02648,MA,4.41,21242.5,11/27/2012,,
01844,MA,2.35,16098.0,10/16/2012,,
02093,MA,4.5,16875.0,12/20/2012,,
02130,MA,1.715,10221.4,10/23/2012,,
01005,MA,5.76,31464.0,10/26/2012,,
01841,MA,4.32,15000.0,11/13/2012,,
01841,MA,4.32,15000.0,11/09/2012,,
02466,MA,5.88,23833.25,11/07/2012,,
01756,MA,4.25,17076.0,01/04/2013,,
02474,MA,4.0,17180.0,11/14/2012,,
01351,MA,5.88,38220.0,12/18/2012,,
01057,MA,4.59,25751.0,10/25/2012,,
02131,MA,3.84,19086.0,11/27/2012,,
01748,MA,7.5,27500.0,11/14/2012,,
01778,MA,7.0,26600.0,10/22/2012,,
02719,MA,6.867,44259.0,11/14/2012,,
02747,MA,6.12,31152.0,11/14/2012,,
01075,MA,6.25,30940.0,08/13/2012,,
01075,MA,10.0,57500.0,08/24/2012,,
01507,MA,16.302,85000.0,08/03/2012,,
02536,MA,7.84,41057.0,08/07/2012,,
01507,MA,997.92,4511712.0,07/24/2012,,
02657,MA,38.4,180000.0,06/26/2012,,
01430,MA,9.5,40800.0,10/17/2012,,
02748,MA,5.886,34138.0,10/04/2012,,
01830,MA,5.61,21400.0,11/28/2012,,
01701,MA,5.28,19819.25,09/24/2012,,
02446,MA,4.8,23880.0,10/15/2012,,
02180,MA,4.32,21492.0,10/10/2012,,
01609,MA,4.7,19505.0,10/26/2012,,
02642,MA,5.25,25745.0,09/18/2012,,
02702,MA,5.76,28656.0,10/10/2012,,
02771,MA,5.52,27462.0,10/11/2012,,
01256,MA,9.8,41000.0,10/03/2012,,
02120,MA,3.0,11250.0,12/10/2012,,
01701,MA,3.43,13396.25,09/10/2012,,
02067,MA,8.33,36299.77,10/19/2012,,
01568,MA,3.25,14787.5,12/20/2012,,
01606,MA,4.56,22686.0,12/05/2012,,
02149,MA,2.2,10945.0,10/12/2012,,
01342,MA,1.88,11428.0,09/18/2012,,
01754,MA,6.75,31725.0,10/26/2012,,
02675,MA,4.16,20696.0,10/04/2012,,
02132,MA,6.5,25944.25,01/10/2013,,
01851,MA,5.17,30813.2,10/01/2012,,
01905,MA,6.12,24187.25,09/11/2012,,
02148,MA,6.0,29850.0,11/28/2012,,
02748,MA,3.52,17512.0,10/10/2012,,
01906,MA,5.76,26704.0,09/11/2012,,
02021,MA,9.75,45442.0,05/24/2012,,
01730,MA,9.0,44550.0,12/21/2012,,
02360,MA,4.32,21492.0,09/26/2012,,
02492,MA,14.715,76707.0,09/11/2012,,
02139,MA,4.8,20160.0,11/06/2012,,
01741,MA,7.84,45470.0,12/31/2012,,
01748,MA,11.28,40680.0,09/24/2012,,
01062,MA,5.76,28656.0,11/19/2012,,
01930,MA,5.46,27163.5,11/16/2012,,
01060,MA,7.848,39983.0,11/20/2012,,
02451,MA,4.59,22537.0,11/30/2012,,
01002,MA,5.232,30447.0,11/21/2012,,
02421,MA,5.61,29453.0,09/07/2012,,
02130,MA,85.54,317730.0,08/23/2012,,
01089,MA,6.0,28350.0,09/17/2012,,
01301,MA,11.5,49925.0,10/25/2012,,
02743,MA,5.61,30050.0,10/11/2012,,
01543,MA,9.75,39498.0,09/24/2012,,
01543,MA,9.36,39498.0,09/07/2012,,
02747,MA,5.52,27462.0,09/14/2012,,
02559,MA,6.867,35591.0,11/16/2012,,
02745,MA,9.8,38239.25,10/02/2012,,
02145,MA,2.94,11779.25,08/31/2012,,
01104,MA,3.84,19104.0,10/09/2012,,
02720,MA,4.32,21492.0,10/09/2012,,
01845,MA,8.64,42984.0,09/28/2012,,
01904,MA,2.94,11485.25,11/16/2012,,
02719,MA,5.76,23040.0,09/14/2012,,
01351,MA,2.45,11025.0,11/28/2012,,
01850,MA,5.76,28656.0,10/18/2012,,
01905,MA,3.92,16483.25,12/20/2012,,
01519,MA,6.86,26773.25,11/28/2012,,
01701,MA,9.8,39690.0,11/08/2012,,
01757,MA,5.0,20500.0,08/27/2012,,
01760,MA,4.0,23790.0,11/16/2012,,
01876,MA,5.32,25891.0,10/18/2012,,
02459,MA,5.232,28216.0,12/04/2012,,
02067,MA,5.232,29404.0,11/13/2012,,
02453,MA,5.1,24837.0,09/17/2012,,
02553,MA,9.31,42067.5,09/28/2012,,
01452,MA,10.0,40433.0,09/14/2012,,
02324,MA,5.52,27462.0,09/24/2012,,
02143,MA,3.185,12759.25,12/05/2012,,
01810,MA,9.75,42138.0,09/14/2012,,
02715,MA,9.81,61313.0,12/10/2012,,
