Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=AZ
86327,AZ,5.04,25074.0,11/14/2012,,
85382,AZ,10.08,50148.0,11/14/2012,,
85086,AZ,20.88,103878.0,11/14/2012,,
85338,AZ,7.2,35820.0,11/14/2012,,
85086,AZ,15.12,75222.0,11/14/2012,,
85326,AZ,2.4,11940.0,11/14/2012,,
85338,AZ,11.04,54924.0,11/14/2012,,
85338,AZ,6.24,31044.0,11/14/2012,,
85326,AZ,5.28,26268.0,11/14/2012,,
85388,AZ,9.36,46566.0,11/14/2012,,
85086,AZ,14.16,70446.0,11/14/2012,,
85338,AZ,3.36,16716.0,11/14/2012,,
85338,AZ,3.36,16716.0,11/14/2012,,
85340,AZ,1.92,9552.0,11/14/2012,,
85375,AZ,3.36,16716.0,11/14/2012,,
85383,AZ,3.36,16716.0,11/14/2012,,
85383,AZ,5.72,28457.0,11/14/2012,,
85383,AZ,6.16,30646.0,11/14/2012,,
85259,AZ,13.08,65637.0,11/14/2012,,
85344,AZ,7.848,42379.2,11/14/2012,,
85254,AZ,10.34,61626.4,11/14/2012,,
85379,AZ,9.165,54623.4,11/14/2012,,
85032,AZ,4.32,27495.0,11/14/2012,,
85085,AZ,9.555,40131.0,11/13/2012,,
85388,AZ,9.8,31850.0,11/13/2012,,
85395,AZ,6.24,40560.0,11/13/2012,,
85395,AZ,10.56,29040.0,11/13/2012,,
85395,AZ,6.37,19875.0,11/13/2012,,
86326,AZ,9.8,32713.8,11/13/2012,,
85122,AZ,5.0,17200.0,11/13/2012,,
85382,AZ,6.37,22613.5,11/13/2012,,
85015,AZ,16.12,57226.0,11/13/2012,,
85374,AZ,5.76,20539.0,11/13/2012,,
85541,AZ,42.3,161346.49,11/13/2012,,
85355,AZ,9.8,38220.0,11/13/2012,,
86314,AZ,9.156,37000.0,11/13/2012,,
85937,AZ,9.555,44775.0,11/13/2012,,
85086,AZ,11.445,55236.0,11/13/2012,,
85087,AZ,6.867,33304.0,11/13/2012,,
85379,AZ,10.464,50750.4,11/13/2012,,
85027,AZ,7.848,38563.0,11/13/2012,,
85122,AZ,6.16,30646.0,11/13/2012,,
86324,AZ,5.52,27462.0,11/13/2012,,
85122,AZ,5.28,26329.0,11/13/2012,,
85007,AZ,7.848,40022.0,11/13/2012,,
85396,AZ,4.14,22354.0,11/13/2012,,
85501,AZ,7.05,42018.0,11/13/2012,,
85501,AZ,10.34,61626.4,11/13/2012,,
85122,AZ,349.44,,11/11/2012,,
85308,AZ,8.16,42684.13,11/09/2012,,
85345,AZ,13.26,42706.0,11/09/2012,,
85086,AZ,8.16,43329.76,11/09/2012,,
85395,AZ,4.18,12090.0,11/09/2012,,
85395,AZ,4.18,12090.0,11/09/2012,,
85395,AZ,3.8,11280.0,11/09/2012,,
86327,AZ,4.9,18375.0,11/09/2012,,
85351,AZ,8.502,38500.0,11/09/2012,,
85086,AZ,13.08,64337.0,11/09/2012,,
85086,AZ,13.2,65670.0,11/09/2012,,
85086,AZ,8.64,42984.0,11/09/2012,,
85086,AZ,9.36,46566.0,11/09/2012,,
85085,AZ,7.2,35820.0,11/09/2012,,
85085,AZ,6.72,33432.0,11/09/2012,,
85308,AZ,6.48,32238.0,11/09/2012,,
85145,AZ,7.92,39402.0,11/09/2012,,
85086,AZ,6.815,40617.4,11/09/2012,,
85086,AZ,13.395,79834.2,11/09/2012,,
85308,AZ,6.72,43680.0,11/09/2012,,
85024,AZ,4.32,28080.0,11/09/2012,,
85375,AZ,7.92,39402.0,11/08/2012,,
85379,AZ,10.464,53300.0,11/08/2012,,
85374,AZ,3.76,19811.57,11/08/2012,,
85374,AZ,9.156,40700.0,11/08/2012,,
85355,AZ,9.156,43491.0,11/08/2012,,
85027,AZ,16.17,46410.0,11/08/2012,,
86325,AZ,6.58,19038.0,11/08/2012,,
85355,AZ,9.555,28715.0,11/08/2012,,
86314,AZ,12.74,40060.0,11/08/2012,,
85396,AZ,6.86,22821.75,11/08/2012,,
85260,AZ,577.8,2136575.0,11/08/2012,,
85255,AZ,702.075,2639707.0,11/08/2012,,
85396,AZ,2.34,9621.0,11/08/2012,,
85396,AZ,2.34,9650.0,11/08/2012,,
85396,AZ,11.772,55920.0,11/08/2012,,
85374,AZ,9.156,43948.8,11/08/2012,,
85053,AZ,8.64,42000.0,11/08/2012,,
85375,AZ,7.92,39402.0,11/08/2012,,
85396,AZ,6.72,33432.0,11/08/2012,,
85050,AZ,7.92,39402.0,11/08/2012,,
85054,AZ,10.08,50148.0,11/08/2012,,
85392,AZ,11.52,57312.0,11/08/2012,,
85022,AZ,6.24,31044.0,11/08/2012,,
85335,AZ,3.36,16716.0,11/08/2012,,
85028,AZ,12.48,62088.0,11/08/2012,,
85379,AZ,6.72,33432.0,11/08/2012,,
85379,AZ,7.92,39402.0,11/08/2012,,
85028,AZ,9.36,46566.0,11/08/2012,,
85050,AZ,3.36,16716.0,11/08/2012,,
85122,AZ,6.72,33432.0,11/08/2012,,
85225,AZ,7.92,39402.0,11/08/2012,,
85255,AZ,9.36,46566.0,11/08/2012,,
85338,AZ,5.28,26268.0,11/08/2012,,
85338,AZ,3.36,16716.0,11/08/2012,,
85338,AZ,3.36,16716.0,11/08/2012,,
85338,AZ,3.12,15522.0,11/08/2012,,
85338,AZ,3.12,15522.0,11/08/2012,,
86314,AZ,4.41,26283.6,11/08/2012,,
86327,AZ,7.52,44819.2,11/08/2012,,
85021,AZ,5.28,38633.0,11/08/2012,,
85122,AZ,309.12,,11/08/2012,,
85396,AZ,8.085,28361.38,11/07/2012,,
85382,AZ,3.36,21430.0,11/07/2012,,
85388,AZ,13.08,64746.0,11/07/2012,,
85396,AZ,6.86,19751.8,11/07/2012,,
85326,AZ,6.5,23831.0,11/07/2012,,
85086,AZ,10.78,40141.05,11/07/2012,,
85122,AZ,7.848,36101.0,11/07/2012,,
85028,AZ,11.52,53568.0,11/07/2012,,
85086,AZ,6.72,32592.0,11/07/2012,,
85361,AZ,6.24,31044.0,11/07/2012,,
85365,AZ,7.92,39402.0,11/07/2012,,
85383,AZ,7.26,36118.5,11/07/2012,,
85383,AZ,7.92,39402.0,11/07/2012,,
85383,AZ,7.26,36118.5,11/07/2012,,
85383,AZ,7.92,39402.0,11/07/2012,,
85383,AZ,4.84,24079.0,11/07/2012,,
85383,AZ,6.16,30646.0,11/07/2012,,
85383,AZ,7.26,36118.5,11/07/2012,,
86004,AZ,2.115,12605.4,11/07/2012,,
86001,AZ,11.75,70030.0,11/07/2012,,
85259,AZ,714.0,4340512.0,11/07/2012,,
85260,AZ,321.3,2289865.0,11/07/2012,,
85255,AZ,402.864,2889151.0,11/07/2012,,
85255,AZ,397.632,2889151.0,11/07/2012,,
85259,AZ,127.5,982801.0,11/07/2012,,
85259,AZ,357.0,2783131.0,11/07/2012,,
85308,AZ,6.24,31044.0,11/06/2012,,
85301,AZ,10.29,30125.0,11/06/2012,,
85338,AZ,3.8,11280.0,11/06/2012,,
85338,AZ,3.8,11280.0,11/06/2012,,
85374,AZ,8.085,27318.0,11/06/2012,,
85085,AZ,13.0,45500.0,11/06/2012,,
85395,AZ,4.18,14745.0,11/06/2012,,
85365,AZ,7.92,34249.0,11/06/2012,,
85326,AZ,2.34,10287.0,11/06/2012,,
85387,AZ,9.81,44200.0,11/06/2012,,
85396,AZ,2.76,12954.0,11/06/2012,,
85020,AZ,4.32,21000.0,11/06/2012,,
86326,AZ,20.928,103500.0,11/06/2012,,
85145,AZ,4.32,21492.0,11/06/2012,,
85086,AZ,5.28,26268.0,11/06/2012,,
86322,AZ,3.36,16716.0,11/06/2012,,
85086,AZ,6.72,33432.0,11/06/2012,,
85122,AZ,8.64,42984.0,11/06/2012,,
85308,AZ,5.76,28656.0,11/06/2012,,
85027,AZ,11.52,57312.0,11/06/2012,,
85128,AZ,7.92,39402.0,11/06/2012,,
85022,AZ,7.92,39402.0,11/06/2012,,
86326,AZ,4.8,23880.0,11/06/2012,,
85083,AZ,4.56,22686.0,11/06/2012,,
85306,AZ,5.04,25074.0,11/06/2012,,
86325,AZ,5.04,25074.0,11/06/2012,,
85083,AZ,9.36,46566.0,11/06/2012,,
85083,AZ,9.36,46566.0,11/06/2012,,
85086,AZ,5.76,28656.0,11/06/2012,,
86326,AZ,5.76,28656.0,11/06/2012,,
85364,AZ,4.8,25008.0,11/06/2012,,
85351,AZ,3.92,20350.0,11/05/2012,,
85387,AZ,11.772,64839.0,11/05/2012,,
85374,AZ,11.445,33305.0,11/05/2012,,
86314,AZ,3.88,14504.0,11/05/2012,,
85395,AZ,4.86,18331.4,11/05/2012,,
85308,AZ,8.085,32057.0,11/05/2012,,
85396,AZ,6.86,28126.0,11/05/2012,,
85396,AZ,1.84,7920.0,11/05/2012,,
85374,AZ,6.867,30008.0,11/05/2012,,
85364,AZ,7.194,32373.0,11/05/2012,,
85364,AZ,7.194,32373.0,11/05/2012,,
85022,AZ,11.772,54151.0,11/05/2012,,
85365,AZ,4.905,22563.0,11/05/2012,,
85367,AZ,6.54,30084.0,11/05/2012,,
85374,AZ,7.848,36101.0,11/05/2012,,
85387,AZ,9.156,42850.0,11/05/2012,,
85396,AZ,7.848,37200.0,11/05/2012,,
85306,AZ,7.848,37605.0,11/05/2012,,
85396,AZ,13.08,62924.0,11/05/2012,,
85382,AZ,4.8,23280.0,11/05/2012,,
85396,AZ,5.232,25375.2,11/05/2012,,
85023,AZ,7.848,38062.8,11/05/2012,,
85364,AZ,11.772,58271.0,11/05/2012,,
85374,AZ,7.848,38848.0,11/05/2012,,
85375,AZ,7.92,39402.0,11/05/2012,,
86305,AZ,7.92,39402.0,11/05/2012,,
85326,AZ,2.4,16200.0,11/05/2012,,
85326,AZ,2.4,16200.0,11/05/2012,,
85338,AZ,3.04,9740.0,11/02/2012,,
85365,AZ,10.71,35333.1,11/02/2012,,
85396,AZ,1.84,7920.0,11/02/2012,,
85021,AZ,5.28,26268.0,11/02/2012,,
85383,AZ,5.72,28457.0,11/02/2012,,
85383,AZ,7.44,37014.0,11/02/2012,,
85338,AZ,3.36,16716.0,11/02/2012,,
85338,AZ,3.36,16716.0,11/02/2012,,
85338,AZ,3.36,16716.0,11/02/2012,,
85338,AZ,3.36,16716.0,11/02/2012,,
85338,AZ,9.81,51503.0,11/02/2012,,
85013,AZ,6.58,39216.8,11/02/2012,,
85083,AZ,8.58,28000.0,11/01/2012,,
85083,AZ,8.82,25565.0,11/01/2012,,
85053,AZ,7.14,21938.0,11/01/2012,,
85388,AZ,11.0,44000.0,11/01/2012,,
85396,AZ,1.84,7920.0,11/01/2012,,
85022,AZ,14.715,67689.0,11/01/2012,,
85374,AZ,9.156,42815.0,11/01/2012,,
85396,AZ,2.76,12954.0,11/01/2012,,
85024,AZ,13.734,65992.55,11/01/2012,,
85387,AZ,10.56,51216.0,11/01/2012,,
85396,AZ,6.867,33305.0,11/01/2012,,
85396,AZ,7.848,38315.0,11/01/2012,,
85387,AZ,7.848,38639.0,11/01/2012,,
85374,AZ,9.81,48560.0,11/01/2012,,
85396,AZ,7.848,38848.0,11/01/2012,,
86315,AZ,5.76,28656.0,11/01/2012,,
85396,AZ,6.72,33432.0,11/01/2012,,
85383,AZ,3.36,16716.0,11/01/2012,,
85383,AZ,7.92,39402.0,11/01/2012,,
85383,AZ,7.26,36118.5,11/01/2012,,
85383,AZ,7.26,36118.5,11/01/2012,,
85383,AZ,7.92,39402.0,11/01/2012,,
85396,AZ,7.848,39240.0,11/01/2012,,
85615,AZ,2.94,19000.0,11/01/2012,,
85340,AZ,10.56,52536.0,10/31/2012,,
85326,AZ,6.48,32238.0,10/31/2012,,
85351,AZ,6.867,30900.0,10/31/2012,,
85381,AZ,5.875,30464.58,10/31/2012,,
85382,AZ,6.867,34678.0,10/31/2012,,
85351,AZ,7.848,35159.0,10/31/2012,,
85388,AZ,11.772,53000.0,10/31/2012,,
85306,AZ,25.506,119878.0,10/31/2012,,
85351,AZ,7.848,36964.0,10/31/2012,,
85361,AZ,7.92,37927.0,10/31/2012,,
85382,AZ,5.28,25608.0,10/31/2012,,
85374,AZ,7.848,38589.0,10/31/2012,,
85387,AZ,7.848,38639.0,10/31/2012,,
85374,AZ,8.64,42984.0,10/31/2012,,
85007,AZ,6.24,31044.0,10/31/2012,,
85388,AZ,6.72,33432.0,10/31/2012,,
85375,AZ,5.28,26268.0,10/31/2012,,
85375,AZ,7.92,39402.0,10/31/2012,,
85379,AZ,7.92,39402.0,10/31/2012,,
85006,AZ,2.88,14328.0,10/31/2012,,
85387,AZ,8.64,42984.0,10/31/2012,,
85379,AZ,8.64,42984.0,10/31/2012,,
85388,AZ,7.92,39402.0,10/31/2012,,
85374,AZ,6.72,33432.0,10/31/2012,,
85375,AZ,6.72,33432.0,10/31/2012,,
85375,AZ,4.8,23880.0,10/31/2012,,
85388,AZ,3.36,16716.0,10/31/2012,,
85374,AZ,4.578,23260.15,10/31/2012,,
86326,AZ,6.54,33681.0,10/31/2012,,
85375,AZ,6.24,32510.4,10/31/2012,,
85083,AZ,100.8,893000.0,10/31/2012,,
85083,AZ,100.8,893000.0,10/31/2012,,
86314,AZ,265.44,,10/31/2012,,
85937,AZ,9.405,24336.0,10/30/2012,,
85367,AZ,2.94,8471.48,10/30/2012,,
85367,AZ,2.94,8471.48,10/30/2012,,
85087,AZ,15.36,46774.0,10/30/2012,,
85338,AZ,3.04,9740.0,10/30/2012,,
85326,AZ,9.8,33857.88,10/30/2012,,
85374,AZ,4.8,17500.0,10/30/2012,,
85351,AZ,6.54,32373.0,10/30/2012,,
86326,AZ,3.6,17910.0,10/30/2012,,
85338,AZ,3.36,16716.0,10/30/2012,,
85338,AZ,3.08,15323.0,10/30/2012,,
86322,AZ,6.72,33432.0,10/30/2012,,
85395,AZ,10.464,48134.0,10/29/2012,,
85326,AZ,6.867,32300.0,10/29/2012,,
85308,AZ,3.84,19104.0,10/29/2012,,
85086,AZ,5.76,28656.0,10/29/2012,,
85395,AZ,8.64,42984.0,10/29/2012,,
85383,AZ,5.76,28656.0,10/29/2012,,
85383,AZ,5.28,26268.0,10/29/2012,,
85342,AZ,5.28,26268.0,10/29/2012,,
85395,AZ,8.64,42984.0,10/29/2012,,
85086,AZ,5.28,26268.0,10/29/2012,,
85086,AZ,6.72,33432.0,10/29/2012,,
85395,AZ,6.24,31044.0,10/29/2012,,
85087,AZ,6.72,33432.0,10/29/2012,,
85086,AZ,7.92,39402.0,10/29/2012,,
85086,AZ,5.28,26268.0,10/29/2012,,
85326,AZ,7.8,38805.0,10/29/2012,,
85083,AZ,7.92,39402.0,10/29/2012,,
85086,AZ,13.44,66864.0,10/29/2012,,
85308,AZ,7.04,35024.0,10/29/2012,,
85383,AZ,5.72,28457.0,10/29/2012,,
85395,AZ,12.426,62751.3,10/29/2012,,
86004,AZ,3.36,17505.6,10/29/2012,,
85310,AZ,6.72,35011.2,10/29/2012,,
85383,AZ,6.72,35011.2,10/29/2012,,
85387,AZ,2.4,18740.0,10/29/2012,,
85382,AZ,9.156,44620.0,10/26/2012,,
85395,AZ,15.36,40000.0,10/26/2012,,
85378,AZ,5.28,14000.0,10/26/2012,,
85395,AZ,5.13,13923.0,10/26/2012,,
85379,AZ,10.29,30743.0,10/26/2012,,
85365,AZ,5.17,21900.0,10/26/2012,,
85260,AZ,10.464,48088.0,10/26/2012,,
85388,AZ,6.867,33305.0,10/26/2012,,
85351,AZ,6.867,33932.0,10/26/2012,,
85387,AZ,6.54,32373.0,10/26/2012,,
85378,AZ,7.848,38848.0,10/26/2012,,
85379,AZ,9.81,48560.0,10/26/2012,,
85050,AZ,7.92,39402.0,10/26/2012,,
85392,AZ,7.2,35820.0,10/26/2012,,
85383,AZ,3.36,16716.0,10/26/2012,,
85383,AZ,6.16,30646.0,10/26/2012,,
85383,AZ,9.68,48158.0,10/26/2012,,
85383,AZ,7.92,39402.0,10/26/2012,,
85383,AZ,8.58,42685.5,10/26/2012,,
85383,AZ,7.26,36118.5,10/26/2012,,
85383,AZ,6.16,30646.0,10/26/2012,,
85388,AZ,9.156,45780.0,10/26/2012,,
86303,AZ,5.04,26258.4,10/26/2012,,
85383,AZ,5.72,30646.0,10/26/2012,,
85379,AZ,5.88,31693.0,10/26/2012,,
85364,AZ,39.2,221540.0,10/26/2012,,
86314,AZ,6.37,37965.2,10/26/2012,,
85383,AZ,6.815,40617.4,10/26/2012,,
85308,AZ,3.76,22409.6,10/26/2012,,
85374,AZ,4.32,27495.0,10/26/2012,,
85388,AZ,3.84,19104.0,10/25/2012,,
85374,AZ,9.6,34080.0,10/25/2012,,
85374,AZ,11.772,55092.96,10/25/2012,,
85374,AZ,6.867,33648.0,10/25/2012,,
86001,AZ,6.76,27351.0,10/25/2012,,
85354,AZ,10.29,30743.0,10/25/2012,,
85378,AZ,7.2,23354.0,10/25/2012,,
85395,AZ,6.24,22680.0,10/25/2012,,
86327,AZ,4.41,16758.0,10/25/2012,,
85395,AZ,2.34,9607.0,10/25/2012,,
85395,AZ,2.34,9607.0,10/25/2012,,
85395,AZ,2.34,9607.0,10/25/2012,,
85395,AZ,2.34,9607.0,10/25/2012,,
85387,AZ,7.848,33648.0,10/25/2012,,
85326,AZ,2.34,10287.0,10/25/2012,,
85387,AZ,6.0,29850.0,10/25/2012,,
86326,AZ,6.72,33432.0,10/25/2012,,
85375,AZ,6.72,33432.0,10/25/2012,,
86326,AZ,6.24,31044.0,10/25/2012,,
85022,AZ,5.76,28656.0,10/25/2012,,
85375,AZ,8.64,42984.0,10/25/2012,,
85387,AZ,7.92,39402.0,10/25/2012,,
85388,AZ,11.52,57312.0,10/25/2012,,
85388,AZ,6.72,33432.0,10/25/2012,,
85375,AZ,5.76,28656.0,10/25/2012,,
85375,AZ,8.64,42984.0,10/25/2012,,
85006,AZ,4.32,21492.0,10/25/2012,,
85340,AZ,3.36,16716.0,10/25/2012,,
86336,AZ,7.92,41263.2,10/25/2012,,
85122,AZ,6.72,35011.2,10/25/2012,,
85355,AZ,7.92,41263.2,10/25/2012,,
85375,AZ,4.62,24070.2,10/25/2012,,
85375,AZ,8.64,45014.4,10/25/2012,,
85375,AZ,5.76,30009.6,10/25/2012,,
85379,AZ,9.36,48765.6,10/25/2012,,
85375,AZ,7.92,41263.2,10/25/2012,,
86326,AZ,5.76,30009.6,10/25/2012,,
85379,AZ,7.92,41263.2,10/25/2012,,
85387,AZ,6.72,35011.2,10/25/2012,,
85375,AZ,5.76,30009.6,10/25/2012,,
85901,AZ,449.79,3700163.0,10/25/2012,,
85392,AZ,9.6,47760.0,10/24/2012,,
85381,AZ,5.232,25636.8,10/24/2012,,
85351,AZ,3.924,25000.0,10/24/2012,,
85083,AZ,6.58,19900.0,10/24/2012,,
85027,AZ,6.24,19210.0,10/24/2012,,
85086,AZ,4.56,15482.5,10/24/2012,,
86314,AZ,6.37,23910.0,10/24/2012,,
85006,AZ,5.2,20540.0,10/24/2012,,
86314,AZ,5.88,23520.0,10/24/2012,,
85396,AZ,2.76,12954.0,10/24/2012,,
85014,AZ,5.232,25230.0,10/24/2012,,
85396,AZ,5.232,25270.0,10/24/2012,,
85308,AZ,10.464,51796.0,10/24/2012,,
85374,AZ,7.848,38848.0,10/24/2012,,
85266,AZ,10.56,52536.0,10/24/2012,,
85326,AZ,7.92,39402.0,10/24/2012,,
85395,AZ,8.64,42984.0,10/24/2012,,
85326,AZ,6.48,32238.0,10/24/2012,,
85396,AZ,9.36,46566.0,10/24/2012,,
85392,AZ,6.72,33432.0,10/24/2012,,
85338,AZ,7.92,39402.0,10/24/2012,,
85326,AZ,11.52,57312.0,10/24/2012,,
85396,AZ,5.28,26268.0,10/24/2012,,
85340,AZ,1.92,9552.0,10/24/2012,,
85340,AZ,1.92,9552.0,10/24/2012,,
85340,AZ,1.92,9552.0,10/24/2012,,
86314,AZ,2.16,11253.6,10/24/2012,,
85326,AZ,5.2,27092.0,10/24/2012,,
85326,AZ,6.72,35521.4,10/24/2012,,
86333,AZ,6.86,40885.6,10/24/2012,,
85554,AZ,55.44,,10/24/2012,,
85554,AZ,47.52,,10/24/2012,,
85367,AZ,2.94,8471.48,10/23/2012,,
85351,AZ,6.48,22204.2,10/23/2012,,
86335,AZ,4.59,19500.0,10/23/2012,,
85374,AZ,6.54,28711.0,10/23/2012,,
85374,AZ,10.464,48134.4,10/23/2012,,
85374,AZ,5.886,28547.0,10/23/2012,,
85022,AZ,6.72,32599.0,10/23/2012,,
85374,AZ,10.464,51000.0,10/23/2012,,
85374,AZ,11.445,56034.0,10/23/2012,,
85395,AZ,5.76,28656.0,10/23/2012,,
86325,AZ,9.156,45780.0,10/23/2012,,
85374,AZ,6.867,34421.0,10/23/2012,,
85374,AZ,13.08,66054.0,10/23/2012,,
86351,AZ,6.72,35011.2,10/23/2012,,
86351,AZ,6.72,35011.2,10/23/2012,,
85374,AZ,11.772,62360.0,10/23/2012,,
86325,AZ,5.886,34000.0,10/23/2012,,
86314,AZ,6.815,40617.4,10/23/2012,,
86314,AZ,231.84,,10/23/2012,,
86314,AZ,235.2,,10/23/2012,,
85395,AZ,5.28,14488.0,10/22/2012,,
85083,AZ,13.72,39070.0,10/22/2012,,
85310,AZ,5.88,22538.0,10/22/2012,,
85027,AZ,14.715,60331.5,10/22/2012,,
85122,AZ,14.715,67689.0,10/22/2012,,
85086,AZ,9.156,43000.0,10/22/2012,,
85361,AZ,7.2,34000.0,10/22/2012,,
85254,AZ,10.464,51273.6,10/22/2012,,
85388,AZ,14.16,70446.0,10/22/2012,,
85375,AZ,6.0,31260.0,10/22/2012,,
85382,AZ,14.04,73148.4,10/22/2012,,
85383,AZ,9.36,48765.6,10/22/2012,,
85266,AZ,12.495,65350.0,10/22/2012,,
85028,AZ,15.98,85029.54,10/22/2012,,
85020,AZ,28.08,170421.0,10/22/2012,,
85373,AZ,5.39,21607.0,10/19/2012,,
85395,AZ,4.18,12090.0,10/19/2012,,
85395,AZ,3.8,11280.0,10/19/2012,,
85395,AZ,9.0,29317.0,10/19/2012,,
85260,AZ,5.39,18172.0,10/19/2012,,
85382,AZ,8.16,29495.0,10/19/2012,,
85340,AZ,13.52,50000.0,10/19/2012,,
85367,AZ,11.445,49785.0,10/19/2012,,
85395,AZ,11.445,53010.0,10/19/2012,,
85395,AZ,13.734,65237.0,10/19/2012,,
85338,AZ,5.886,28547.1,10/19/2012,,
86327,AZ,7.848,38200.0,10/19/2012,,
85379,AZ,11.772,57682.8,10/19/2012,,
85395,AZ,7.848,38848.0,10/19/2012,,
85338,AZ,14.388,71368.0,10/19/2012,,
85382,AZ,10.56,52536.0,10/19/2012,,
85388,AZ,6.72,33432.0,10/19/2012,,
85053,AZ,6.867,34678.0,10/19/2012,,
85032,AZ,6.24,32510.4,10/19/2012,,
85255,AZ,8.64,45014.4,10/19/2012,,
85373,AZ,6.72,35011.2,10/19/2012,,
85351,AZ,5.76,30009.6,10/19/2012,,
85260,AZ,8.64,45014.4,10/19/2012,,
85351,AZ,5.28,27508.8,10/19/2012,,
85382,AZ,7.92,41263.2,10/19/2012,,
85132,AZ,5.76,30009.6,10/19/2012,,
85373,AZ,12.48,65020.8,10/19/2012,,
85253,AZ,6.72,35011.2,10/19/2012,,
85382,AZ,9.81,52355.8,10/19/2012,,
85032,AZ,6.24,62510.4,10/19/2012,,
85254,AZ,13.08,64092.0,10/18/2012,,
85387,AZ,9.0,29261.0,10/18/2012,,
85028,AZ,7.2,24580.0,10/18/2012,,
85254,AZ,9.0,31609.0,10/18/2012,,
85374,AZ,5.232,20928.0,10/18/2012,,
85374,AZ,5.886,23544.0,10/18/2012,,
85326,AZ,3.22,13230.5,10/18/2012,,
86336,AZ,7.0,29560.0,10/18/2012,,
85396,AZ,7.848,34845.0,10/18/2012,,
85326,AZ,10.791,49100.0,10/18/2012,,
85387,AZ,11.772,54000.0,10/18/2012,,
85396,AZ,2.76,12954.0,10/18/2012,,
85396,AZ,1.8,8510.0,10/18/2012,,
85326,AZ,7.848,37670.0,10/18/2012,,
85396,AZ,5.232,25375.0,10/18/2012,,
85379,AZ,10.56,52536.0,10/18/2012,,
85387,AZ,6.48,32238.0,10/18/2012,,
85053,AZ,9.87,49103.25,10/18/2012,,
85383,AZ,9.36,46566.0,10/18/2012,,
85383,AZ,7.92,39402.0,10/18/2012,,
85383,AZ,7.26,36118.5,10/18/2012,,
85383,AZ,8.58,42685.5,10/18/2012,,
85383,AZ,8.58,42685.5,10/18/2012,,
85383,AZ,7.92,39402.0,10/18/2012,,
85383,AZ,7.26,36118.5,10/18/2012,,
85383,AZ,8.58,42685.5,10/18/2012,,
85383,AZ,6.6,32835.0,10/18/2012,,
85383,AZ,5.72,28457.0,10/18/2012,,
85383,AZ,8.58,42685.5,10/18/2012,,
85383,AZ,7.26,36118.5,10/18/2012,,
85383,AZ,7.26,36118.5,10/18/2012,,
85396,AZ,9.81,48900.0,10/18/2012,,
85382,AZ,6.54,33681.0,10/18/2012,,
86314,AZ,7.92,41263.2,10/18/2012,,
86314,AZ,6.72,35011.2,10/18/2012,,
85375,AZ,10.56,55017.6,10/18/2012,,
85123,AZ,7.92,41263.2,10/18/2012,,
86322,AZ,12.96,67521.6,10/18/2012,,
85375,AZ,5.76,30009.6,10/18/2012,,
85388,AZ,7.92,41263.2,10/18/2012,,
85375,AZ,6.24,32510.4,10/18/2012,,
85383,AZ,9.36,48765.6,10/18/2012,,
85374,AZ,6.72,35011.2,10/18/2012,,
86314,AZ,4.8,25008.0,10/18/2012,,
85379,AZ,9.36,48765.6,10/18/2012,,
85375,AZ,6.24,32510.4,10/18/2012,,
85374,AZ,4.8,25008.0,10/18/2012,,
85383,AZ,9.36,48765.6,10/18/2012,,
85374,AZ,7.92,41263.2,10/18/2012,,
85388,AZ,7.92,41263.2,10/18/2012,,
86351,AZ,4.23,25210.8,10/18/2012,,
86336,AZ,7.84,46726.4,10/18/2012,,
85234,AZ,4.32,33000.0,10/18/2012,,
85379,AZ,6.867,33648.3,10/17/2012,,
85374,AZ,7.848,39632.0,10/17/2012,,
85374,AZ,4.0,22000.0,10/17/2012,,
85501,AZ,5.28,14700.0,10/17/2012,,
85374,AZ,8.28,33290.0,10/17/2012,,
85354,AZ,10.29,32715.0,10/17/2012,,
85020,AZ,10.92,41000.0,10/17/2012,,
85086,AZ,11.76,44688.0,10/17/2012,,
85387,AZ,12.426,57408.0,10/17/2012,,
85374,AZ,10.464,48657.0,10/17/2012,,
85396,AZ,1.8,8510.0,10/17/2012,,
85379,AZ,6.24,29630.0,10/17/2012,,
85340,AZ,10.464,50000.0,10/17/2012,,
85365,AZ,7.848,37885.0,10/17/2012,,
85364,AZ,6.72,32445.0,10/17/2012,,
85379,AZ,5.886,28547.1,10/17/2012,,
85374,AZ,11.772,58271.0,10/17/2012,,
85374,AZ,9.156,45322.0,10/17/2012,,
85395,AZ,14.715,72839.0,10/17/2012,,
85395,AZ,15.696,77695.0,10/17/2012,,
85395,AZ,15.696,77695.0,10/17/2012,,
85374,AZ,7.848,38848.0,10/17/2012,,
85388,AZ,7.848,38848.0,10/17/2012,,
85086,AZ,8.64,42984.0,10/17/2012,,
85053,AZ,5.28,26268.0,10/17/2012,,
85024,AZ,10.56,52536.0,10/17/2012,,
85086,AZ,5.28,26268.0,10/17/2012,,
85083,AZ,12.48,62088.0,10/17/2012,,
85013,AZ,9.36,46566.0,10/17/2012,,
85086,AZ,7.04,35024.0,10/17/2012,,
85387,AZ,9.156,46237.8,10/17/2012,,
85086,AZ,4.8,25008.0,10/17/2012,,
85086,AZ,9.36,48765.6,10/17/2012,,
85086,AZ,9.36,48765.6,10/17/2012,,
85022,AZ,11.52,60019.2,10/17/2012,,
85087,AZ,9.36,48765.6,10/17/2012,,
85003,AZ,4.32,22507.2,10/17/2012,,
