Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NV
89511,NV,6.6,44401.29922,08/24/2009,,
89801,NV,20.4,118234.2717,03/19/2007,,
89436,NV,3.36,24362.39978,12/31/2012,,
89081,NV,7.194,30976.62656,11/14/2014,,
89406,NV,3.42,32328.36146,11/23/2005,,
89074,NV,3.315,12898.36324,11/18/2014,,
89502,NV,4.34,15638.64477,11/10/2014,,
89521,NV,26.84,89535.87684,06/20/2014,,
89821,NV,59.8,312697.9984,09/10/2010,,
89147,NV,3,14208.1682,10/15/2014,,
89117,NV,6.12,29142.01303,11/26/2014,,
89410,NV,16.56,69171.22757,05/25/2012,,
89120,NV,19.035,78319.72726,11/20/2012,,
89178,NV,4.59,18147.4882,12/31/2014,,
89081,NV,5.25,23669.29194,03/14/2014,,
89509,NV,4.95,17555.91983,05/09/2014,,
89081,NV,4.75,21415.07366,03/17/2014,,
89501,NV,93.06,431826.7727,09/30/2011,,
89460,NV,9.936,89134.4334,11/20/2008,,
89121,NV,5.865,28087.01872,12/31/2014,,
89011,NV,3.825,14996.26761,12/05/2014,,
89102,NV,4.5,26356.32151,10/22/2014,,
89501,NV,35.67,343433.7765,12/29/2009,,
89129,NV,2.04,11351.60674,12/03/2014,,
89423,NV,6.228,56699.73333,05/30/2006,,
89129,NV,5.355,25644.66927,12/28/2014,,
89031,NV,7.25,41335.13354,11/05/2014,,
89701,NV,122.98,605605.2306,11/09/2010,,
89130,NV,9,42624.5046,10/06/2014,,
89002,NV,11.55,34702.03022,12/01/2014,,
89147,NV,3.025,13005.05043,10/15/2014,,
89121,NV,4.845,20894.06013,12/31/2014,,
89134,NV,36.6,136329.2479,09/22/2014,,
89434,NV,4.08,42235.34722,11/16/2006,,
89123,NV,8.5,40705.82423,12/29/2014,,
89135,NV,10.5,47018.81463,05/12/2014,,
89032,NV,7.395,42777.97897,11/19/2014,,
89107,NV,6.5,23290.86685,10/13/2014,,
89408,NV,3.5,12551.25003,02/14/2014,,
89086,NV,5.94,24687.31541,10/22/2014,,
89129,NV,10,57842.93836,10/29/2014,,
89440,NV,54.99,313768.2756,11/22/2010,,
89436,NV,4.16,67384.41702,04/27/2007,,
89509,NV,4.008,42453.1931,05/15/2008,,
89032,NV,6.12,36089.87194,11/25/2014,,
89121,NV,4.59,21981.14509,12/29/2014,,
89084,NV,6.76,17169.54023,12/19/2014,,
89118,NV,18.4,103007.3552,06/21/2011,,
89801,NV,4.25,19143.01529,08/29/2013,,
89511,NV,5,19397.93437,11/07/2014,,
89130,NV,12.2,44078.55526,10/24/2013,,
89801,NV,57.97,186336.2423,09/18/2013,,
89118,NV,16.8,105174.7277,09/02/2011,,
89044,NV,58.5,252446.4849,06/28/2013,,
89410,NV,5.824,49091.40553,09/28/2009,,
89178,NV,5.5,26339.06274,12/22/2014,,
89129,NV,11,52678.12548,12/02/2014,,
89145,NV,4.845,21716.49422,12/15/2014,,
89511,NV,5.59,38719.79698,10/30/2008,,
89081,NV,8.16,39077.59126,12/21/2014,,
89502,NV,5.94,50105.76158,07/12/2007,,
89183,NV,4.59,26994.42612,11/11/2014,,
89123,NV,6.75,32141.92614,11/26/2014,,
89129,NV,50.1,139056.0663,06/17/2014,,
89502,NV,56.4,419681.4119,05/05/2011,,
89129,NV,18.7,60923.54861,11/04/2014,,
89084,NV,7.5,14145.60241,10/29/2014,,
89129,NV,5.865,34607.63792,10/15/2014,,
89129,NV,5.1,30431.37174,12/18/2014,,
89032,NV,5.355,31655.55945,10/14/2014,,
89130,NV,5.46,14226.62256,12/16/2014,,
89141,NV,4.335,20759.97036,12/30/2014,,
89103,NV,4.59,17535.42384,12/02/2014,,
89410,NV,14.72,103166.4964,02/28/2012,,
89031,NV,9.81,47675.4679,12/30/2014,,
89178,NV,3.57,17096.44618,12/01/2014,,
89502,NV,6.048,50130.07638,11/16/2009,,
89121,NV,5.5,29229.69703,03/14/2014,,
89702,NV,347.76,1656100.99,07/22/2011,,
89123,NV,7.5,28590.60043,11/24/2014,,
89701,NV,3,10501.64564,01/17/2014,,
89418,NV,15.75,52495.90977,06/11/2014,,
89031,NV,12.24,58284.02607,11/05/2014,,
89506,NV,592.2,2702622.182,09/16/2011,,
89123,NV,6.75,32325.21336,12/01/2014,,
89134,NV,360.75,1106475.657,10/09/2013,,
89147,NV,4.335,20759.97036,12/14/2014,,
89129,NV,15.675,47396.12089,11/26/2014,,
89014,NV,7,41302.19214,11/04/2014,,
89117,NV,5.865,21156.33167,12/22/2014,,
89419,NV,1.8,6510.684483,06/13/2014,,
89149,NV,5.886,28556.08088,12/08/2014,,
89436,NV,4.008,26120.03174,11/17/2005,,
89501,NV,35.465,343433.7765,12/29/2009,,
89445,NV,3.06,25101.31467,02/11/2009,,
89512,NV,31.98,183034.6909,08/25/2010,,
89704,NV,2.66,24526.7027,03/05/2006,,
89015,NV,7.395,42995.04536,11/05/2014,,
89511,NV,4.76,17458.95595,06/18/2014,,
89121,NV,316.8,804249.6097,05/14/2014,,
89502,NV,9.952,91398.51908,08/02/2011,,
89129,NV,2,9577.840996,12/31/2014,,
89445,NV,3.76,25353.57846,09/29/2011,,
89085,NV,5.1,30071.75051,11/05/2014,,
89149,NV,13,61132.12134,05/28/2014,,
89118,NV,43.12,269948.4678,09/02/2011,,
89143,NV,7.14,33815.44031,10/21/2014,,
89801,NV,83.72,368414.664,05/04/2011,,
89031,NV,5,23944.60249,12/11/2014,,
89406,NV,1.98,24419.41463,12/21/2005,,
89129,NV,7.905,46333.19428,11/04/2014,,
89301,NV,5.95,63439.16224,06/18/2005,,
89178,NV,1.785,8548.223089,12/18/2014,,
89509,NV,11.88,56136.61183,05/22/2010,,
89031,NV,5.1,30384.65373,11/13/2014,,
89503,NV,5.94,25748.53808,05/18/2009,,
89410,NV,23.52,142740.5746,12/23/2009,,
89509,NV,3.4,38690.13643,03/28/2007,,
89110,NV,3.57,17096.44618,12/14/2014,,
89183,NV,58.08,253177.9933,05/21/2012,,
89134,NV,5.865,27927.76249,11/26/2014,,
89511,NV,6.815,29193.37861,10/30/2013,,
89511,NV,2.97,27754.95733,07/06/2007,,
89406,NV,6.08,58575.11111,05/21/2005,,
89509,NV,6.75,63347.37753,02/06/2009,,
89103,NV,2.595,20195.91447,09/17/2010,,
89119,NV,56.7,168450.4181,11/21/2013,,
89084,NV,57,268609.5537,07/16/2012,,
89052,NV,2.805,11904.41709,11/21/2014,,
89706,NV,3.42,32133.22044,09/21/2005,,
89119,NV,119.392,670509.6387,05/24/2011,,
89085,NV,8.925,42741.11545,12/10/2014,,
89147,NV,4.59,26683.85867,11/26/2014,,
89178,NV,7.8,27066.88517,11/11/2014,,
89081,NV,7.395,43642.57548,11/04/2014,,
89149,NV,3.825,18213.75815,11/26/2014,,
89002,NV,4.335,20759.97036,12/08/2014,,
89154,NV,57.24,162071.9708,04/17/2014,,
89081,NV,9.88,24802.77704,12/29/2014,,
89031,NV,3,14366.76149,12/30/2014,,
89134,NV,3.06,14654.09672,12/29/2014,,
89503,NV,3.78,16409.03955,03/19/2012,,
89031,NV,7.56,33661.89239,10/20/2014,,
89447,NV,17.64,85485.78825,05/23/2011,,
89032,NV,10.455,50068.16381,12/12/2014,,
89521,NV,5.52,38754.11276,12/01/2010,,
89460,NV,33.605,147201.8394,09/06/2011,,
89501,NV,35.26,343433.7765,12/29/2009,,
89511,NV,2.38,27865.77569,06/15/2006,,
89129,NV,5.1,14302.90967,06/06/2014,,
89436,NV,5.6,24758.68862,06/15/2006,,
89135,NV,6.12,29308.19345,12/29/2014,,
89512,NV,6.12,60265.10225,08/07/2008,,
89501,NV,35.26,343433.7765,12/29/2009,,
89130,NV,12.2,44078.55526,10/24/2013,,
89117,NV,8.8,27917.80418,10/01/2014,,
89703,NV,2.16,13914.82126,07/21/2008,,
89703,NV,4.62,38821.38803,10/08/2009,,
89118,NV,6.25,23577.11946,03/01/2014,,
89120,NV,4.75,22747.37237,12/11/2014,,
89123,NV,6.12,20699.58963,12/29/2014,,
89032,NV,7.65,45924.34397,11/04/2014,,
89032,NV,9,39445.87944,01/02/2014,,
89519,NV,5.6,63722.89801,01/07/2008,,
89032,NV,3.825,18317.62091,12/22/2014,,
89121,NV,9.18,43962.29017,12/10/2014,,
89511,NV,5.94,39534.35997,01/22/2007,,
89130,NV,6.76,17744.21069,12/17/2014,,
89148,NV,13.005,62279.91108,12/29/2014,,
89122,NV,4.08,19538.79563,12/30/2014,,
89145,NV,48.07,405453.9628,08/31/2011,,
89148,NV,4.335,20759.97036,12/03/2014,,
89052,NV,2.45,9310.911609,01/15/2014,,
89502,NV,22.56,105423.0569,09/30/2011,,
89183,NV,61.1,262452.14,05/09/2011,,
89110,NV,5.4,34099.60368,10/10/2014,,
89123,NV,8.16,39077.59126,12/29/2014,,
89147,NV,5.75,20568.45834,07/30/2014,,
89441,NV,46.8,216355.9239,02/10/2011,,
89511,NV,6.048,50042.36248,08/07/2009,,
89012,NV,5.61,26865.84399,12/04/2014,,
89502,NV,61.44,241793.0765,04/06/2012,,
89141,NV,7.65,23630.42711,10/10/2014,,
89147,NV,5.75,20204.72805,11/10/2014,,
89147,NV,12.24,66874.71864,04/03/2007,,
89110,NV,6.1,20722.18674,11/12/2014,,
89081,NV,5.775,19516.36975,10/28/2014,,
89081,NV,5.355,21258.53211,11/20/2014,,
89074,NV,8.25,28344.94667,09/25/2014,,
89002,NV,7,32826.08252,02/26/2014,,
89103,NV,7.5,26556.74186,12/18/2014,,
89110,NV,13.5,57058.72749,12/15/2014,,
89178,NV,3.825,22367.27192,11/04/2014,,
89183,NV,3.06,10797.75548,12/03/2014,,
89044,NV,58.52,363963.6239,06/04/2012,,
89445,NV,115.62,572851.0652,08/05/2011,,
89052,NV,4.335,26252.46265,11/26/2014,,
89115,NV,2.55,12211.74727,12/23/2014,,
89501,NV,5.64,13488.43691,03/30/2012,,
89031,NV,4.08,28228.50566,11/12/2014,,
89135,NV,6.12,29308.19345,12/21/2014,,
89706,NV,56.4,247374.0113,03/01/2012,,
89123,NV,4.59,18022.43185,12/22/2014,,
89444,NV,3.46,29245.23329,04/29/2007,,
89502,NV,24,167533.1833,03/29/2013,,
89122,NV,59.84,277630.8259,11/15/2010,,
89129,NV,8.25,39072.46255,10/29/2014,,
89445,NV,115.92,827116.3226,07/19/2011,,
89523,NV,5.04,38583.63883,01/11/2012,,
89523,NV,4.928,33044.0326,03/20/2013,,
89149,NV,6.63,31750.5429,12/10/2014,,
89511,NV,6.012,63164.84708,12/28/2004,,
89149,NV,9,43100.28448,12/10/2014,,
89502,NV,57.68,383921.6091,01/19/2011,,
89704,NV,3.57,13740.1597,06/02/2014,,
89143,NV,3.315,15875.27145,12/30/2014,,
89015,NV,5.5,26339.06274,12/29/2014,,
89134,NV,4.08,14808.35037,12/26/2014,,
89123,NV,7.395,26496.17966,12/02/2014,,
89147,NV,115.29,319546.4669,04/01/2014,,
89143,NV,9,42624.5046,10/28/2014,,
89031,NV,8.67,33350.04235,12/30/2014,,
89147,NV,5.355,18668.42193,12/08/2014,,
89147,NV,6.12,29308.19345,12/29/2014,,
89445,NV,115.92,563120.0865,07/19/2011,,
89509,NV,6.75,62789.54574,02/06/2009,,
89119,NV,52.416,307298.9647,01/20/2011,,
89032,NV,3.06,18312.44436,10/13/2014,,
89147,NV,6.48,26855.95279,05/13/2014,,
89121,NV,4.59,26915.77175,11/05/2014,,
89445,NV,4.725,41992.75751,02/04/2010,,
89011,NV,4.59,21738.49734,10/10/2014,,
89123,NV,6,27367.62834,11/12/2014,,
89015,NV,7.14,32971.71763,12/08/2014,,
89139,NV,8.75,25834.77859,07/01/2014,,
89521,NV,36,229222.8002,12/02/2010,,
89015,NV,6.867,33958.12416,11/24/2014,,
89144,NV,7.65,36635.24181,12/10/2014,,
89122,NV,6.375,30529.36818,12/15/2014,,
89081,NV,3.5,20905.74032,11/11/2014,,
89129,NV,6.5,30784.36443,10/30/2014,,
89011,NV,5.1,24423.49454,12/30/2014,,
89015,NV,9.81,42798.5097,11/03/2014,,
89815,NV,11.96,47256.43819,12/05/2011,,
89154,NV,57.24,161507.8868,05/10/2014,,
89084,NV,13.26,67630.88063,10/22/2014,,
89820,NV,57.6,335831.9511,04/05/2011,,
89123,NV,9.18,43962.29017,12/15/2014,,
89166,NV,6.375,30529.36818,12/10/2014,,
89406,NV,36.66,171828.8815,08/25/2011,,
89120,NV,9.945,32665.05886,11/20/2014,,
89129,NV,2.5,11840.14017,10/10/2014,,
89406,NV,5.6,45874.62455,02/02/2010,,
89113,NV,5.886,28698.22646,10/07/2014,,
89149,NV,6.63,31750.5429,12/10/2014,,
89521,NV,5.376,52218.83599,03/30/2009,,
89701,NV,61.1,241793.0765,04/04/2012,,
89117,NV,4.845,22946.19164,10/28/2014,,
89139,NV,492.8,2998702.084,12/26/2010,,
89705,NV,3.024,33204.04646,09/09/2008,,
89014,NV,4.25,20352.91212,12/03/2014,,
89011,NV,58.41,189720.9567,01/02/2014,,
89129,NV,5.1,18006.91574,12/23/2014,,
89031,NV,11,52678.12548,12/01/2014,,
89178,NV,5.886,24824.75567,12/01/2014,,
89104,NV,119.392,696675.2297,05/11/2011,,
89108,NV,5.51,25660.82905,05/01/2014,,
89115,NV,59.8,271204.6324,06/23/2011,,
89031,NV,3.825,30821.83405,11/26/2014,,
89705,NV,94.4,295538.4958,05/08/2014,,
89145,NV,7.5,35916.90374,12/30/2014,,
89014,NV,10.2,48846.98908,12/22/2014,,
89123,NV,13,42853.89363,02/19/2014,,
89032,NV,3.5,21024.95393,12/11/2014,,
89410,NV,7.56,73860.19433,11/09/2005,,
89821,NV,33.84,161733.5564,06/06/2011,,
89447,NV,2.1,17866.07929,08/08/2006,,
89502,NV,22.56,105423.0569,09/30/2011,,
89015,NV,7.905,30202.18913,12/09/2014,,
89129,NV,7,33522.44349,12/23/2014,,
89115,NV,3.75,17958.45187,12/12/2014,,
89523,NV,6.21,39157.50311,03/18/2013,,
89147,NV,3.825,18317.62091,12/30/2014,,
89141,NV,9.75,46691.97486,12/18/2014,,
89511,NV,3.3,35012.95807,06/15/2007,,
89511,NV,5.94,60432.1832,07/13/2007,,
89154,NV,57.24,161507.8868,05/10/2014,,
89085,NV,9.75,46427.22665,11/26/2014,,
89410,NV,5.94,50825.88481,06/18/2007,,
89447,NV,90.585,284723.3156,03/18/2013,,
89102,NV,57.04,329267.9874,06/26/2009,,
89110,NV,6.1,20049.54457,11/26/2014,,
89706,NV,5.875,25848.30397,10/30/2013,,
89503,NV,5.94,58130.71387,06/18/2007,,
89431,NV,3.2,31940.10843,06/07/2006,,
89081,NV,5.61,26865.84399,12/10/2014,,
89103,NV,7.28,26813.25843,11/06/2014,,
89031,NV,9.1,40831.84846,12/29/2014,,
89118,NV,34.27,219511.9916,06/26/2009,,
89178,NV,4.59,21981.14509,12/29/2014,,
89129,NV,6.12,29142.01303,11/05/2014,,
89129,NV,6.05,20128.589,12/22/2014,,
89122,NV,2.5,14208.1682,10/22/2014,,
89103,NV,5.75,29450.81824,01/13/2014,,
89129,NV,6.12,29308.19345,12/04/2014,,
89506,NV,2.94,31852.60829,11/02/2009,,
89149,NV,4.59,21856.50978,11/25/2014,,
89134,NV,58.28,242176.6426,06/21/2012,,
89154,NV,57.24,161507.8868,05/16/2014,,
89129,NV,6.375,30529.36818,12/15/2014,,
89511,NV,4.32,17351.48896,12/24/2014,,
89441,NV,116.61,539606.8432,03/23/2011,,
89506,NV,6.82,24484.99436,12/10/2014,,
89130,NV,9.455,31291.31063,12/10/2014,,
89139,NV,9.54,32868.20342,09/25/2014,,
89103,NV,7.25,25245.64158,10/27/2014,,
89031,NV,11.88,50409.68945,12/10/2014,,
89447,NV,3,14865.71403,06/21/2006,,
89110,NV,6.12,22829.54016,12/31/2014,,
89084,NV,5.035,21731.97131,01/22/2014,,
89015,NV,7.65,36635.24181,12/18/2014,,
89081,NV,8.67,51436.06098,12/29/2014,,
89149,NV,8.16,48948.71752,11/24/2014,,
89502,NV,2.655,7214.030066,06/20/2014,,
89108,NV,5.1,18001.03797,12/23/2014,,
89031,NV,7.25,28460.027,02/28/2014,,
89119,NV,3.92,19561.54203,02/06/2014,,
89084,NV,12.5,74251.11339,12/26/2014,,
89502,NV,4.7,32996.32951,10/08/2010,,
89122,NV,4.845,16985.68601,12/22/2014,,
89002,NV,4.08,17607.75166,12/10/2014,,
89120,NV,4.275,18562.85499,03/13/2012,,
89131,NV,29.568,185024.1776,02/11/2011,,
89015,NV,5,22496.26632,10/10/2014,,
89148,NV,13,62255.96648,12/31/2014,,
89501,NV,25.38,186457.6805,09/16/2011,,
89103,NV,3.25,10937.30829,10/08/2014,,
89120,NV,10.2,48570.02172,11/21/2014,,
89015,NV,4.08,20380.7947,10/15/2014,,
89131,NV,8.415,30791.08808,11/17/2014,,
89108,NV,7,22786.81089,10/14/2014,,
89107,NV,9.156,37171.37445,11/26/2014,,
89702,NV,57.96,308032.1534,08/11/2011,,
89104,NV,49.504,252793.9135,01/07/2013,,
89119,NV,5.865,20855.6177,12/23/2014,,
89148,NV,5.565,26356.15201,10/06/2014,,
89502,NV,1.7,29702.57487,09/17/2009,,
89130,NV,1.53,9877.47619,12/12/2014,,
89156,NV,9,43100.28448,12/11/2014,,
89052,NV,5.865,19853.0698,12/04/2014,,
89108,NV,4.75,16518.66561,10/30/2014,,
89123,NV,3.315,13162.35303,12/08/2014,,
89031,NV,8.67,41519.94072,12/01/2014,,
89115,NV,394.24,2814202.049,12/26/2010,,
89108,NV,5.83,19791.72904,10/09/2014,,
89183,NV,4.75,22496.26632,10/22/2014,,
89146,NV,6.375,30529.36818,12/30/2014,,
89118,NV,8.1,32266.52158,02/26/2014,,
89015,NV,3,27831.52927,01/03/2014,,
89031,NV,5.75,17653.57407,12/02/2014,,
89148,NV,8.25,39508.59411,12/08/2014,,
89509,NV,36.66,239433.7209,11/21/2011,,
89406,NV,9.18,38471.08313,10/18/2014,,
89121,NV,4.59,26819.2733,11/11/2014,,
89131,NV,11.6,32601.27651,01/08/2014,,
89129,NV,6.5,31127.98324,12/18/2014,,
89451,NV,6.84,33430.75301,06/22/2010,,
89310,NV,55.18,163620.6738,08/20/2014,,
89122,NV,5.355,22497.8444,12/31/2014,,
89139,NV,9.18,35758.61731,12/11/2014,,
89511,NV,3.18,21040.8267,04/09/2014,,
89044,NV,40.04,248242.9667,07/10/2012,,
89149,NV,7.65,36635.24181,12/08/2014,,
89044,NV,58.5,248412.4009,04/12/2013,,
89436,NV,2.07,13157.47345,03/21/2011,,
89129,NV,15.03,258644.7301,06/16/2005,,
89178,NV,6,28733.52299,12/10/2014,,
89108,NV,4.08,19538.79563,12/14/2014,,
89110,NV,13.515,49289.38452,12/01/2014,,
89108,NV,7.25,33332.36785,11/14/2014,,
89084,NV,7.905,37541.51911,11/26/2014,,
89081,NV,5.25,23669.29194,03/14/2014,,
89445,NV,152.28,724314.2389,02/28/2011,,
89130,NV,5,17729.64845,06/10/2014,,
89451,NV,2.8,37373.48379,09/20/2009,,
89108,NV,3.57,21342.5753,12/29/2014,,
89052,NV,7.14,25194.76279,12/10/2014,,
89519,NV,3.78,33113.37267,11/03/2010,,
89108,NV,4.845,28408.50045,11/11/2014,,
89130,NV,6,34327.25343,10/06/2014,,
89139,NV,4.08,19428.00869,11/26/2014,,
89149,NV,3.825,22646.46183,11/26/2014,,
89519,NV,7.29,27630.49849,12/17/2014,,
89506,NV,4,37000.96,05/10/2006,,
89031,NV,6.885,32971.71763,12/30/2014,,
89502,NV,21.96,79765.1548,10/14/2014,,
89130,NV,8,38094.13469,11/18/2014,,
89511,NV,5.94,55326.14724,05/11/2009,,
89031,NV,8.68,29753.8151,12/11/2014,,
89704,NV,6.012,48665.8556,12/12/2004,,
89142,NV,9.945,47625.81435,12/08/2014,,
89509,NV,3.6,37231.42889,06/18/2009,,
89510,NV,11.04,69274.54038,10/21/2010,,
89086,NV,13.005,81646.808,11/05/2014,,
89015,NV,6.12,23194.46598,12/03/2014,,
89523,NV,2.8,24323.56642,01/19/2009,,
89509,NV,2.88,31171.2123,06/20/2006,,
89108,NV,5.5,32372.68808,10/20/2014,,
89156,NV,6.12,29308.19345,12/29/2014,,
89084,NV,6.5,15223.72622,12/16/2014,,
89113,NV,2.55,12211.74727,12/30/2014,,
89131,NV,10.53,31005.6986,06/17/2014,,
89135,NV,10.045,45138.43491,04/30/2014,,
89031,NV,10.5,50283.66523,12/10/2014,,
89146,NV,6.24,24831.4404,06/13/2014,,
89101,NV,117.425,373907.8665,06/10/2014,,
89415,NV,139.08,487642.2105,06/05/2014,,
89511,NV,4,29746.98359,12/09/2009,,
89015,NV,5.61,26865.84399,12/29/2014,,
89031,NV,4.845,23202.31981,12/10/2014,,
89108,NV,3.825,24479.29095,11/04/2014,,
89501,NV,46.08,187514.1647,07/25/2012,,
89130,NV,93.6,238650.0074,06/13/2014,,
89107,NV,5.355,31444.62303,11/04/2014,,
89460,NV,5.824,49467.85979,01/14/2009,,
89130,NV,3,13130.40948,01/03/2014,,
89130,NV,8.67,41519.94072,12/08/2014,,
89118,NV,11.5,47974.34286,06/12/2014,,
89131,NV,7.7,26739.28963,06/24/2014,,
89148,NV,6.5,31127.98324,12/10/2014,,
89130,NV,6.16,20049.54457,11/13/2014,,
89148,NV,5,25877.65277,12/23/2014,,
89122,NV,59.67,162192.0159,06/09/2014,,
89511,NV,1.02,7129.479137,08/02/2009,,
89511,NV,4.5,18111.25543,03/08/2013,,
89031,NV,3.825,18317.62091,12/18/2014,,
89110,NV,35.055,139254.7178,06/16/2014,,
89436,NV,113.16,523933.0388,07/29/2011,,
89131,NV,5,19548.30596,11/27/2014,,
89423,NV,2.249,25085.38196,06/21/2006,,
89031,NV,6.885,59037.40775,11/05/2014,,
89122,NV,10.5,61834.14828,12/23/2014,,
89130,NV,8.25,36338.42478,04/11/2014,,
89117,NV,12.54,44797.95687,06/11/2013,,
89436,NV,3.25,9932.576161,06/23/2014,,
89086,NV,5.2,12199.14485,12/18/2014,,
89113,NV,59.8,271204.6324,06/02/2011,,
89146,NV,6.885,23657.18661,12/22/2014,,
89015,NV,6.1,10963.11943,12/22/2014,,
89156,NV,4.08,19538.79563,12/18/2014,,
89130,NV,12.5,50228.03531,05/13/2014,,
89011,NV,3.597,21145.4833,10/21/2014,,
89410,NV,4.84,32902.01653,12/09/2009,,
89139,NV,5.1,24423.49454,12/22/2014,,
89047,NV,14.784,85799.13645,02/02/2011,,
89440,NV,33.55,108029.8314,05/07/2014,,
89141,NV,4.25,20352.91212,12/30/2014,,
89146,NV,3,10910.19811,10/02/2014,,
89122,NV,3.75,17760.21025,10/20/2014,,
89081,NV,2.55,12211.74727,12/30/2014,,
89031,NV,3.57,17096.44618,12/31/2014,,
89119,NV,4,19155.68199,12/30/2014,,
89103,NV,5.61,26865.84399,12/08/2014,,
89131,NV,4.5,21550.14224,12/29/2014,,
89110,NV,5.25,24864.29435,10/30/2014,,
89108,NV,3,15180.83415,01/14/2014,,
89506,NV,5.75,27284.74598,01/02/2014,,
89012,NV,8.16,28922.7408,12/26/2014,,
89081,NV,4.4,22402.81103,10/25/2012,,
89130,NV,7.14,33999.01521,11/30/2014,,
89121,NV,5.886,30994.90166,12/29/2014,,
89011,NV,3.75,12256.60739,11/07/2014,,
89131,NV,4.16,10686.85416,12/16/2014,,
89431,NV,5.04,32436.23352,03/17/2012,,
89147,NV,3.57,12597.38139,12/23/2014,,
89130,NV,6.75,32325.21336,12/08/2014,,
89436,NV,50.592,323127.2259,11/22/2010,,
89118,NV,6.048,48167.34491,09/14/2009,,
89146,NV,6.12,29308.19345,12/10/2014,,
89044,NV,7.5,35520.4205,10/27/2014,,
89502,NV,2.35,10880.18545,11/16/2010,,
89086,NV,7.75,46796.19842,11/03/2014,,
89044,NV,11.2,47469.76799,06/18/2014,,
89031,NV,2.55,12211.74727,12/29/2014,,
89002,NV,7.25,35414.06708,12/29/2014,,
89103,NV,8.25,28978.01778,11/10/2014,,
89118,NV,11.5,56396.79885,01/13/2014,,
89074,NV,5.4,20049.54457,11/05/2014,,
89108,NV,6.75,21037.60093,10/22/2014,,
89502,NV,114.07,322415.5541,02/20/2014,,
89120,NV,30.24,135850.4912,05/17/2011,,
89130,NV,4.75,22496.26632,10/22/2014,,
89148,NV,5,19442.75648,10/20/2014,,
89081,NV,3.06,14654.09672,12/30/2014,,
89135,NV,12.72,45263.97461,01/13/2014,,
89113,NV,3,17875.23161,11/21/2014,,
89052,NV,10.5,50283.66523,12/10/2014,,
89146,NV,61.6,417565.0269,09/29/2010,,
89148,NV,7.65,36635.24181,12/30/2014,,
89436,NV,3.15,36545.09352,10/10/2006,,
89074,NV,475.8,1558925.803,11/26/2013,,
89110,NV,8.25,28629.32336,05/07/2014,,
89081,NV,5.61,26713.51195,11/26/2014,,
89081,NV,4.75,21270.41614,05/12/2014,,
89149,NV,10,38071.24206,03/20/2014,,
89135,NV,8.64,33101.01848,12/15/2014,,
89130,NV,60.48,297633.3409,08/30/2010,,
89130,NV,3.75,17856.62563,11/14/2014,,
89130,NV,7.25,34522.80956,11/30/2014,,
89148,NV,3.57,14077.05701,12/02/2014,,
89828,NV,6,16579.26741,06/20/2014,,
89141,NV,4.335,20759.97036,12/22/2014,,
89015,NV,7.395,35414.06708,12/29/2014,,
89406,NV,37.05,178049.6816,02/15/2011,,
89142,NV,4.845,28245.4375,11/05/2014,,
89502,NV,5.61,53480.95739,07/29/2008,,
89130,NV,61.1,262452.14,05/09/2011,,
89146,NV,95.48,597743.0359,09/30/2011,,
89138,NV,1.5,6762.65484,03/07/2014,,
89179,NV,8.64,26565.64656,11/19/2014,,
89121,NV,4.578,24862.55285,12/18/2014,,
89141,NV,5.1,30095.70972,11/11/2014,,
89502,NV,2.97,15056.00521,04/11/2010,,
89130,NV,8.16,47940.12885,12/01/2014,,
89519,NV,4.05,36119.03815,08/21/2009,,
89081,NV,59.8,271204.6324,06/23/2011,,
89081,NV,9.945,47355.77118,11/24/2014,,
89142,NV,6.12,29308.19345,12/18/2014,,
89110,NV,7,33522.44349,12/10/2014,,
89130,NV,36.3,228444.6001,05/10/2012,,
89118,NV,12.25,37056.0139,02/28/2014,,
89142,NV,4.578,22723.15134,11/24/2014,,
89081,NV,3.5,16666.18392,11/26/2014,,
89122,NV,5,22468.11095,04/15/2014,,
89081,NV,3.06,15421.72539,12/19/2014,,
89031,NV,6.12,13561.91031,12/18/2014,,
89142,NV,7.905,41279.95027,12/22/2014,,
89106,NV,59.04,157902.9535,08/16/2013,,
89141,NV,59.8,271204.6324,06/02/2011,,
89131,NV,10.25,48544.57468,10/22/2014,,
89107,NV,4.75,22496.26632,10/09/2014,,
89521,NV,3.924,20422.87082,10/20/2014,,
89149,NV,8.4,24420.34529,11/20/2014,,
89031,NV,9.945,47625.81435,12/31/2014,,
89156,NV,5.61,22037.70476,12/19/2014,,
89032,NV,6,28984.66313,10/10/2014,,
89445,NV,5.76,23250.18992,07/20/2012,,
89081,NV,7.14,42212.9026,11/24/2014,,
89120,NV,28.71,88548.34872,11/13/2013,,
89086,NV,13.26,62800.10344,10/02/2014,,
89144,NV,6.885,23642.79235,03/18/2014,,
89107,NV,7.14,42069.66866,11/04/2014,,
89147,NV,7.395,27276.53173,12/23/2014,,
89148,NV,4.335,20759.97036,12/18/2014,,
89129,NV,4.59,21981.14509,12/18/2014,,
89031,NV,7.25,41478.41761,11/05/2014,,
89107,NV,2,10120.5561,01/28/2014,,
89801,NV,2.1,17944.74133,01/09/2008,,
89436,NV,5.28,49049.90923,12/18/2009,,
89081,NV,5.1,30579.49557,12/03/2014,,
89084,NV,58.14,257514.9714,08/03/2012,,
89523,NV,6.213,32150.34271,10/13/2014,,
