Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=DE
19804,DE,4.2,36450.0,01/05/2010,,
19973,DE,40.5,243000.0,06/01/2010,,
19720,DE,50.4,399200.0,06/01/2010,,
19711,DE,8.4,,09/20/2010,,
19806,DE,7.2,,08/11/2010,,
19956,DE,30.0,250000.0,08/28/2008,,
19711,DE,3.2,,07/03/2007,,
19805,DE,2.52,19794.12,10/13/2010,,
19711,DE,5.88,,07/09/2010,,
19971,DE,24.0,252879.0,12/11/2006,,
19720,DE,10.0,92640.0,04/02/2007,,
19707,DE,40.365,313643.0,09/15/2008,,
19958,DE,23.0,160000.0,08/01/2007,,
19707,DE,69.42,574000.0,01/09/2009,,
19707,DE,42.58,344400.0,01/09/2009,,
19709,DE,65.47,500000.0,08/17/2009,,
19720,DE,2.625,25540.0,09/19/2009,,
19804,DE,39.2,280280.0,05/01/2008,,
19804,DE,39.2,284200.0,10/01/2007,,
19807,DE,6.0,49500.0,05/12/2006,,
19950,DE,5.56,,05/18/2010,,
19720,DE,4.5,,08/29/2010,,
19709,DE,6.0,,06/01/2009,,
19702,DE,5.0,45000.0,10/01/2006,,
19701,DE,5.0,45000.0,11/01/2006,,
19720,DE,4.2,36155.0,10/02/2009,,
19711,DE,6.67,,04/23/2010,,
19901,DE,15.0,104000.0,03/03/2007,,
19701,DE,5.0,47500.0,08/05/2006,,
19709,DE,2.8,,05/01/2006,,
19901,DE,51.66,299628.0,07/01/2010,,
19977,DE,5.52,,05/30/2010,,
19711,DE,4.37,46523.0,03/14/2010,,
19803,DE,5.29,41379.0,01/01/2010,,
19806,DE,3.15,27829.0,04/13/2010,,
19709,DE,3.5,,02/02/2010,,
19809,DE,3.42,27356.0,01/01/2010,,
19973,DE,10.0,,11/04/2010,,
19973,DE,6.58,,02/05/2008,,
19958,DE,4.0,,06/01/2008,,
19945,DE,5.04,,12/13/2009,,
19945,DE,10.08,83200.0,04/20/2010,,
19810,DE,5.94,46000.0,07/29/2009,,
19963,DE,8.75,,05/18/2010,,
19971,DE,3.78,30051.0,09/09/2009,,
19971,DE,9.36,73950.0,05/01/2009,,
19971,DE,21.6,,12/12/2007,,
19805,DE,15.6,122510.0,02/11/2009,,
19977,DE,14.85,,07/07/2010,,
19720,DE,35.0,490000.0,01/01/2008,,
19944,DE,10.08,79632.0,08/10/2009,,
19805,DE,2.52,,09/29/2010,,
19806,DE,6.3,,10/01/2010,,
19934,DE,7.56,,01/23/2010,,
19807,DE,7.56,59224.0,08/26/2008,,
19803,DE,526.24,3762616.0,04/01/2010,,
19709,DE,4.8,38000.0,09/01/2008,,
19956,DE,42.0,500000.0,04/04/2007,,
19971,DE,11.11,111140.0,04/03/2009,,
19711,DE,4.2,,08/14/2009,,
19707,DE,7.22,,09/29/2008,,
19711,DE,18.9,,06/29/2009,,
19904,DE,5.2,40520.0,06/06/2008,,
19941,DE,63.0,,08/10/2010,,
19971,DE,17.43,166216.66,03/22/2010,,
19802,DE,10.0,73000.0,08/25/2008,,
19706,DE,72.0,490000.0,08/01/2008,,
19944,DE,20.0,173812.0,10/16/2009,,
19904,DE,13.86,88000.0,02/18/2009,,
19975,DE,32.76,228992.0,11/29/2009,,
19711,DE,7.2,,10/03/2008,,
19808,DE,36.0,251790.0,07/19/2008,,
19707,DE,12.0,79000.0,04/27/2009,,
19711,DE,7.92,,02/24/2010,,
19702,DE,10.5,,11/19/2010,,
19971,DE,64.4,,11/07/2008,,
19810,DE,65.8,425584.8,04/01/2010,,
19971,DE,60.0,495000.0,07/07/2010,,
19707,DE,16.2,79151.96,10/01/2010,,
19808,DE,51.48,473000.0,04/30/2010,,
19804,DE,107.1,776475.0,04/23/2010,,
19807,DE,142.87,928655.0,10/23/2009,,
19933,DE,49.6,145230,02/02/2016,,
19956,DE,166.78,454900,02/11/2016,,
19956,DE,49.29,135830,11/15/2015,,
19956,DE,11.78,42424,10/28/2015,,
19952,DE,74.4,196900,11/01/2015,,
19973,DE,49.6,147690,07/31/2015,,
19962,DE,49.6,130800,08/14/2015,,
19933,DE,49.6,148500,07/18/2015,,
19952,DE,50.0,160800,01/22/2015,,
19952,DE,50.0,174100,04/30/2015,,
19709,DE,49.98,158000,03/04/2015,,
19711,DE,1.8,19000,02/08/2007,,
19970,DE,68.4,458000.0,05/07/2012,,
19963,DE,1200.0,8000000,03/01/2011,,
19973,DE,35.04,167560.0,02/01/2012,,
19803,DE,28.44,134540.0,11/14/2011,,
19804,DE,49.92,274000.0,12/01/2011,,
19947,DE,108.9,648000.0,07/29/2011,,
19803,DE,37.8,298613.7,10/23/2008,,
19958,DE,7.05,37030.4593,04/14/2011,,
19958,DE,5.13,23867.969,10/12/2011,,
19958,DE,5.04,32535.6139,03/03/2011,,
19958,DE,5.4,39539.55396,06/05/2011,,
19958,DE,1.88,13244.34244,03/16/2011,,
19958,DE,5.76,19512.65396,10/17/2012,,
19901,DE,2.25,16930.98359,01/15/2011,,
19956,DE,7.35,68169.68412,09/16/2008,,
19709,DE,5,17204.58149,04/21/2014,,
19804,DE,2.8,25832.69924,02/15/2008,,
19966,DE,4,36366.16191,04/28/2008,,
19958,DE,7.5,24303.4456,10/18/2014,,
19975,DE,7,33051.67423,11/19/2014,,
19720,DE,8.385,68169.68412,09/05/2008,,
19971,DE,6.3,49984.77374,09/01/2009,,
19711,DE,5.945,43701.00652,01/10/2010,,
19971,DE,4.06,13970.41564,01/16/2014,,
19970,DE,4.41,37637.40276,03/23/2010,,
19707,DE,7.8,52155.16523,09/29/2009,,
19711,DE,6,52349.48403,07/12/2006,,
19904,DE,6.11,32352.78254,02/22/2011,,
19975,DE,7.4,44776.75488,08/16/2010,,
19734,DE,9,42104.19035,06/24/2014,,
19711,DE,4.2,41263.86418,06/17/2009,,
19711,DE,3.6,29546.85897,11/02/2009,,
19707,DE,9.88,76123.47905,09/19/2010,,
19960,DE,6.48,63527.07038,03/05/2009,,
19958,DE,8.25,41191.53675,04/18/2014,,
19977,DE,2.76,24058.16759,05/31/2009,,
19901,DE,6.45,34101.65978,06/24/2010,,
19934,DE,7.5,35132.81547,09/08/2014,,
19707,DE,20.7,131948.9377,08/09/2010,,
19966,DE,5.76,24579.81239,12/27/2012,,
19716,DE,9,61039.69215,12/11/2009,,
19977,DE,7.8,65853.59747,06/25/2009,,
19956,DE,10.4,32703.71347,10/17/2014,,
19963,DE,5.98,31767.56493,03/02/2011,,
19701,DE,5.59,46521.2246,02/20/2008,,
19709,DE,3.168,28132.52295,01/08/2010,,
19977,DE,7.6,64880.4406,03/18/2008,,
19805,DE,4,16494.86656,03/04/2014,,
19958,DE,2.45,14433.15638,02/17/2012,,
19958,DE,1.8,21976.88914,07/01/2007,,
19720,DE,3.6,40106.69162,10/03/2006,,
19713,DE,3.25,15345.92141,11/21/2014,,
19966,DE,5.32,34794.11219,11/03/2011,,
19734,DE,6.125,29088.97091,02/21/2014,,
19966,DE,5.472,37546.74957,02/16/2011,,
19801,DE,49.28,137336.58,08/04/2014,,
19702,DE,5.06,39914.12196,01/22/2011,,
19954,DE,7.7,22756.0016,10/09/2014,,
19953,DE,7.35,66538.61188,07/31/2009,,
19701,DE,5.4,20377.00586,10/30/2014,,
19953,DE,6.3,56386.50207,08/07/2009,,
19958,DE,5.13,33522.63983,10/30/2011,,
19973,DE,3.6,33333.0663,03/03/2009,,
19971,DE,2,17439.80281,08/20/2009,,
19734,DE,5.88,24506.24851,10/30/2014,,
19711,DE,4.8,47300.67839,03/03/2009,,
19977,DE,7.98,70179.50342,07/04/2009,,
19709,DE,7.242,67436.08824,04/09/2008,,
19970,DE,3.78,32389.84508,08/15/2008,,
19930,DE,3.87,31534.53958,04/10/2010,,
19808,DE,4.725,45182.20116,04/17/2008,,
19734,DE,5,51542.53312,04/13/2007,,
19806,DE,7.04,46845.60318,08/08/2010,,
19701,DE,4.9,45724.40891,07/23/2009,,
19966,DE,6.09,40010.76734,03/12/2010,,
19973,DE,7.2,65167.15987,06/09/2010,,
19702,DE,4.25,5278.740818,07/19/2014,,
19804,DE,4.2,39954.93427,09/01/2009,,
19975,DE,2.7,20413.95572,12/17/2010,,
19956,DE,4.935,41232.95024,12/12/2010,,
19810,DE,4.32,28622.74214,12/18/2010,,
19901,DE,7.8,66974.45913,01/19/2009,,
19958,DE,8.17,61747.62567,06/09/2009,,
19803,DE,4,39121.43896,08/20/2007,,
19901,DE,9.18,27910.19298,07/12/2013,,
19971,DE,4,35785.55739,02/15/2008,,
19709,DE,8.25,38802.42762,04/11/2014,,
19901,DE,6.75,31619.53393,09/22/2014,,
19971,DE,7.79,69232.72663,08/29/2009,,
19933,DE,8.25,31555.21361,04/05/2014,,
19968,DE,4.8,26738.02222,10/12/2011,,
19901,DE,6.8,58960.92094,06/13/2009,,
19711,DE,2.8,34562.08627,07/24/2009,,
19958,DE,5.3,20640.7046,04/21/2014,,
19713,DE,8,69759.21125,08/28/2009,,
19971,DE,11,31257.97004,10/18/2014,,
19709,DE,3.98,51256.31623,09/06/2009,,
19944,DE,6.9,69400.76,03/12/2010,,
19808,DE,5.6,50438.18169,01/09/2008,,
19711,DE,5.55,33001.64628,05/07/2011,,
19711,DE,4.62,38353.71174,12/03/2009,,
19707,DE,13.75,47419.45936,08/15/2014,,
19958,DE,6.5,20187.77704,03/12/2014,,
19709,DE,6.44,49951.40568,04/29/2010,,
19709,DE,9,42104.19035,06/06/2014,,
19966,DE,8.88,40662.44314,07/26/2011,,
19711,DE,3,14877.21746,01/12/2014,,
19958,DE,6.11,42073.19309,03/02/2011,,
19971,DE,2.4,28583.80326,04/09/2008,,
19709,DE,5.28,30495.46048,02/07/2012,,
19958,DE,6,29809.35992,07/25/2014,,
19701,DE,5.25,38022.82118,06/23/2008,,
19968,DE,11.34,66463.93204,06/23/2010,,
19975,DE,7.2,60915.19752,10/03/2008,,
19963,DE,6.75,50792.95078,01/03/2011,,
19968,DE,3.7,24620.3376,01/07/2011,,
19953,DE,8.085,41550.09309,06/02/2011,,
19807,DE,6.75,25305.66411,12/08/2014,,
19807,DE,7.8,70636.33651,01/24/2009,,
19943,DE,9.6,31384.6856,05/28/2014,,
19901,DE,17.25,71893.33109,10/30/2014,,
19958,DE,7.56,26556.81123,10/30/2014,,
19930,DE,4.86,28809.54669,01/14/2011,,
19806,DE,10.4,36210.38909,10/12/2014,,
19711,DE,7,62864.74126,07/10/2009,,
19958,DE,7.6,52097.02673,03/24/2011,,
19901,DE,6,51237.36876,08/20/2007,,
19971,DE,49.35,258208.9378,11/14/2011,,
19702,DE,7.28,34574.31971,02/22/2014,,
19707,DE,7.56,24516.81739,10/18/2014,,
19963,DE,3,25157.85961,09/16/2008,,
19966,DE,5.18,30363.00341,08/11/2010,,
19977,DE,8.528,74560.57743,01/30/2009,,
19934,DE,5.88,45527.75229,01/21/2010,,
19709,DE,13.77,11243.17959,06/17/2014,,
19930,DE,10.5,53392.8005,10/23/2014,,
19701,DE,7.8,69182.15129,03/31/2008,,
19958,DE,4.7,29286.41934,08/10/2012,,
19962,DE,7.128,56251.02772,02/20/2010,,
19802,DE,2.8,24662.48614,07/26/2007,,
19709,DE,18,44779.82346,05/06/2014,,
19709,DE,8.88,46953.00345,09/30/2011,,
19933,DE,8.33,21824.13687,02/04/2014,,
19711,DE,4.2,34035.78956,10/03/2009,,
19808,DE,4.25,20055.02863,03/12/2014,,
19930,DE,8,30181.24104,02/02/2014,,
19963,DE,8.46,15034.65362,12/02/2011,,
19810,DE,5.2,18270.16797,05/10/2014,,
19975,DE,4.725,33554.72533,01/18/2010,,
19808,DE,5.6,56537.15321,07/05/2009,,
19973,DE,9.165,57224.23973,07/07/2010,,
19930,DE,5.22,19385.08482,02/17/2014,,
19803,DE,6.2,67273.65729,05/04/2010,,
19709,DE,8.6,64830.44317,01/09/2010,,
19803,DE,5.3,18867.4503,10/17/2014,,
19975,DE,3.7,23251.01206,08/25/2010,,
19709,DE,7.02,62759.39173,09/16/2008,,
19807,DE,42,199751.8889,10/30/2014,,
19709,DE,3.6,34489.04649,03/07/2006,,
19711,DE,5.29,38427.73383,03/13/2010,,
19951,DE,4.37,22189.50121,10/25/2010,,
19966,DE,4.44,29450.15054,06/02/2011,,
19711,DE,4.725,36802.09957,10/25/2010,,
19975,DE,6.11,31395.25186,05/09/2011,,
19964,DE,6.6,56444.3823,09/27/2004,,
19805,DE,3.8,37593.37201,07/05/2008,,
19958,DE,3.15,23164.00291,06/10/2009,,
19968,DE,3.8,37030.85875,08/22/2008,,
19901,DE,7.98,70727.86125,06/24/2009,,
19810,DE,5.85,50460.31906,06/26/2009,,
19966,DE,5.2,64440.39934,07/16/2008,,
19807,DE,7.74,69601.98267,04/22/2009,,
19953,DE,4.2,41803.19512,07/11/2009,,
19963,DE,5.64,24023.91897,10/06/2012,,
19970,DE,6,30336.3669,01/23/2014,,
19930,DE,3.28,37164.20722,10/07/2007,,
19970,DE,4,36932.89258,06/12/2009,,
19701,DE,7.72,42159.37857,09/22/2014,,
19931,DE,7.56,23985.88437,03/19/2014,,
19977,DE,3.15,28638.3525,04/16/2008,,
19702,DE,9.03,51038.99291,01/15/2011,,
19971,DE,8.17,70286.80494,02/03/2009,,
19707,DE,10.64,36726.86846,10/25/2014,,
19973,DE,4.5,15449.03909,05/07/2014,,
19973,DE,9.45,31773.79673,07/31/2014,,
19701,DE,7.35,67848.51084,08/29/2009,,
19934,DE,10.25,48001.21689,08/30/2014,,
19709,DE,9.8,46542.35346,02/17/2014,,
19943,DE,7.755,56854.27403,06/28/2010,,
19939,DE,4.5,32801.04908,06/06/2011,,
19930,DE,3.78,32081.03138,10/04/2009,,
19707,DE,5.04,37760.53941,02/08/2010,,
19711,DE,7.02,24659.39761,10/17/2014,,
19958,DE,5.5,20374.81967,05/17/2014,,
19966,DE,4.7,29301.32731,06/27/2010,,
19711,DE,7.8,68338.78977,05/26/2009,,
19958,DE,5.13,34321.71213,05/29/2011,,
19810,DE,6.125,51866.97461,08/02/2008,,
19944,DE,3.42,25771.42699,11/13/2009,,
19958,DE,6.24,31052.97764,05/29/2011,,
19971,DE,4.2,39064.79557,03/13/2009,,
19958,DE,8.25,41327.33513,03/06/2014,,
19956,DE,16.8,43654.79107,12/12/2014,,
19701,DE,10.725,31011.69512,10/03/2014,,
19709,DE,4.8,47698.25021,11/24/2008,,
19709,DE,8.82,41420.05076,10/24/2014,,
19946,DE,7.74,49922.21448,01/03/2011,,
19720,DE,6.37,30077.32429,11/14/2014,,
19901,DE,2.85,23166.91833,11/08/2010,,
19950,DE,18,82228.85446,10/27/2011,,
19975,DE,4.9,22953.43944,09/22/2014,,
19971,DE,5.61,22403.84323,05/27/2014,,
19934,DE,8.712,70197.94842,08/14/2009,,
19934,DE,3.45,32144.81338,09/27/2009,,
19934,DE,8.32,19314.14222,03/06/2014,,
19966,DE,10.5,10259.7263,02/17/2014,,
19939,DE,9.18,25923.67531,10/30/2014,,
19701,DE,8.5,43222.74326,10/24/2014,,
19952,DE,7,32815.30498,08/23/2014,,
19971,DE,4,17544.03015,09/01/2014,,
19938,DE,4.2,29586.71666,09/10/2010,,
19713,DE,7.5,35412.5081,11/14/2014,,
19930,DE,3.15,27356.15511,07/20/2009,,
19971,DE,5,24926.61088,10/09/2014,,
19939,DE,8.46,41962.27861,04/18/2011,,
19720,DE,4.2,39635.23832,12/11/2009,,
19970,DE,4.05,28298.92972,01/23/2011,,
19970,DE,4.16,16245.17084,10/04/2014,,
19711,DE,3,31186.20852,10/09/2007,,
19958,DE,5.13,34934.59985,05/15/2011,,
19808,DE,6.25,31781.42887,10/23/2014,,
19966,DE,5.1,34588.71254,09/06/2011,,
19702,DE,5.88,33046.61402,01/09/2011,,
19711,DE,3.6,34902.10144,02/25/2008,,
19930,DE,4.752,26359.44078,03/29/2011,,
19804,DE,4.4,13958.90209,10/30/2014,,
19901,DE,8.4,47571.27961,03/08/2011,,
19707,DE,6.48,25708.94162,12/04/2014,,
19950,DE,6.05,16857.11576,05/02/2014,,
19968,DE,5.1,34736.76047,07/28/2011,,
19939,DE,13,33317.74433,09/27/2014,,
19707,DE,7.2,63369.6908,02/06/2009,,
19702,DE,17.55,101597.2314,06/18/2010,,
19702,DE,6.25,29277.34623,09/20/2014,,
19808,DE,4.16,23797.41632,08/07/2014,,
19966,DE,5.13,35098.93876,04/14/2011,,
19701,DE,5,52790.48563,12/18/2006,,
19963,DE,4,38322.11621,12/27/2007,,
19962,DE,5.775,15538.99813,09/24/2014,,
19701,DE,3.7,25112.40584,12/20/2010,,
19810,DE,3.5,31771.0681,06/20/2009,,
19734,DE,10.36,31941.27393,09/06/2014,,
19958,DE,7.56,27765.64218,10/23/2014,,
19709,DE,18.72,94196.67249,11/15/2012,,
19701,DE,1.62,14461.71156,09/16/2008,,
19970,DE,13,60840.90359,07/11/2014,,
19944,DE,16.875,92960.41026,03/09/2011,,
19958,DE,4.488,39807.97891,11/25/2008,,
19803,DE,4.14,29578.21031,02/21/2010,,
19938,DE,15.5,64599.80474,10/30/2014,,
19904,DE,8.064,65551.50978,01/16/2010,,
19958,DE,3.24,27587.43101,06/28/2010,,
19702,DE,7.875,69426.3091,04/09/2008,,
19808,DE,9,42469.47239,03/19/2014,,
19709,DE,3.25,17637.4671,04/30/2014,,
19971,DE,9.03,62865.34047,03/18/2010,,
19958,DE,6,19214.42873,10/17/2014,,
19964,DE,2.04,14372.69414,07/05/2009,,
19960,DE,4.07,27645.06336,08/04/2011,,
19966,DE,5.18,30099.52639,01/25/2011,,
19709,DE,6.9,24033.32354,12/12/2014,,
19971,DE,7.2,75681.78912,01/26/2009,,
19971,DE,10.08,51257.08848,10/23/2014,,
19946,DE,11.75,67379.03228,11/07/2010,,
19709,DE,0.92,5360.452147,03/30/2011,,
19713,DE,7.5,31150.78111,07/24/2014,,
19707,DE,7.8,73968.49472,02/07/2009,,
19701,DE,12.48,37820.64815,10/18/2014,,
19975,DE,5.17,36969.64008,03/01/2011,,
19977,DE,9.87,55899.19569,01/26/2011,,
19958,DE,5.7,39409.33474,04/14/2011,,
19966,DE,4,32512.18397,06/22/2008,,
19711,DE,7.128,66399.347,05/01/2009,,
19711,DE,3.6,34216.29095,01/30/2006,,
19979,DE,9.25,42265.5614,10/18/2014,,
19968,DE,5.4,19810.67326,10/30/2014,,
19720,DE,5.88,24506.24851,10/30/2014,,
19901,DE,3.68,32775.75489,01/18/2010,,
19802,DE,3.85,33551.18322,09/01/2009,,
19933,DE,12.9,85283.78307,01/27/2011,,
19711,DE,3.42,35981.11874,04/22/2009,,
19803,DE,8.33,39561.00044,02/15/2014,,
19701,DE,5.5,17492.49845,10/30/2014,,
19958,DE,5.5,25182.96455,02/21/2014,,
19968,DE,3.78,32512.18397,06/22/2008,,
19939,DE,3.24,35227.77032,01/14/2008,,
19713,DE,6.36,23781.9809,10/09/2014,,
19808,DE,12.65,36325.0515,10/30/2014,,
19958,DE,10.35,53864.27528,11/07/2010,,
19701,DE,7.7,25472.94638,11/21/2014,,
19707,DE,11.88,68626.51934,09/06/2010,,
19709,DE,6.9,41915.36023,07/24/2010,,
19971,DE,6.3,22353.72004,09/05/2014,,
19966,DE,6.72,49822.7041,04/23/2011,,
19901,DE,4.6,16911.64647,03/05/2014,,
19960,DE,4.23,29127.59522,03/01/2011,,
19707,DE,9.99,57204.77284,02/12/2011,,
19971,DE,3.6,35552.16216,06/25/2009,,
19701,DE,1.4,11773.53511,07/12/2009,,
19711,DE,12.25,37963.04099,11/23/2013,,
19958,DE,6.27,42073.19309,03/02/2011,,
19901,DE,5.88,27763.60684,11/13/2014,,
19711,DE,6.84,48965.8809,08/17/2011,,
19971,DE,11.13,36836.87788,05/23/2014,,
19713,DE,7.5,31202.90601,08/10/2014,,
19971,DE,4.8,43963.35397,04/22/2009,,
19970,DE,7.668,68649.81805,11/06/2008,,
19702,DE,3.75,17543.41264,06/27/2014,,
19809,DE,7,32923.27192,04/11/2014,,
19706,DE,3.75,28357.42749,03/19/2011,,
19933,DE,6.5,30408.58192,06/24/2014,,
19713,DE,8.25,34767.56282,12/12/2014,,
19807,DE,3.7,37239.34566,02/09/2008,,
19958,DE,4.59,19095.54302,09/06/2014,,
19971,DE,5.94,20743.33992,07/21/2014,,
19711,DE,7.56,59426.95071,08/13/2009,,
19720,DE,4.2,41037.28191,08/07/2009,,
19711,DE,5.25,51222.56549,08/14/2009,,
19966,DE,5.28,19355.7542,08/06/2012,,
19713,DE,8,35114.46647,08/30/2014,,
19701,DE,1.35,11501.45762,07/12/2009,,
19707,DE,5.5,18740.48526,09/15/2014,,
19904,DE,7.4,66611.14237,04/15/2009,,
19966,DE,5.1,24744.23282,09/06/2011,,
19720,DE,7.8,69781.83691,02/20/2008,,
19958,DE,11.88,40071.98526,06/06/2014,,
19720,DE,8,30163.18931,04/20/2014,,
19975,DE,14,80915.89017,06/24/2010,,
19720,DE,2.3,23094.23591,02/08/2009,,
19966,DE,4.56,29798.36676,10/30/2011,,
19720,DE,8.5,39817.19087,09/29/2014,,
19720,DE,6.5,19672.07937,04/03/2014,,
19720,DE,2.8,28971.92859,12/11/2009,,
19701,DE,7.38,65267.39908,09/01/2009,,
19720,DE,3.5,14587.05268,10/30/2014,,
19734,DE,14.85,49701.66796,10/05/2014,,
19977,DE,2.8,25715.85729,01/14/2010,,
19720,DE,8.82,36667.02301,09/29/2014,,
19701,DE,8.58,40293.16854,10/30/2014,,
19930,DE,6.5,30310.75882,10/11/2014,,
19952,DE,4,16558.7445,02/17/2014,,
19701,DE,9.72,34143.47451,10/17/2014,,
19946,DE,7,33051.67423,11/21/2014,,
19958,DE,7.74,68742.69893,04/17/2009,,
19970,DE,6,32460.74323,03/19/2014,,
19711,DE,11.88,62577.91595,02/20/2011,,
19702,DE,5.2,41659.2514,09/15/2008,,
19701,DE,8.25,38646.09702,09/23/2014,,
19734,DE,5.25,46521.71012,06/17/2008,,
19963,DE,2.7,19183.63049,04/01/2011,,
19966,DE,7.8,64635.68113,09/23/2008,,
19709,DE,4.8,41975.04952,10/28/2008,,
19701,DE,3.12,12927.93746,10/18/2014,,
19966,DE,5.18,25239.95021,07/03/2011,,
19940,DE,10.75,50356.53823,09/08/2014,,
19709,DE,9.24,81260.47764,07/05/2009,,
19709,DE,6.075,52674.64628,06/13/2009,,
19970,DE,15.12,40363.20405,09/08/2014,,
19709,DE,4.32,24296.27701,02/28/2011,,
19734,DE,6.44,51752.91138,09/19/2010,,
19801,DE,5.55,23542.12957,01/14/2011,,
19973,DE,3,28859.98892,01/27/2009,,
19971,DE,3,27032.7581,11/15/2007,,
19707,DE,20.7,132029.9777,05/15/2010,,
19930,DE,5.6,51001.79756,05/17/2007,,
19734,DE,4.7,14527.18447,03/21/2014,,
19930,DE,4.8,52629.83163,01/11/2007,,
19709,DE,8.88,38643.95473,01/11/2012,,
19968,DE,3.2,28628.44591,02/26/2008,,
19966,DE,5.18,30363.00341,08/11/2010,,
19970,DE,7.82,66574.72992,09/12/2008,,
19958,DE,5.2,45710.28494,06/17/2008,,
19971,DE,6.48,20439.82092,10/26/2014,,
19958,DE,6.88,59268.45688,12/14/2008,,
19958,DE,3.5,34404.42748,06/22/2008,,
19962,DE,9.18,24863.9883,09/05/2014,,
19951,DE,5.1,34736.76047,07/24/2011,,
19701,DE,1.35,11501.45762,07/12/2009,,
19941,DE,7.2,50493.89251,07/08/2010,,
19971,DE,4,31988.76376,11/15/2007,,
19952,DE,11.13,38216.75886,04/18/2014,,
19904,DE,7.35,36260.06658,05/22/2012,,
19968,DE,12.96,78048.59342,09/01/2009,,
19810,DE,2.8,32915.70737,03/13/2009,,
19904,DE,9.45,60810.40691,04/17/2010,,
19958,DE,6.105,29773.17926,06/06/2011,,
19810,DE,8.4,28091.30354,12/04/2014,,
19966,DE,5.28,22516.6323,08/28/2012,,
19709,DE,1.8,21909.88643,10/31/2007,,
19802,DE,7.095,70103.78661,04/22/2009,,
19734,DE,3.78,31948.84128,08/16/2009,,
19958,DE,7,22717.75663,04/21/2014,,
19709,DE,15.3,39882.5774,10/26/2014,,
19901,DE,9,42191.1064,08/30/2014,,
19963,DE,7.6,66655.5498,04/15/2009,,
19945,DE,3.04,18130.66844,06/01/2011,,
19808,DE,2.45,27894.04477,03/13/2009,,
19707,DE,7.82,68075.40418,08/15/2008,,
19968,DE,3.5,14550.40596,09/08/2014,,
19975,DE,4.224,39381.04907,08/06/2009,,
19809,DE,7.56,67475.33274,02/08/2009,,
19966,DE,5.1,34641.23419,08/06/2011,,
19713,DE,7,23165.95291,01/30/2014,,
19958,DE,8.58,39838.05833,09/29/2011,,
19930,DE,5.5,32512.87545,09/26/2010,,
19958,DE,3.5,17797.60017,10/23/2014,,
19808,DE,7.2,24659.39761,10/30/2014,,
19702,DE,4,13756.10404,08/17/2002,,
19707,DE,4.2,28920.14095,01/30/2011,,
19709,DE,5.75,27044.11622,04/18/2014,,
19734,DE,10.92,51181.54702,05/15/2014,,
19944,DE,4.416,38587.11277,02/28/2010,,
19973,DE,8.51,49464.94435,10/31/2010,,
19711,DE,3.15,25793.54786,09/28/2010,,
19971,DE,5.06,26576.4665,02/27/2011,,
19711,DE,8.05,69781.83691,02/20/2008,,
19968,DE,12.18,73140.80281,04/07/2010,,
19968,DE,5.5,29834.3575,08/29/2014,,
19945,DE,5.118,45515.49514,03/13/2009,,
19734,DE,9.9,32954.24739,07/10/2014,,
19709,DE,6.89,47407.16079,03/18/2011,,
19804,DE,6.25,31781.42887,10/26/2014,,
19720,DE,5.75,11900.9889,04/11/2014,,
19958,DE,5.28,36357.84935,03/24/2011,,
19701,DE,5.3,16422.58211,08/24/2014,,
19807,DE,3.96,34809.15862,03/24/2010,,
19711,DE,4.65,21805.76747,09/22/2014,,
19709,DE,5.4,48336.13049,10/31/2007,,
19958,DE,2.88,16552.09256,07/28/2011,,
19968,DE,2.8,29402.40118,09/15/2006,,
19934,DE,4.752,41680.03188,08/07/2009,,
19701,DE,9,42001.99788,08/11/2014,,
19709,DE,7.42,56023.44651,10/01/2010,,
19807,DE,5.26,46399.38095,07/31/2009,,
19958,DE,6.24,41592.24666,10/13/2011,,
19808,DE,6.24,21919.46454,10/30/2014,,
19809,DE,8.32,26552.31423,04/21/2014,,
19958,DE,5,24964.56773,04/21/2014,,
19971,DE,5.06,32027.08526,11/06/2010,,
19807,DE,5.2,45251.31442,02/03/2009,,
19808,DE,14.72,102321.1299,06/24/2010,,
19807,DE,3.075,21164.85499,10/01/2010,,
19808,DE,3.075,29732.43415,02/06/2009,,
19930,DE,6.24,20448.86971,02/17/2014,,
19975,DE,4.3,31391.35023,02/28/2010,,
19971,DE,4.4,39648.04522,11/15/2007,,
19711,DE,4.2,35850.18888,11/09/2009,,
19709,DE,9,46440.67797,03/04/2012,,
19970,DE,5.775,49984.77374,09/01/2009,,
19711,DE,5.25,51277.40764,08/07/2009,,
19904,DE,13.86,96522.17908,08/14/2009,,
19810,DE,3.68,33838.07609,02/07/2009,,
19963,DE,4.8,40576.35834,12/26/2007,,
19701,DE,5.4,49392.06474,03/25/2008,,
19958,DE,5.5,30336.3669,01/23/2014,,
19709,DE,11.52,46793.37442,02/17/2012,,
19939,DE,4.23,32848.59305,06/15/2010,,
19808,DE,9.36,44168.25129,03/04/2014,,
19734,DE,8.25,38610.57343,07/12/2014,,
19904,DE,3.075,22346.18,11/02/2009,,
19720,DE,9.31,9454.663505,10/30/2014,,
19947,DE,4.995,14107.28994,08/23/2011,,
19966,DE,5.4,41012.60337,02/22/2011,,
19904,DE,11.76,54145.56882,07/12/2012,,
19971,DE,3.8,43904.05755,03/31/2008,,
19966,DE,3,27274.62143,04/15/2008,,
19711,DE,7.2,64339.24767,12/25/2008,,
19958,DE,3.69,28886.36531,01/02/2010,,
