Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=DE
19720,DE,7.5,,03/07/2013,,
19810,DE,3.36,,02/20/2013,,
19934,DE,7.5,,05/03/2013,,
19934,DE,4.6,,09/06/2012,,
19977,DE,48.88,,03/19/2013,,
19709,DE,5.39,,02/20/2013,,
19810,DE,4.6,,11/29/2012,,
19810,DE,4.8,,09/07/2012,,
19734,DE,9.2,,03/16/2012,,
19901,DE,3.68,,08/30/2012,,
19809,DE,3.68,,08/29/2012,,
19810,DE,14.0,,05/24/2012,,
19939,DE,28.06,,02/26/2013,,
19958,DE,9.4,,02/19/2013,,
19977,DE,6.0,,07/09/2012,,
19803,DE,10.78,,02/27/2013,,
19904,DE,6.37,,02/12/2013,,
19968,DE,6.35,,03/11/2013,,
19806,DE,2.45,,03/06/2013,,
19720,DE,9.8,,10/02/2012,,
19977,DE,5.76,,02/21/2013,,
19810,DE,4.6,,08/07/2012,,
19968,DE,7.76,,03/04/2013,,
19968,DE,10.56,,03/01/2013,,
19968,DE,9.4,,02/19/2013,,
19963,DE,8.46,,03/01/2013,,
19971,DE,8.64,,12/19/2012,,
19703,DE,1.47,,08/23/2012,,
19809,DE,11.27,,03/21/2013,,
19711,DE,4.8,,02/21/2013,,
19734,DE,4.8,,08/23/2012,,
19808,DE,5.76,,03/18/2013,,
19901,DE,6.5,,03/21/2013,,
19952,DE,11.76,,03/06/2013,,
19975,DE,7.68,,01/04/2013,,
19904,DE,12.22,,08/30/2012,,
19707,DE,3.68,,09/05/2012,,
19809,DE,4.41,,10/16/2012,,
19930,DE,7.35,,01/18/2013,,
19709,DE,47.52,,01/02/2013,,
19707,DE,4.6,,09/07/2012,,
19707,DE,16.83,,03/08/2013,,
19940,DE,49.92,,03/06/2013,,
19971,DE,31.68,,03/19/2013,,
19971,DE,6.11,,08/30/2012,,
19808,DE,5.76,,02/08/2013,,
19968,DE,4.7,,01/15/2013,,
19958,DE,4.8,,01/15/2013,,
19958,DE,5.28,,10/31/2012,,
19971,DE,4.23,,12/10/2012,,
19971,DE,43.35,,01/16/2013,,
19970,DE,5.76,,01/16/2013,,
19968,DE,7.76,,01/28/2013,,
19901,DE,4.23,,12/27/2012,,
19901,DE,9.18,,12/12/2012,,
19709,DE,5.28,,01/30/2013,,
19958,DE,8.64,,01/02/2013,,
19970,DE,5.64,,10/12/2012,,
19904,DE,4.94,,06/04/2012,,
19971,DE,4.7,,10/23/2012,,
19971,DE,4.23,,10/23/2012,,
19958,DE,9.6,,09/13/2012,,
19958,DE,5.76,,10/17/2012,,
19971,DE,4.32,,01/15/2013,,
19958,DE,8.64,,01/04/2013,,
19971,DE,9.18,,01/04/2013,,
19709,DE,7.99,,11/21/2012,,
19958,DE,4.8,,01/15/2013,,
19703,DE,6.72,,11/21/2012,,
19963,DE,7.05,,11/19/2012,,
19958,DE,7.05,,11/12/2012,,
19966,DE,5.76,,12/27/2012,,
19958,DE,8.64,,01/04/2013,,
19971,DE,4.08,,01/04/2013,,
19958,DE,5.76,,01/21/2013,,
19971,DE,7.92,,12/04/2012,,
19968,DE,6.58,,01/31/2013,,
19968,DE,7.05,,02/01/2013,,
19968,DE,12.22,,02/01/2013,,
19968,DE,9.17,,02/01/2013,,
19963,DE,15030.0,50000000.0,12/12/2012,,
19968,DE,5.2,,01/16/2013,,
19971,DE,6.24,,01/04/2013,,
19709,DE,3.83,,12/19/2012,,
19709,DE,5.1,,01/30/2013,,
19711,DE,4.8,,09/26/2012,,
19958,DE,8.64,,01/04/2013,,
19958,DE,8.64,,01/04/2013,,
19958,DE,5.28,,01/04/2013,,
19939,DE,4.8,,12/20/2012,,
19709,DE,6.0,,11/30/2012,,
19808,DE,8.5,,11/30/2012,,
19975,DE,21.6,,01/14/2013,,
19975,DE,21.6,,02/07/2013,,
19960,DE,2.35,,12/04/2012,,
19803,DE,7.92,,01/29/2013,,
19971,DE,13.2,,12/06/2012,,
19966,DE,4.8,,10/17/2012,,
19930,DE,6.37,,05/24/2012,,
19734,DE,13.0,,10/24/2012,,
19963,DE,3.29,,10/26/2012,,
19975,DE,15.98,,08/03/2012,,
19966,DE,7.05,,06/21/2012,,
19958,DE,4.8,,09/28/2012,,
19963,DE,6.35,,10/22/2012,,
19958,DE,7.2,,10/31/2012,,
19966,DE,14.4,,11/09/2012,,
19966,DE,4.73,,11/15/2012,,
19720,DE,19.11,,11/12/2012,,
19702,DE,4.8,,12/14/2012,,
19958,DE,4.7,,09/13/2012,,
19975,DE,49.35,,04/12/2012,,
19977,DE,11.44,,10/16/2012,,
19702,DE,5.74,,10/10/2012,,
19971,DE,7.99,,06/25/2012,,
19966,DE,5.64,,09/28/2012,,
19958,DE,5.88,,07/01/2012,,
19720,DE,5.23,,10/10/2012,,
19707,DE,4.6,,05/14/2012,,
19946,DE,7.0,,08/30/2012,,
19966,DE,15.98,,07/18/2012,,
19962,DE,11.52,,11/08/2012,,
19806,DE,4.0,,08/06/2012,,
19720,DE,9.8,,11/12/2012,,
19904,DE,48.02,,10/16/2012,,
19904,DE,48.02,,10/16/2012,,
19904,DE,48.02,,10/16/2012,,
19904,DE,48.02,,10/16/2012,,
19958,DE,21.0,,09/28/2012,,
19939,DE,7.99,,06/18/2012,,
19970,DE,20.09,,10/23/2012,,
19934,DE,9.6,,12/11/2012,,
19971,DE,7.92,,12/10/2012,,
19963,DE,6.72,,12/13/2012,,
19945,DE,5.88,,10/03/2012,,
19958,DE,2.2,,06/11/2012,,
19945,DE,58.99,,10/22/2012,,
19966,DE,8.64,,09/12/2012,,
19966,DE,5.28,,08/28/2012,,
19958,DE,6.11,,09/13/2012,,
19810,DE,25.3,,04/23/2012,,
19958,DE,2.88,,09/09/2012,,
19980,DE,9.5,,09/05/2012,,
19963,DE,104.48,,12/21/2012,,
19810,DE,6.11,,08/24/2012,,
19707,DE,7.2,,11/27/2012,,
19734,DE,124.8,,10/08/2012,,
19701,DE,7.2,,08/03/2012,,
19810,DE,4.32,,10/26/2012,,
19706,DE,27.0,109793.0,12/14/2011,,
19947,DE,51.0,,10/12/2012,,
19958,DE,4.68,,07/09/2012,,
19968,DE,5.32,,07/27/2012,,
19944,DE,3.76,,07/16/2012,,
19711,DE,7.2,,07/16/2012,,
19968,DE,6.86,,07/30/2012,,
19945,DE,1.84,,07/13/2012,,
19968,DE,9.84,,08/06/2012,,
19804,DE,12.22,,07/11/2012,,
19901,DE,183.3,,12/12/2011,,
19971,DE,3.26,,08/01/2012,,
19958,DE,6.58,,08/01/2012,,
19966,DE,5.32,,08/20/2012,,
19958,DE,3.42,,08/01/2012,,
19971,DE,7.52,,08/29/2012,,
19711,DE,8.09,,08/03/2012,,
19966,DE,5.78,,06/22/2012,,
19971,DE,3.53,,08/20/2012,,
19930,DE,12.83,,07/12/2012,,
19720,DE,4.41,,08/03/2012,,
19709,DE,6.96,,08/03/2012,,
19701,DE,5.76,,08/03/2012,,
19934,DE,5.32,,07/30/2012,,
19958,DE,5.17,,07/18/2012,,
19958,DE,5.2,,07/11/2012,,
19904,DE,5.7,,06/04/2012,,
19966,DE,14.88,,06/22/2012,,
19968,DE,4.8,,07/26/2012,,
19711,DE,6.24,,07/31/2012,,
19709,DE,6.46,,08/10/2012,,
19709,DE,8.93,,08/03/2012,,
19709,DE,1.66,,08/24/2012,,
19958,DE,3.06,,08/03/2012,,
19971,DE,8.5,,08/10/2012,,
19947,DE,5.28,,07/13/2012,,
19970,DE,9.4,,09/13/2012,,
19901,DE,46.53,,09/14/2012,,
19958,DE,10.26,,08/10/2012,,
19702,DE,6.11,,04/27/2012,,
19971,DE,5.64,,09/24/2012,,
19958,DE,4.23,,09/05/2012,,
19958,DE,4.7,,08/10/2012,,
19720,DE,184.8,,09/10/2012,,
19904,DE,11.76,52400.0,07/12/2012,,
19880,DE,40.5,,09/06/2012,,
19709,DE,67.375,500000.0,09/01/2008,,
19702,DE,4.0,30000.0,01/10/2000,,
19971,DE,14.4,,06/21/2012,,
19707,DE,6.24,,07/31/2012,,
19711,DE,14.4,,08/10/2012,,
19803,DE,4.8,,07/13/2012,,
19805,DE,5.28,,04/26/2012,,
19939,DE,4.5,,05/24/2012,,
19734,DE,4.0,,06/26/2012,,
19958,DE,5.76,,05/25/2012,,
19970,DE,10.08,,05/01/2012,,
19808,DE,5.64,,05/24/2012,,
19966,DE,5.1,,05/21/2012,,
19940,DE,24.75,,04/09/2012,,
19950,DE,18.0,,05/24/2012,,
19966,DE,4.56,,06/26/2012,,
19803,DE,3.51,,04/15/2011,,
19734,DE,5.3,,05/22/2012,,
19709,DE,4.94,,05/24/2012,,
19966,DE,5.1,,05/22/2012,,
19711,DE,8.64,,06/01/2012,,
19966,DE,5.13,,06/22/2012,,
19958,DE,2.88,,05/23/2012,,
19971,DE,4.14,,04/30/2012,,
19971,DE,8.46,,05/29/2012,,
19971,DE,5.25,,05/25/2012,,
19971,DE,8.14,,05/31/2012,,
19971,DE,5.76,,04/27/2012,,
19958,DE,5.76,,06/11/2012,,
19707,DE,3.12,,06/01/2012,,
19971,DE,5.88,,05/25/2012,,
19958,DE,8.58,,06/11/2012,,
19711,DE,10.75,,04/27/2012,,
19956,DE,89.01,534060.0,07/01/2010,,
19946,DE,4.51,18700.0,02/17/2011,,
19971,DE,7.35,,03/14/2012,,
19958,DE,5.32,,07/03/2012,,
19945,DE,7.05,,05/17/2012,,
19804,DE,2.96,,04/02/2012,,
19734,DE,8.36,,05/08/2012,,
19938,DE,11.52,,05/04/2012,,
19904,DE,7.35,35200.0,05/30/2012,,
19956,DE,97.92,479800.0,02/10/2012,,
19971,DE,8.64,,06/19/2012,,
19810,DE,6.5,,01/20/2012,,
19801,DE,6.9,,09/19/2011,,
19956,DE,16.92,,03/16/2012,,
19971,DE,6.84,,03/15/2012,,
19904,DE,9.8,,03/05/2012,,
19963,DE,2.3,16098.4,09/24/2010,,
19808,DE,5.6,44972.0,12/24/2006,,
19952,DE,1.0,,02/17/2012,,
19730,DE,7.92,21000.0,06/13/2011,,
19805,DE,19.32,,12/29/2011,,
19967,DE,242.0,,12/27/2011,,
19801,DE,197.47,1001206.36,03/04/2011,,
19963,DE,72.38,384615.0,11/15/2011,,
19709,DE,8.6,,09/05/2011,,
19904,DE,6.11,,12/15/2011,,
19720,DE,5.32,,01/20/2012,,
19975,DE,14.8,74500.0,07/29/2010,,
19901,DE,22.7,273000.0,03/01/2011,,
19702,DE,3.04,,01/26/2012,,
19702,DE,5.55,,12/29/2011,,
19967,DE,7.98,,03/09/2012,,
19801,DE,49.68,490000.0,09/22/2010,,
19709,DE,6.0,,12/30/2011,,
19803,DE,3.81,,09/01/2011,,
19709,DE,6.43,,07/01/2011,,
19953,DE,8.0,,02/17/2012,,
19966,DE,5.46,,04/05/2012,,
19944,DE,4.32,,02/01/2012,,
19963,DE,8.46,,09/15/2011,,
19958,DE,5.18,,03/15/2012,,
19963,DE,4.2,,12/15/2011,,
19808,DE,3.89,,09/15/2011,,
19707,DE,4.32,,02/09/2012,,
19711,DE,4.7,,09/21/2011,,
19958,DE,5.4,,03/07/2012,,
19701,DE,1.58,12127.5,10/01/2011,,
19970,DE,6.75,,02/01/2012,,
19971,DE,9.12,,02/27/2012,,
19943,DE,5.13,,01/28/2012,,
19720,DE,12.72,,02/15/2012,,
19707,DE,12.72,,12/16/2011,,
19804,DE,4.56,,01/20/2012,,
19977,DE,28.7,,05/11/2011,,
19958,DE,4.08,,03/22/2012,,
19971,DE,4.1,,02/27/2012,,
19711,DE,4.8,,04/16/2012,,
19709,DE,4.7,,09/01/2011,,
19970,DE,8.93,,01/17/2012,,
19734,DE,7.36,,03/09/2012,,
19709,DE,306.0,,01/05/2012,,
19944,DE,8.46,,08/18/2011,,
19734,DE,4.73,,02/23/2012,,
19970,DE,5.41,,02/21/2012,,
19958,DE,4.59,,04/25/2012,,
19958,DE,6.27,,04/25/2012,,
19958,DE,6.63,,04/25/2012,,
19958,DE,7.05,,10/06/2011,,
19945,DE,73.32,,11/10/2011,,
19930,DE,460.0,,02/12/2012,,
19930,DE,8.48,42608.0,09/22/2011,,
19930,DE,18.1,90945.0,04/03/2012,,
19809,DE,8.28,43000.0,05/16/2011,,
19945,DE,3.04,,02/21/2012,,
19971,DE,5.1,,02/07/2012,,
19973,DE,9.87,,01/27/2012,,
19966,DE,8.88,,02/27/2012,,
19904,DE,7.43,,01/01/2012,,
19939,DE,4.59,,02/03/2012,,
19958,DE,4.07,,02/03/2012,,
19958,DE,5.32,,02/03/2012,,
19970,DE,6.11,,02/03/2012,,
19947,DE,5.98,,03/14/2011,,
19960,DE,14.57,,12/01/2011,,
19801,DE,5.76,,12/01/2011,,
19963,DE,5.64,,03/01/2012,,
19966,DE,5.7,,03/01/2012,,
19711,DE,7.2,,01/13/2012,,
19958,DE,7.6,,02/14/2012,,
19958,DE,5.13,,02/14/2012,,
19971,DE,5.1,,02/27/2012,,
19939,DE,5.17,,02/21/2012,,
19966,DE,4.07,,01/09/2012,,
19807,DE,107.16,,02/13/2012,,
19947,DE,39.48,183600.0,12/27/2011,,
19958,DE,3.8,,11/09/2011,,
19960,DE,4.07,,01/03/2012,,
19713,DE,4.32,,10/01/2011,,
19958,DE,6.24,,12/30/2011,,
19977,DE,9.87,,09/12/2011,,
19958,DE,4.07,,12/15/2011,,
19970,DE,3.76,,12/27/2011,,
19971,DE,6.48,,11/28/2011,,
19941,DE,7.2,,05/09/2011,,
19970,DE,6.37,,11/30/2011,,
19958,DE,6.11,,01/14/2012,,
19958,DE,1.88,,08/29/2011,,
19958,DE,2.45,,01/03/2012,,
19968,DE,5.0,,12/27/2011,,
19956,DE,9.17,,10/20/2011,,
19720,DE,5.12,,11/01/2011,,
19960,DE,5.52,,01/03/2012,,
19971,DE,5.0,,12/14/2011,,
19966,DE,3.42,,12/27/2011,,
19975,DE,4.83,,12/22/2011,,
19971,DE,5.98,,12/07/2011,,
19958,DE,3.68,,12/30/2011,,
19973,DE,5.06,,12/07/2011,,
19970,DE,3.6,,12/27/2011,,
19968,DE,5.1,,01/12/2012,,
19975,DE,5.1,,01/30/2012,,
19954,DE,7.31,,11/14/2011,,
19713,DE,5.55,,12/07/2011,,
19970,DE,6.48,,10/01/2011,,
19720,DE,18.0,,09/01/2011,,
19950,DE,7.05,,12/30/2011,,
19709,DE,5.28,,12/08/2011,,
19951,DE,5.1,,01/18/2012,,
19711,DE,8.46,,08/29/2011,,
19966,DE,7.4,,12/30/2011,,
19803,DE,9.0,,12/05/2011,,
19958,DE,5.1,,01/18/2012,,
19966,DE,11.28,,11/10/2011,,
19966,DE,5.1,,01/05/2012,,
19966,DE,3.7,,01/05/2012,,
19966,DE,5.18,,12/30/2011,,
19810,DE,10.32,,12/29/2011,,
19970,DE,11.2,67580.0,11/30/2011,,
19971,DE,49.896,,11/29/2011,,
19804,DE,6.0,,02/08/2012,,
19947,DE,7.05,,01/05/2012,,
19971,DE,6.84,,01/10/2012,,
19975,DE,6.11,,11/16/2011,,
19958,DE,5.28,,11/28/2011,,
19968,DE,4.05,,12/02/2011,,
19711,DE,5.32,,10/03/2011,,
19709,DE,9.0,,11/18/2009,,
19966,DE,4.44,,11/16/2011,,
19963,DE,6.0,,09/29/2011,,
19707,DE,8.97,,10/28/2011,,
19958,DE,5.0,,11/15/2011,,
19966,DE,5.18,,11/16/2011,,
19966,DE,5.18,,11/16/2011,,
19711,DE,7.2,,05/12/2008,,
19966,DE,5.18,,11/28/2011,,
19736,DE,12.0,98428.0,06/20/2008,,
19966,DE,7.6,57585.0,02/09/2008,,
19966,DE,5.18,,11/16/2011,,
19966,DE,5.18,,11/16/2011,,
19966,DE,5.18,,11/16/2011,,
19709,DE,11.66,,09/30/2011,,
19971,DE,7.05,,10/31/2011,,
19709,DE,4.05,,09/26/2011,,
19939,DE,2.82,,08/03/2011,,
19709,DE,11.04,,02/17/2011,,
19709,DE,7.59,52346.25,01/06/2010,,
19711,DE,7.0,,10/25/2010,,
19808,DE,6.11,,10/06/2011,,
19968,DE,11.61,,08/09/2011,,
19711,DE,4.23,,10/13/2011,,
19966,DE,5.18,,12/15/2011,,
19966,DE,5.18,,12/15/2011,,
19709,DE,11.52,,11/11/2011,,
19904,DE,6.11,,12/01/2011,,
19966,DE,5.18,,12/22/2011,,
19953,DE,9.66,,12/21/2011,,
19930,DE,8.82,,10/31/2011,,
19966,DE,7.05,,10/11/2011,,
19803,DE,1.6,10800.0,04/01/2010,,
19968,DE,5.7,,11/10/2011,,
19930,DE,4.86,,12/20/2010,,
19966,DE,7.05,,07/14/2011,,
19966,DE,5.18,,11/10/2011,,
19973,DE,6.58,,11/12/2010,,
19975,DE,5.17,,04/01/2011,,
19963,DE,4.7,,07/11/2011,,
19943,DE,8.46,,09/18/2011,,
19947,DE,12.22,,09/29/2011,,
19966,DE,5.13,,12/27/2011,,
19707,DE,6.0,,09/30/2011,,
19709,DE,8.88,,10/10/2011,,
19958,DE,6.105,,11/28/2011,,
19958,DE,8.74,,10/21/2011,,
19971,DE,3.8,,09/09/2011,,
19709,DE,3.8,,05/17/2011,,
19809,DE,6.02,,09/01/2011,,
19960,DE,4.07,,12/27/2011,,
19960,DE,4.07,,12/27/2011,,
19958,DE,4.44,,12/27/2011,,
19958,DE,5.016,,09/01/2011,,
19958,DE,5.7,,12/02/2011,,
19958,DE,6.27,,11/14/2011,,
19958,DE,3.525,,11/14/2011,,
19958,DE,5.83,,11/10/2011,,
19958,DE,2.82,,10/31/2011,,
19958,DE,5.13,,10/18/2011,,
19720,DE,90.77,,09/08/2011,,
19803,DE,199.0,,10/28/2011,,
19966,DE,5.4,,08/18/2011,,
19966,DE,6.27,,08/29/2011,,
19971,DE,9.2,,08/18/2011,,
19709,DE,9.4,,08/03/2011,,
19962,DE,7.2,21000.0,08/29/2011,,
19904,DE,8.05,,05/17/2011,,
19702,DE,4.44,,08/15/2011,,
19904,DE,11.28,,06/13/2011,,
19707,DE,16.215,,10/24/2011,,
19946,DE,4.75,,07/19/2011,,
19963,DE,8.46,,09/15/2011,,
19970,DE,4.94,,08/31/2011,,
19713,DE,6.25,,09/16/2011,,
19711,DE,4.62,,09/06/2011,,
19711,DE,8.82,,08/23/2011,,
19960,DE,4.23,,09/21/2011,,
19709,DE,4.5,,09/12/2011,,
19945,DE,2.88,,07/25/2011,,
19808,DE,13.5,,06/11/2011,,
19966,DE,5.4,,09/29/2011,,
19966,DE,5.93,,08/18/2011,,
19808,DE,7.4,,08/19/2011,,
19973,DE,13.6,,05/17/2011,,
19947,DE,21.89,,05/13/2011,,
19950,DE,4.23,,08/01/2011,,
19971,DE,1.89,,06/22/2011,,
19966,DE,7.6,,10/05/2011,,
19968,DE,4.18,,10/05/2011,,
19958,DE,4.73,,09/29/2011,,
19709,DE,8.88,,08/16/2011,,
19709,DE,7.74,45279.0,12/30/2010,,
19709,DE,8.46,,06/20/2011,,
19709,DE,14.1,,07/08/2011,,
19701,DE,6.9,,05/06/2011,,
19960,DE,8.51,,07/07/2011,,
19973,DE,8.51,,05/31/2011,,
19973,DE,9.17,,01/03/2011,,
19810,DE,7.56,60480.0,11/07/2008,,
19958,DE,5.64,,10/05/2011,,
19958,DE,7.05,,09/29/2011,,
19958,DE,10.35,,08/04/2011,,
19958,DE,8.28,,08/03/2011,,
19958,DE,3.68,,01/07/2011,,
19958,DE,9.17,,12/01/2010,,
19971,DE,8.05,,07/09/2010,,
19939,DE,8.46,,10/14/2011,,
19930,DE,25.48,,06/10/2011,,
19904,DE,10.08,,09/20/2011,,
19947,DE,6.3,,08/04/2011,,
19946,DE,34.0,,10/17/2011,,
19966,DE,6.72,,06/07/2011,,
19940,DE,5.75,,01/28/2011,,
19963,DE,22.54,,06/01/2011,,
19966,DE,4.81,,06/01/2011,,
19958,DE,3.33,,06/01/2011,,
19956,DE,12.54,,03/01/2011,,
19968,DE,5.04,,06/09/2011,,
19962,DE,3.24,,05/09/2011,,
19944,DE,16.88,,03/10/2011,,
19958,DE,3.68,,07/11/2011,,
19968,DE,3.78,,06/08/2011,,
19963,DE,7.98,,03/24/2011,,
19808,DE,4.36,,06/20/2011,,
19966,DE,5.47,,07/01/2011,,
19801,DE,357.0,,09/09/2011,,
19970,DE,4.05,,07/01/2011,,
19963,DE,9.0,,04/10/2011,,
19966,DE,4.7,,12/20/2010,,
19901,DE,7.77,,07/28/2011,,
19946,DE,11.75,,06/22/2011,,
19956,DE,4.94,38175.0,04/20/2011,,
19958,DE,8.46,,07/01/2011,,
19958,DE,3.83,,05/18/2011,,
19938,DE,207.74,,06/01/2011,,
19707,DE,5.4,45000.0,09/19/2007,,
19971,DE,5.8,41600.0,04/28/2011,,
19707,DE,5.88,39622.5,02/26/2011,,
19945,DE,6.58,,07/25/2011,,
19933,DE,1580.0,,07/20/2011,,
19963,DE,2.4,,04/18/2011,,
19709,DE,14.4,,06/24/2011,,
19720,DE,78.75,,06/30/2011,,
19901,DE,10000.0,50000000.0,06/10/2011,,
19716,DE,849.42,4600000.0,11/08/2010,,
19901,DE,23.76,,01/31/2011,,
19720,DE,16.88,,03/01/2010,,
19901,DE,4.94,,04/04/2011,,
19943,DE,4.23,,03/16/2011,,
19808,DE,3.29,,03/03/2011,,
19953,DE,8.4,,02/25/2011,,
19977,DE,12.3,,10/11/2010,,
19711,DE,5.92,,02/22/2011,,
19701,DE,10.13,,03/17/2011,,
19943,DE,7.55,,02/10/2011,,
19810,DE,6.11,,03/14/2011,,
19943,DE,7.75,,03/02/2011,,
19973,DE,7.2,,11/07/2010,,
19975,DE,6.3,,02/09/2011,,
19975,DE,9.24,,02/09/2011,,
19975,DE,5.55,,04/28/2011,,
19966,DE,3.36,,04/14/2011,,
19966,DE,7.03,,05/13/2011,,
19950,DE,9.64,,05/03/2011,,
19711,DE,4.95,,04/01/2011,,
19709,DE,5.88,,03/28/2011,,
19970,DE,6.11,,03/14/2011,,
19930,DE,4.2,,04/19/2011,,
19709,DE,2.53,,05/01/2011,,
19808,DE,2.96,,04/27/2011,,
19977,DE,8.46,,01/20/2011,,
19713,DE,13.3,,02/22/2011,,
19804,DE,3.3,,02/22/2011,,
19707,DE,9.99,,01/20/2011,,
19701,DE,11.0,,02/15/2011,,
19810,DE,9.84,,01/15/2011,,
19713,DE,5.35,,02/09/2011,,
19973,DE,3.0,,06/01/2008,,
19975,DE,4.22,,07/13/2010,,
19975,DE,20.16,,02/09/2011,,
19702,DE,5.18,,04/27/2011,,
19939,DE,2.96,,05/13/2011,,
19958,DE,7.05,,04/28/2011,,
19808,DE,4.0,26650.0,10/12/2008,,
19707,DE,5.25,42000.0,04/30/2008,,
19970,DE,2.4,21600.0,09/01/2006,,
19963,DE,7.8,,12/07/2009,,
19803,DE,1662.0,9500000.0,07/26/2011,,
19711,DE,5.55,,05/12/2011,,
19971,DE,8.89,,03/01/2011,,
19803,DE,20.35,133840.0,09/13/2004,,
19971,DE,5.9,,03/02/2011,,
19975,DE,13.8,105000.0,11/01/2010,,
19968,DE,2.96,,03/15/2011,,
19968,DE,2.35,,02/16/2011,,
19968,DE,6.93,,03/31/2011,,
19968,DE,5.98,,04/11/2011,,
19968,DE,8.28,,04/28/2011,,
19975,DE,3.7,,02/25/2011,,
19975,DE,3.7,,02/17/2011,,
19710,DE,7.6,68040.0,01/01/2009,,
19702,DE,5.06,37130.0,04/12/2011,,
19901,DE,2.85,21412.0,01/31/2011,,
19975,DE,34.32,184813.0,01/31/2011,,
19707,DE,12.16,81794.0,04/06/2011,,
19711,DE,4.4,,03/08/2011,,
19707,DE,20.7,121680.0,10/20/2010,,
19971,DE,13.69,,02/03/2011,,
19930,DE,13.86,,04/19/2011,,
19713,DE,25.48,197176.8,05/23/2011,,
19901,DE,5.2,,01/02/2009,,
19702,DE,8.84,65464.0,11/26/2008,,
19711,DE,8.4,,03/24/2009,,
19702,DE,4.9,41594.0,05/14/2009,,
19808,DE,4.8,42500.0,02/10/2009,,
19805,DE,2.8,25154.0,06/15/2009,,
19707,DE,10.0,79500.0,12/06/2008,,
19713,DE,4.2,38168.0,08/01/2009,,
19808,DE,8.0,81600.0,08/13/2009,,
19711,DE,5.04,,07/14/2009,,
19711,DE,7.56,,02/05/2010,,
19711,DE,4.0,,04/01/2008,,
19711,DE,8.712,69300.0,06/01/2009,,
19806,DE,2.22,22000.0,02/02/2004,,
19701,DE,7.4,53595.0,09/09/2010,,
19801,DE,75.0,472834.0,05/13/2011,,
19707,DE,11.88,63322.47,06/01/2010,,
19803,DE,4.14,27080.0,06/02/2010,,
19802,DE,5.2,47948.0,09/10/2008,,
19904,DE,4.0,,07/01/2007,,
19701,DE,5.0,45000.0,12/01/2006,,
19947,DE,2.4,21000.0,01/10/2009,,
19709,DE,2.8,,05/20/2011,,
19711,DE,8.0,,06/19/2009,,
19711,DE,3.78,21000.0,03/05/2009,,
19958,DE,5.46,,10/04/2010,,
19963,DE,7.6,,03/04/2009,,
19963,DE,15.58,,10/11/2010,,
19963,DE,15.58,,10/11/2010,,
19963,DE,15.64,,10/11/2010,,
19956,DE,9.0,73800.0,09/01/2008,,
19963,DE,4.83,34531.0,10/12/2010,,
19934,DE,4.62,,05/01/2010,,
19947,DE,6.91,,12/11/2009,,
19707,DE,3.17,24000.0,11/29/2009,,
19803,DE,6.2,62000.0,06/07/2010,,
19945,DE,2.52,,10/04/2010,,
19945,DE,2.52,20900.0,12/31/2009,,
19968,DE,3.7,22903.0,10/14/2010,,
19711,DE,7.8,63850.0,01/26/2009,,
19711,DE,3.78,,08/20/2009,,
19711,DE,4.0,,06/01/2009,,
19711,DE,3.6,,01/16/2008,,
19711,DE,3.0,,09/17/2007,,
19711,DE,2.8,,10/01/2007,,
19711,DE,4.0,,06/01/2007,,
19975,DE,20.025,185400.0,07/01/2008,,
19901,DE,3.78,,04/14/2009,,
19904,DE,7.98,,12/05/2008,,
19711,DE,2.8,31440.0,06/01/2009,,
19707,DE,4.4,38800.0,05/09/2008,,
19711,DE,8.05,62400.0,01/15/2008,,
19803,DE,5.0,47500.0,04/01/2007,,
19702,DE,341.608,2383225.0,01/01/2002,,
19707,DE,20.7,121680.0,07/07/2010,,
19707,DE,20.7,121680.0,11/08/2010,,
19971,DE,5.96,63000.0,04/17/2008,,
19944,DE,4.42,35328.0,12/10/2009,,
19958,DE,48.0,423207.0,10/04/2007,,
19951,DE,4.93,,11/09/2009,,
19701,DE,1.4,10462.5,04/01/2009,,
19701,DE,1.4,10462.5,04/01/2009,,
19701,DE,1.4,10462.5,04/01/2009,,
19701,DE,1.4,10462.5,04/01/2009,,
19701,DE,1.4,10462.5,04/01/2009,,
19701,DE,1.4,10462.5,04/01/2009,,
19702,DE,2.1,,05/29/2008,,
19804,DE,2.1,,03/18/2011,,
19947,DE,3.22,25727.8,02/24/2009,,
19702,DE,29.0,137200.0,01/01/2003,,
19702,DE,30.0,180260.0,01/01/2003,,
19946,DE,4.9,44460.0,01/08/2010,,
19711,DE,5.6,43800.0,04/01/2007,,
19720,DE,3.0,27524.0,08/28/2007,,
19803,DE,15.75,141583.6,06/20/2007,,
19934,DE,7.6,51308.62,11/18/2009,,
19966,DE,6.09,36781.83,01/21/2010,,
19720,DE,56.7,456714.21,10/01/2009,,
19720,DE,25.6,198624.68,11/01/2009,,
19720,DE,58.6,456823.92,09/01/2009,,
19711,DE,5.88,49999.0,08/15/2009,,
19803,DE,5.88,42548.0,09/04/2009,,
19702,DE,3.69,29128.0,09/01/2009,,
19803,DE,5.25,44311.0,09/01/2009,,
19711,DE,3.6,27000.0,10/15/2009,,
19808,DE,7.2,54000.0,07/01/2009,,
19810,DE,4.94,39380.0,08/08/2009,,
19701,DE,1.8,13770.0,04/01/2009,,
19701,DE,1.8,13770.0,04/01/2009,,
19701,DE,1.8,13770.0,04/01/2009,,
