Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NM
87120,NM,3.57,13373.84203,09/19/2014,,
87107,NM,3.84,19923.04808,10/05/2012,,
88011,NM,5.2,20386.46101,05/20/2013,,
87068,NM,13.34,45420.34406,05/12/2013,,
88001,NM,3.597,19145.3792,06/12/2013,,
87501,NM,2.943,25938.72196,08/05/2014,,
87544,NM,3.924,20284.97646,08/08/2013,,
87002,NM,4.7,20884.81356,08/15/2012,,
88007,NM,6.48,23544.05759,03/25/2014,,
87120,NM,6.12,24523.80732,06/25/2013,,
87112,NM,6.96,22436.53812,11/19/2013,,
88005,NM,7.8,28125.02539,01/22/2014,,
88011,NM,4.08,17151.0881,02/19/2013,,
88011,NM,5.52,15921.64918,07/24/2012,,
87043,NM,6,22470.06975,06/26/2014,,
87823,NM,3.924,21380.87304,05/08/2014,,
87114,NM,7.5,26663.49712,10/10/2014,,
87544,NM,5.232,34541.65219,10/23/2014,,
88011,NM,5.46,19410.83775,05/14/2013,,
87505,NM,3.924,23108.96241,10/27/2014,,
87114,NM,5.13,15885.84933,08/20/2013,,
87939,NM,7.848,44217.61467,07/15/2014,,
87529,NM,3.92,19437.5451,09/28/2012,,
88012,NM,8.32,30503.35608,01/31/2014,,
88011,NM,2.058,11685.58865,11/20/2012,,
87144,NM,11.73,59602.41042,01/15/2013,,
87114,NM,3.924,27071.29803,03/08/2013,,
87122,NM,8.54,27984.88099,04/23/2014,,
88011,NM,3.64,13607.91191,05/22/2013,,
88012,NM,4,18637.48591,06/18/2014,,
88011,NM,3.9,15261.39008,05/10/2013,,
88001,NM,5.559,26160.97665,10/08/2014,,
87740,NM,5.232,28545.3364,03/11/2014,,
87114,NM,9.156,48240.43381,09/29/2014,,
87043,NM,2.88,12151.22652,12/20/2012,,
88005,NM,1.962,9532.722597,02/14/2014,,
87107,NM,5.52,26927.13814,09/12/2012,,
87101,NM,2.943,13038.22131,12/10/2013,,
88032,NM,28.91,88966.18656,01/15/2013,,
88007,NM,7.52,25654.88403,12/31/2012,,
87113,NM,8.82,47146.52269,09/25/2012,,
87501,NM,3.924,20477.05245,02/07/2014,,
87048,NM,7.848,43303.76793,11/14/2013,,
87144,NM,3.924,22044.04288,02/24/2014,,
87508,NM,4.578,25886.53713,05/30/2013,,
88007,NM,8.1,26791.97408,04/24/2014,,
87501,NM,4.08,16701.85389,03/18/2014,,
87505,NM,1.962,19312.81859,02/01/2013,,
88011,NM,3.27,17027.61651,02/18/2014,,
87114,NM,6.12,17915.54412,08/09/2014,,
87031,NM,3.924,21089.58526,05/02/2014,,
88011,NM,4.2,15148.44837,01/15/2014,,
87543,NM,3.84,23396.68721,02/17/2012,,
87048,NM,10,42474.96017,11/05/2014,,
87532,NM,3.055,11027.06308,02/27/2014,,
87112,NM,2.4,10810.47446,02/13/2014,,
88005,NM,22.08,93697.78705,10/31/2012,,
87048,NM,5.04,21282.85519,01/24/2012,,
87031,NM,2.88,21078.86368,03/26/2013,,
87107,NM,5.22,26715.8169,05/03/2013,,
87501,NM,3.29,17008.63822,02/19/2013,,
87505,NM,3,13390.97419,10/28/2014,,
87571,NM,3.24,14323.39464,11/03/2014,,
88061,NM,8.64,39731.57215,12/18/2012,,
87544,NM,6.89,30735.95183,11/18/2014,,
87107,NM,10,35096.18789,04/10/2014,,
87048,NM,4.845,20429.92341,02/01/2013,,
88007,NM,12.3,40628.20953,06/24/2014,,
88007,NM,7.194,32512.26065,03/19/2013,,
88011,NM,4.08,13871.60769,08/11/2014,,
87123,NM,6.58,31744.05903,07/11/2012,,
87122,NM,3.924,24191.87567,06/28/2013,,
87031,NM,8.54,31443.71417,12/20/2013,,
87123,NM,6.54,52965.32499,12/31/2012,,
87015,NM,16,41317.95136,10/27/2014,,
87112,NM,13.63,60976.96613,02/01/2012,,
87110,NM,5.232,27889.56547,08/18/2014,,
88005,NM,1.962,6391.794809,11/25/2014,,
88011,NM,5.1,21357.52858,03/25/2013,,
87104,NM,0.75,3168.938761,06/11/2014,,
88006,NM,27.82,113924.3409,05/20/2013,,
87107,NM,8.1,39824.67162,03/23/2013,,
87508,NM,7.848,53261.24371,12/11/2012,,
87507,NM,1.635,11766.14739,05/19/2014,,
88012,NM,4.32,19023.52957,11/20/2012,,
87026,NM,6.9,36349.35109,06/25/2012,,
87508,NM,7.2,51270.98042,02/13/2012,,
88011,NM,5.4,20488.96672,07/21/2014,,
87108,NM,3.597,17956.47399,09/08/2014,,
87507,NM,5.886,32562.13277,12/03/2013,,
87540,NM,3.27,22610.43019,10/29/2014,,
87505,NM,4.905,25097.70979,09/03/2014,,
87122,NM,4.905,26854.2587,07/02/2014,,
88046,NM,4.845,21527.06201,01/17/2013,,
88011,NM,4.59,17125.26956,08/13/2014,,
87522,NM,1.92,13635.24335,11/14/2012,,
88001,NM,5.886,30025.95869,02/12/2014,,
87120,NM,5.405,20683.74559,06/05/2014,,
87025,NM,3.27,19537.78744,12/22/2014,,
87504,NM,3.924,37677.08175,12/28/2012,,
87114,NM,6.867,36646.29692,11/07/2014,,
88007,NM,9.99,35758.91504,03/31/2014,,
87544,NM,3.924,25727.08911,12/09/2014,,
88001,NM,5.886,27728.06473,08/15/2013,,
87144,NM,7.848,39416.11836,08/05/2013,,
87048,NM,11.772,61253.0364,02/21/2014,,
88011,NM,4.68,17248.30334,08/08/2013,,
87113,NM,5.559,28778.89171,12/12/2014,,
88011,NM,2.65,9267.093558,06/26/2014,,
87110,NM,1.92,10330.22335,04/27/2012,,
87043,NM,4.335,18792.68308,12/13/2013,,
87031,NM,6.867,36297.00076,12/17/2013,,
88011,NM,3.12,11986.68435,12/20/2013,,
87048,NM,4.56,17789.10446,08/15/2013,,
87059,NM,10.005,49443.81414,02/10/2014,,
88007,NM,4.59,20792.20367,11/29/2012,,
88061,NM,5.886,32768.35622,07/08/2014,,
87505,NM,1.635,10631.2447,05/16/2013,,
87114,NM,4.578,23457.1443,07/16/2014,,
88047,NM,5.5,21975.18906,06/01/2012,,
88310,NM,7.28,29560.38258,12/09/2013,,
87015,NM,7.83,55257.59901,12/02/2013,,
87110,NM,3.75,35775.75253,11/22/2012,,
88011,NM,7.5,25301.39024,01/08/2014,,
88201,NM,8.502,48934.80671,04/24/2014,,
87110,NM,4.578,21116.5403,01/13/2014,,
87505,NM,2.289,14770.52963,05/20/2013,,
87532,NM,6.1,20162.86759,12/22/2014,,
88005,NM,2.16,12878.1999,01/31/2013,,
87107,NM,9.81,43214.89521,08/08/2013,,
87107,NM,2.75,14818.5395,06/25/2014,,
87110,NM,13.08,63703.58534,04/08/2014,,
87505,NM,3.27,27839.25529,11/19/2013,,
87048,NM,7.848,37457.32801,02/19/2014,,
88027,NM,6.72,39178.03591,08/08/2012,,
87110,NM,8.624,45945.37088,01/09/2013,,
87123,NM,10,35377.22779,08/20/2014,,
88011,NM,5.76,26870.54664,08/30/2012,,
87111,NM,5.8,24269.09352,01/23/2014,,
87048,NM,3.924,20262.06904,05/01/2013,,
88001,NM,5.98,22191.34335,01/23/2014,,
88005,NM,3.9,16696.6279,11/07/2013,,
87124,NM,8.502,47175.89163,10/02/2013,,
87124,NM,3.77,15115.54658,08/22/2013,,
87506,NM,9.81,55684.54403,11/27/2013,,
88005,NM,6.76,20621.51297,12/28/2012,,
88011,NM,5.4,20740.56287,04/01/2014,,
88005,NM,4.59,20414.07751,02/12/2013,,
87521,NM,1.2,8988.981426,06/04/2014,,
88081,NM,13.5,51731.69115,10/10/2014,,
87508,NM,3.84,50176.25074,04/18/2013,,
87120,NM,5.232,28928.99015,07/21/2014,,
87508,NM,1.62,8556.539325,11/21/2013,,
87144,NM,10.464,53828.92074,11/18/2013,,
88011,NM,12.426,59289.4395,06/18/2013,,
88042,NM,3.06,8598.388105,06/14/2013,,
88005,NM,5,15560.48511,03/09/2013,,
87106,NM,6.11,13942.25079,10/31/2013,,
87507,NM,3.597,19831.77364,02/27/2014,,
88310,NM,2.616,16806.3653,05/01/2014,,
88007,NM,11,31410.44783,03/20/2014,,
87801,NM,5.7,21643.43947,04/22/2013,,
88011,NM,5,17911.92938,05/14/2014,,
87106,NM,2.4,7333.561608,02/12/2014,,
88007,NM,9.81,48361.66991,10/25/2013,,
87048,NM,11,42893.02936,12/06/2013,,
87571,NM,4.16,19428.30837,09/23/2013,,
88011,NM,9.6,27844.27749,11/03/2012,,
87109,NM,5.64,18258.91975,11/13/2014,,
87124,NM,7.99,32504.12445,03/12/2013,,
87114,NM,3.2,14992.01631,10/21/2013,,
87114,NM,4.25,14836.12599,09/27/2013,,
87144,NM,0.92,5958.356342,02/24/2012,,
88081,NM,9.72,37590.5965,07/18/2014,,
87506,NM,2.289,14704.50641,12/11/2014,,
87506,NM,5.232,42215.84265,12/18/2013,,
87740,NM,12.48,53043.76868,07/14/2014,,
88001,NM,1.92,7612.868162,02/14/2014,,
88005,NM,3.36,6980.567113,07/27/2014,,
87105,NM,9.5,32170.19954,03/12/2014,,
87106,NM,8.175,40488.05031,11/06/2014,,
87035,NM,7.848,42551.96527,08/22/2014,,
87106,NM,7.521,39752.16657,09/19/2014,,
88011,NM,5.886,27633.72542,08/19/2013,,
87112,NM,3.135,10144.90132,04/08/2014,,
87114,NM,7.84,33883.73033,11/15/2014,,
88005,NM,9.18,40936.37103,01/17/2013,,
88005,NM,5.7,20656.71408,12/27/2013,,
87508,NM,6,28889.28091,10/11/2013,,
88007,NM,4.16,16941.81091,01/29/2014,,
88061,NM,3.675,31495.85539,11/19/2013,,
88310,NM,2.88,40643.46838,10/29/2012,,
88011,NM,5.865,25492.10479,02/22/2013,,
87508,NM,12.96,68464.16161,09/30/2013,,
87101,NM,3.12,11250.59696,06/27/2013,,
87109,NM,5.886,27438.0571,04/21/2014,,
88011,NM,5.46,20005.3453,07/11/2013,,
87505,NM,5.559,28817.01571,08/29/2013,,
87105,NM,5.544,30611.10275,10/19/2012,,
87059,NM,7.68,34102.32333,05/12/2014,,
88005,NM,4.59,20190.61595,01/29/2013,,
88005,NM,5.12,26203.89382,11/26/2013,,
87505,NM,13.44,72025.38707,05/14/2013,,
87505,NM,5.886,29822.37228,12/19/2014,,
88007,NM,3.76,12787.06951,11/21/2013,,
87123,NM,2.08,8983.864174,05/30/2013,,
88011,NM,1.41,5428.55932,08/15/2013,,
88005,NM,7.14,29937.92786,02/14/2013,,
88007,NM,3.12,14746.86497,03/28/2013,,
88005,NM,3.9,16296.14754,07/01/2013,,
87501,NM,2.73,21776.1272,05/08/2012,,
87701,NM,9.165,38559.15198,11/28/2012,,
87120,NM,4,12779.86151,04/30/2014,,
88005,NM,6.48,20367.32985,11/14/2014,,
87111,NM,4.48,30707.02556,09/26/2014,,
87104,NM,4.578,22773.66571,09/19/2013,,
88011,NM,4.94,18065.35546,12/20/2013,,
87048,NM,5.232,27761.4197,07/03/2013,,
87107,NM,5.559,29646.25908,11/12/2014,,
87544,NM,3.12,14746.86497,03/08/2013,,
87505,NM,2.55,12146.69249,08/20/2013,,
88007,NM,2.88,13972.37375,06/15/2012,,
87416,NM,4.59,10571.37565,12/24/2014,,
88027,NM,6.3,41208.68917,02/16/2012,,
87122,NM,9.6,52115.70001,04/01/2013,,
88061,NM,2.25,8857.17628,08/15/2014,,
87107,NM,2.25,9813.009197,08/20/2013,,
88011,NM,2.88,11192.45357,07/19/2013,,
87823,NM,2.943,16159.54562,05/08/2014,,
87124,NM,5.4,23915.68921,02/26/2014,,
87106,NM,2.616,14503.84054,11/11/2014,,
88011,NM,2.44,13814.35154,12/17/2012,,
88007,NM,6.54,30970.58383,09/19/2014,,
87505,NM,2.5,16111.01023,02/21/2013,,
87701,NM,2.82,16211.32037,09/22/2014,,
88049,NM,4.6,28994.26418,08/27/2012,,
88011,NM,10.15,35356.16138,03/25/2014,,
87114,NM,4.8,19926.66847,02/05/2013,,
87043,NM,7.5,25452.18783,02/21/2014,,
87123,NM,5.035,18500.35603,12/12/2014,,
87114,NM,2.5,10726.41919,10/28/2014,,
87031,NM,4.93,23781.19945,08/01/2013,,
87110,NM,5.7,17835.49623,06/07/2013,,
87508,NM,3.92,17052.13766,11/10/2014,,
88007,NM,21.6,81956.01223,10/23/2012,,
87109,NM,2.45,10089.07522,12/19/2012,,
87111,NM,15.3,163629.4164,12/30/2012,,
87123,NM,8,27515.62472,05/15/2013,,
87002,NM,5.22,32472.86276,02/28/2013,,
88012,NM,4.68,19470.84905,04/08/2013,,
88011,NM,7.68,24752.70824,01/22/2013,,
88012,NM,6.36,24855.2583,02/17/2014,,
87104,NM,2.88,14051.49894,12/28/2012,,
87144,NM,5.25,19317.29546,12/16/2014,,
87043,NM,4.14,30645.50083,02/16/2012,,
87508,NM,3.27,17754.20142,04/25/2014,,
88011,NM,3.655,8324.079558,11/30/2012,,
87825,NM,5.1,23381.14522,12/01/2013,,
87505,NM,4.4,26604.85373,07/01/2014,,
88310,NM,10,35369.60277,10/15/2013,,
88011,NM,3.825,15687.82074,01/31/2013,,
88011,NM,4.08,16280.02811,11/20/2012,,
87507,NM,3.27,22103.09104,09/25/2014,,
88011,NM,3.3,12124.4262,01/03/2014,,
88310,NM,3.29,14808.83827,03/05/2012,,
88011,NM,1.68,7347.662667,05/07/2013,,
87102,NM,1.92,10751.80941,12/14/2012,,
87111,NM,4.08,25853.11737,01/15/2013,,
87120,NM,5.64,18758.17188,08/13/2014,,
87122,NM,3.924,20720.83536,07/16/2013,,
88355,NM,5.88,26108.40612,11/17/2012,,
88012,NM,3.64,14153.22461,06/14/2013,,
87120,NM,3.18,13052.79821,09/25/2014,,
87544,NM,3.924,26064.40794,11/05/2014,,
87583,NM,0.98,6674.826997,06/20/2013,,
88011,NM,2.6,10640.39117,05/06/2013,,
87110,NM,8.25,32187.23141,03/12/2014,,
87103,NM,7.05,23719.28985,06/18/2014,,
88012,NM,5.61,24739.67275,01/02/2013,,
88011,NM,8.06,30421.21947,11/06/2013,,
87043,NM,10.2,48496.14306,09/17/2012,,
87402,NM,6.12,9251.022343,05/29/2013,,
88011,NM,6.63,28751.23712,11/19/2012,,
88001,NM,3.64,13417.97223,07/03/2013,,
88007,NM,3.18,11593.58047,09/29/2014,,
88011,NM,3,9217.72627,03/05/2013,,
87124,NM,7.194,36432.68936,06/27/2014,,
87047,NM,4.68,19762.11921,07/15/2013,,
88011,NM,4.251,12935.04653,10/09/2014,,
88011,NM,5.559,25528.29872,08/16/2013,,
87111,NM,4.16,14090.25564,11/01/2013,,
87144,NM,4.578,24842.18325,05/01/2013,,
87068,NM,5.64,33339.48053,12/21/2012,,
87507,NM,3.68,30851.53311,03/20/2012,,
87122,NM,9,34997.05501,12/19/2013,,
88005,NM,5.2,21305.76068,04/22/2014,,
88007,NM,6.5,24088.231,09/27/2013,,
87507,NM,4.59,16984.93113,08/20/2014,,
88011,NM,4.578,24435.07064,01/21/2014,,
88007,NM,2.6,10264.3697,05/08/2013,,
87571,NM,18,72938.98775,06/20/2013,,
87122,NM,5.232,25555.52838,08/28/2014,,
87508,NM,6.24,36829.78386,08/08/2013,,
88005,NM,7.54,28494.11614,08/23/2013,,
87144,NM,5.88,30587.15456,10/25/2012,,
87505,NM,2.24,9601.960415,08/22/2013,,
87110,NM,2.695,11727.95551,08/01/2013,,
88007,NM,9.81,43908.50261,11/14/2014,,
88011,NM,5.355,20328.07545,04/05/2013,,
87506,NM,1.962,13413.13079,11/20/2012,,
87825,NM,2.55,10572.68359,08/29/2013,,
88001,NM,6.9,44950.12117,05/17/2012,,
87114,NM,5.25,20094.89281,06/04/2014,,
87120,NM,0.87,5917.590356,01/30/2014,,
87002,NM,1.47,9045.49212,06/10/2013,,
87144,NM,6.24,30470.9703,01/22/2013,,
87740,NM,7.68,56084.06058,12/03/2013,,
87114,NM,5,19782.57689,12/12/2014,,
87048,NM,7.848,45057.03075,11/05/2014,,
88007,NM,3.44,4048.897497,08/22/2013,,
87527,NM,3.6,14729.86648,01/22/2013,,
87732,NM,2.82,29255.63637,12/17/2013,,
87505,NM,6.05,29521.93053,12/02/2014,,
87557,NM,5.4,22672.97365,09/05/2014,,
88063,NM,8.745,26228.49066,12/26/2013,,
88001,NM,5.1,19364.91829,02/25/2014,,
87107,NM,2.943,15590.17362,03/14/2014,,
87505,NM,1.645,13257.39786,07/01/2012,,
87505,NM,6.25,21760.93129,10/21/2014,,
87122,NM,3,12574.58166,07/10/2014,,
87114,NM,2.3,13421.33539,03/18/2013,,
88012,NM,7.56,24930.47495,08/28/2014,,
87144,NM,2.94,15333.12597,12/10/2012,,
87068,NM,3.9,16538.4139,10/12/2013,,
87043,NM,5.28,15836.43445,03/12/2014,,
88041,NM,4.59,30654.59395,07/08/2013,,
87107,NM,5.1,25845.66396,12/11/2012,,
88011,NM,4.578,23469.3628,08/18/2014,,
87505,NM,9.156,113954.7315,03/07/2014,,
88005,NM,10,31327.28485,12/27/2012,,
88008,NM,9.36,34163.3295,09/13/2013,,
87113,NM,5.72,22193.5287,05/02/2013,,
87043,NM,11.96,46624.32505,12/27/2014,,
87104,NM,3.27,17956.51427,04/04/2014,,
87108,NM,4.312,23337.63802,01/03/2013,,
87043,NM,4.23,20692.80131,09/05/2012,,
87043,NM,2.55,12689.86059,05/22/2013,,
87505,NM,1.962,15903.29875,11/19/2014,,
88021,NM,5.565,19622.15023,04/22/2014,,
88005,NM,15.12,68190.92276,10/12/2012,,
87110,NM,4.24,16966.57755,05/30/2014,,
88007,NM,5.22,18404.43991,03/28/2014,,
88062,NM,3.84,18304.17092,01/15/2013,,
87068,NM,4,16217.04915,08/23/2013,,
87111,NM,8,26477.18529,12/26/2014,,
88005,NM,4.64,16490.91632,05/20/2014,,
87124,NM,4.14,23112.13633,01/31/2011,,
87144,NM,1.54,7560.292043,07/23/2012,,
87112,NM,5.1,23396.9602,05/02/2014,,
88007,NM,5.28,25760.27254,02/08/2012,,
88007,NM,6.625,27022.61238,08/07/2014,,
88005,NM,1.5,13047.23126,12/27/2012,,
88046,NM,20.54,73128.93271,12/18/2013,,
88062,NM,2.88,20171.07503,03/09/2012,,
87535,NM,6.615,28838.71591,06/04/2013,,
87144,NM,0.9,6363.898921,02/24/2012,,
87124,NM,5.61,26444.46114,12/20/2012,,
87507,NM,2,14985.86589,03/01/2013,,
88011,NM,1.2,5110.880829,01/30/2014,,
87031,NM,4.7,17201.04874,02/24/2014,,
87106,NM,4.578,23933.65334,03/05/2013,,
87101,NM,7.848,76277.94541,12/22/2012,,
87120,NM,4.845,17148.09313,08/20/2013,,
87513,NM,2.616,15526.19431,10/21/2013,,
88011,NM,11.6,41190.66332,01/22/2014,,
87111,NM,1.88,8173.999231,09/11/2012,,
87122,NM,6.86,31189.84659,04/19/2013,,
87048,NM,11.04,41079.5438,10/10/2013,,
87506,NM,2.82,7231.532242,03/17/2014,,
87048,NM,6.54,33492.76421,11/18/2014,,
87507,NM,5.25,21266.9001,09/16/2013,,
87144,NM,3.06,14768.51744,03/26/2013,,
87111,NM,4.56,19669.68516,05/25/2012,,
87508,NM,5.75,17486.01753,10/09/2014,,
87059,NM,8.96,45111.47528,11/15/2014,,
88011,NM,4.5,16354.71339,12/18/2013,,
88007,NM,10.26,40157.80272,06/06/2014,,
88007,NM,2.4,8288.385671,11/21/2013,,
87048,NM,3.36,17020.12039,12/27/2012,,
87107,NM,10.78,57249.23731,01/23/2013,,
88081,NM,5.232,31777.19873,08/29/2014,,
87114,NM,5.886,64046.47284,08/07/2013,,
88033,NM,8.32,31033.78709,08/16/2013,,
87144,NM,5.232,27868.59243,09/17/2014,,
88011,NM,6.76,24957.58877,11/20/2013,,
88005,NM,5.76,22291.52542,03/21/2012,,
87507,NM,7.848,40543.67259,08/18/2014,,
87144,NM,5.544,33774.06848,04/24/2012,,
87109,NM,5.355,28176.44835,11/07/2013,,
88011,NM,5.94,20236.41977,10/13/2014,,
87531,NM,3,13878.47837,01/11/2013,,
88005,NM,9.36,35753.82054,11/08/2013,,
88005,NM,6,21904.31021,06/04/2014,,
88005,NM,2.88,8770.019751,05/28/2013,,
88005,NM,4.86,16760.21355,12/09/2014,,
88011,NM,5.7,20656.71408,12/27/2013,,
88011,NM,4.905,21904.53546,08/23/2013,,
88007,NM,13.8,49755.35939,05/27/2014,,
87112,NM,5.61,19228.44322,06/21/2013,,
87544,NM,1.962,15900.18655,10/27/2014,,
87043,NM,7,24135.64508,07/28/2014,,
87514,NM,7.194,36355.89295,10/21/2013,,
88012,NM,7.02,25718.55563,10/28/2013,,
87507,NM,3.055,11605.38,07/29/2014,,
87122,NM,3,10780.31599,12/19/2013,,
88011,NM,2.7,9435.947353,06/13/2014,,
88007,NM,8.64,40108.84273,12/27/2012,,
88007,NM,6.24,23248.28924,05/20/2013,,
88011,NM,5.22,31595.93436,02/12/2013,,
87114,NM,2.616,27939.29105,08/28/2014,,
87122,NM,5.76,40388.70393,04/06/2012,,
87015,NM,5.61,26053.56388,04/19/2013,,
87506,NM,8.96,65382.70186,08/22/2012,,
87120,NM,5.886,30655.49095,05/22/2014,,
88001,NM,3.924,18450.0065,07/18/2014,,
87574,NM,0.96,17950.00961,06/27/2013,,
87059,NM,4.64,25483.38674,10/01/2013,,
88007,NM,3.315,14380.73591,03/25/2013,,
87122,NM,5.04,16451.56318,10/17/2014,,
88012,NM,3.57,13612.78396,02/01/2013,,
87122,NM,5.1,20273.22696,06/13/2013,,
87124,NM,7.68,38062.89468,10/22/2013,,
87571,NM,6.11,26697.7502,10/02/2013,,
88011,NM,5.559,29538.25518,12/27/2012,,
88012,NM,2.7,9967.311495,02/07/2014,,
87144,NM,1.54,7487.963047,10/30/2012,,
88001,NM,0.72,4030.93167,11/21/2012,,
88005,NM,2.04,8136.201364,03/01/2013,,
87114,NM,7.5,29370.74787,02/07/2014,,
88012,NM,3.27,16096.12108,08/01/2014,,
87043,NM,4.251,22576.54032,02/17/2014,,
88011,NM,8,24867.29091,12/10/2013,,
88061,NM,6.75,25769.43325,12/31/2014,,
87123,NM,3.924,21430.50253,03/26/2014,,
87535,NM,3.27,17560.49257,12/11/2013,,
87505,NM,7.194,37890.69639,05/29/2014,,
87048,NM,7.848,42460.08143,12/01/2014,,
87144,NM,7.848,40441.94082,09/30/2013,,
88047,NM,8.46,38356.90761,01/13/2014,,
87122,NM,4.9,19720.3286,06/05/2013,,
87507,NM,8.502,55118.86867,06/15/2012,,
87507,NM,4.7,24386.35821,07/13/2012,,
88310,NM,5.886,30079.97363,11/15/2013,,
87004,NM,3,7132.291454,05/28/2014,,
87122,NM,4.8,21071.06196,12/21/2012,,
87124,NM,5.1,17689.26921,05/21/2013,,
87104,NM,2.616,15881.06857,12/30/2014,,
87505,NM,6.54,33613.03623,10/30/2014,,
87048,NM,9.5,38245.14172,12/31/2013,,
87507,NM,3.27,20295.48009,10/07/2013,,
88001,NM,2.943,15220.76707,11/07/2013,,
87059,NM,5.76,12551.54164,12/21/2012,,
87505,NM,2.616,17276.80364,10/07/2013,,
87111,NM,3.57,13489.60784,04/04/2013,,
87104,NM,2.6,10168.02725,03/05/2014,,
87004,NM,8.96,41675.54707,11/08/2013,,
87111,NM,3,11193.66073,11/06/2014,,
88011,NM,6.5,19035.62103,03/05/2014,,
87010,NM,3.924,22894.5671,12/19/2013,,
88007,NM,10.66,39850.04632,06/05/2013,,
87124,NM,3.2,15347.73376,11/11/2013,,
88012,NM,9.81,44093.98602,06/28/2013,,
87123,NM,6,32600.54986,12/21/2012,,
87508,NM,10.464,70457.7036,12/12/2014,,
88061,NM,6.867,41270.4465,08/05/2014,,
87527,NM,8.54,41807.85062,12/15/2014,,
88220,NM,10.44,58250.82498,12/20/2012,,
88005,NM,11,53087.84155,11/22/2013,,
87508,NM,4.578,29770.2472,12/28/2012,,
87505,NM,2.4,18025.26449,12/21/2012,,
87508,NM,4.8,26692.84262,03/08/2013,,
87501,NM,4.578,24161.98477,06/25/2014,,
87059,NM,4.32,27967.92697,12/27/2012,,
88005,NM,1.92,8136.201364,03/05/2013,,
87508,NM,4.86,27095.10452,10/07/2013,,
88047,NM,13.68,61448.36644,04/26/2012,,
87740,NM,7.848,42735.79838,02/14/2014,,
87043,NM,5.886,30521.41598,06/23/2014,,
88021,NM,4.4,21704.6817,08/05/2014,,
87107,NM,2,8187.052622,03/18/2013,,
88007,NM,9.6,33008.89788,07/02/2014,,
87544,NM,3.12,21249.14562,11/22/2013,,
88032,NM,7.425,25963.97115,09/17/2014,,
87122,NM,3.84,33257.43003,09/16/2013,,
87740,NM,3.924,21586.83507,03/04/2014,,
87111,NM,6.09,42622.689,12/31/2013,,
87535,NM,5.035,24139.3462,02/07/2014,,
87109,NM,7.848,38452.35523,03/12/2014,,
88011,NM,3.315,13755.11412,01/03/2013,,
88007,NM,2.88,13461.47696,08/20/2012,,
87111,NM,4.16,17550.07142,04/18/2013,,
88007,NM,8,22692.0366,12/10/2012,,
88012,NM,5.886,26282.10322,08/08/2014,,
88011,NM,4.845,21571.41907,02/07/2013,,
88061,NM,0.735,4969.220298,07/11/2014,,
87508,NM,10.71,61926.37408,07/01/2013,,
87501,NM,5.559,30265.79001,11/26/2014,,
87507,NM,2.289,13610.61615,12/10/2014,,
87114,NM,7.65,32005.61921,12/14/2012,,
87505,NM,2.025,14417.5519,09/26/2013,,
88011,NM,2.94,10190.87367,09/16/2013,,
88007,NM,8.925,37696.12571,12/12/2012,,
87701,NM,3,16594.86977,12/12/2014,,
87506,NM,4.59,24772.16711,08/03/2013,,
88030,NM,1.92,11411.79773,06/21/2013,,
87505,NM,2.43,27016.60716,06/10/2014,,
87120,NM,5,16316.1122,12/17/2013,,
88011,NM,6.5,25030.83423,05/02/2013,,
88011,NM,3.924,19520.23659,11/20/2014,,
87511,NM,2.115,7024.776911,04/24/2013,,
88005,NM,9.69,41460.6691,01/25/2013,,
88013,NM,4.59,20801.55751,02/13/2013,,
87114,NM,4.578,24436.31431,11/06/2013,,
87124,NM,8.96,34314.40629,08/01/2013,,
88011,NM,5.2,20560.70166,06/25/2013,,
87507,NM,5.232,30004.3549,08/02/2013,,
88007,NM,9.1,36081.95152,12/09/2013,,
87122,NM,13.734,67190.19789,07/07/2014,,
88011,NM,2.88,13369.86943,05/08/2012,,
87505,NM,7.848,67205.18723,08/12/2014,,
87002,NM,7.02,20081.42424,06/25/2014,,
88033,NM,6.25,19792.02189,05/31/2013,,
88012,NM,6.21,21151.72492,10/22/2014,,
87557,NM,9.165,46346.94167,12/13/2013,,
88011,NM,7.92,24315.14901,06/07/2012,,
87506,NM,3.924,23610.08284,06/14/2013,,
88061,NM,4.5,19072.49415,06/17/2013,,
88011,NM,0.48,5473.089533,05/15/2014,,
87108,NM,2.86,11286.30177,08/23/2013,,
87501,NM,3.597,18343.53011,08/26/2013,,
87107,NM,7.2,26419.43951,07/16/2014,,
87059,NM,5.04,21341.75878,05/29/2013,,
87114,NM,2.16,8565.347208,02/21/2013,,
88012,NM,4.59,15629.15349,05/27/2014,,
87124,NM,2.82,9469.720525,03/17/2014,,
87942,NM,4.16,28617.70096,12/09/2013,,
88007,NM,13.68,72020.29444,02/27/2013,,
87109,NM,5,26968.1787,06/13/2013,,
88011,NM,4.94,18553.29588,06/12/2013,,
88011,NM,5.4,19047.06734,11/03/2014,,
87114,NM,9.156,44542.7435,09/18/2013,,
87048,NM,3.924,36493.82607,06/25/2013,,
87015,NM,1.962,14644.07132,12/23/2013,,
88012,NM,5.61,22322.78779,12/03/2012,,
87505,NM,4.251,26873.26222,11/22/2013,,
87410,NM,7.755,30595.91925,10/16/2014,,
88011,NM,6.867,31084.3744,06/24/2013,,
87048,NM,9.156,53872.15603,12/31/2012,,
87111,NM,3.5,14752.65539,11/19/2014,,
87043,NM,2.88,8820.747925,11/13/2012,,
87532,NM,5.232,37140.38557,05/19/2014,,
