Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MD
21042,MD,2.52,18414.28,12/04/2009,,
21161,MD,2.52,21363.0,08/13/2009,,
21050,MD,2.52,26641.0,04/14/2009,,
21742,MD,2.52,16550.0,06/16/2009,,
21742,MD,2.52,16550.0,06/16/2009,,
21050,MD,2.52,26641.0,04/14/2009,,
20751,MD,2.52,23220.0,01/01/2009,,
21742,MD,2.52,20000.0,07/01/2008,,
21797,MD,2.52,22148.28,01/01/2008,,
21742,MD,2.52,25000.0,01/01/2008,,
21797,MD,2.52,24610.0,09/01/2007,,
21286,MD,2.52,22743.0,08/28/2007,,
20639,MD,2.5,19900.0,01/01/2009,,
21213,MD,2.5,17803.31,04/01/2008,,
20853,MD,2.5,21600.0,01/22/2007,,
20877,MD,2.5,20808.0,03/06/2006,,
20837,MD,2.5,20378.0,06/01/2005,,
21771,MD,2.46,20995.0,06/30/2008,,
21217,MD,2.45,21474.0,07/16/2010,,
20895,MD,2.45,17598.0,11/15/2009,,
21085,MD,2.45,21031.0,09/28/2009,,
20910,MD,2.45,22580.0,07/15/2009,,
21234,MD,2.45,21092.05,01/01/2009,,
21084,MD,2.45,21092.05,01/01/2009,,
21234,MD,2.45,19999.0,09/01/2008,,
21084,MD,2.45,18999.0,09/01/2008,,
20782,MD,2.448,22118.0,01/20/2010,,
21117,MD,2.448,34074.0,03/20/2010,,
21108,MD,2.4,16800.0,07/01/2010,,
21157,MD,2.4,14899.0,10/08/2010,,
21705,MD,2.4,17999.0,03/01/2010,,
21532,MD,2.4,20475.0,07/27/2009,,
21224,MD,2.4,21093.6,01/01/2008,,
21224,MD,2.4,27963.0,07/16/2007,,
20636,MD,2.4,31218.62,02/17/2007,,
20886,MD,2.35,20570.0,08/03/2011,,
21120,MD,2.35,17159.0,05/20/2011,,
20912,MD,2.34,23410.0,08/19/2009,,
21153,MD,2.31,16799.0,06/16/2010,,
21155,MD,2.3,22705.0,05/20/2010,,
21734,MD,2.3,16100.0,03/31/2010,,
21157,MD,2.3,11300.0,03/12/2010,,
20910,MD,2.3,17000.0,06/15/2011,,
20720,MD,2.3,16660.0,12/10/2009,,
21231,MD,2.3,15770.0,05/11/2010,,
21401,MD,2.3,20300.0,12/01/2009,,
21211,MD,2.3,22595.0,04/13/2009,,
20854,MD,2.3,23575.0,07/01/2008,,
21713,MD,2.3,17685.95,07/26/2007,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
21401,MD,2.3,23779.0,01/01/2005,,
20815,MD,2.28,20457.0,05/17/2010,,
20833,MD,2.28,29960.0,11/01/2009,,
21409,MD,2.28,21590.0,07/15/2009,,
21012,MD,2.28,21290.0,05/29/2009,,
20815,MD,2.28,21627.0,05/05/2009,,
20815,MD,2.28,23044.0,05/05/2009,,
20815,MD,2.28,21627.0,05/05/2009,,
20815,MD,2.28,23044.0,05/05/2009,,
21617,MD,2.28,24980.0,01/01/2009,,
20905,MD,2.28,22140.0,09/01/2008,,
21029,MD,2.28,21040.0,04/01/2008,,
21227,MD,2.28,21640.0,04/01/2008,,
21029,MD,2.28,20038.92,01/01/2008,,
20794,MD,2.28,18495.0,10/01/2007,,
21045,MD,2.28,22850.0,02/15/2006,,
20707,MD,2.25,22802.0,11/17/2009,,
21029,MD,2.25,14110.0,07/15/2010,,
21108,MD,2.25,14500.0,06/13/2011,,
20816,MD,2.25,15737.0,01/24/2011,,
20878,MD,2.25,20250.0,01/01/2009,,
20853,MD,2.24,19428.0,05/21/2006,,
21085,MD,2.22,14700.0,08/18/2011,,
21236,MD,2.22,16500.0,07/05/2011,,
20902,MD,2.2,15990.0,01/22/2010,,
21042,MD,2.2,35220.0,03/09/2006,,
21224,MD,2.192,26400.0,10/30/2010,,
21224,MD,2.18,19628.0,07/15/2010,,
21108,MD,2.16,24050.0,01/01/2009,,
21661,MD,2.16,22390.0,02/01/2008,,
21133,MD,2.16,21670.0,02/01/2008,,
21771,MD,2.16,18984.24,01/01/2008,,
21163,MD,2.16,18984.24,01/01/2008,,
20882,MD,2.16,18984.24,01/01/2008,,
21163,MD,2.16,30230.0,11/11/2007,,
20882,MD,2.16,20540.0,10/21/2007,,
21771,MD,2.16,21280.0,10/15/2007,,
21045,MD,2.115,14700.0,07/21/2011,,
20814,MD,2.1,12092.0,12/18/2010,,
20785,MD,2.1,19799.0,05/07/2010,,
21042,MD,2.1,14700.0,01/08/2010,,
21921,MD,2.1,25200.0,06/23/2010,,
21222,MD,2.1,18000.0,06/10/2010,,
21014,MD,2.1,14715.0,09/20/2011,,
20842,MD,2.1,20749.0,01/18/2010,,
21085,MD,2.1,18990.0,07/30/2009,,
21042,MD,2.1,18999.0,06/08/2009,,
21210,MD,2.1,18997.0,03/17/2009,,
21713,MD,2.1,18375.0,07/21/2009,,
21211,MD,2.1,22595.0,07/23/2008,,
21236,MD,2.1,21000.0,07/24/2009,,
21042,MD,2.1,18999.0,06/08/2009,,
21210,MD,2.1,18997.0,03/17/2009,,
21160,MD,2.1,18078.9,01/01/2009,,
21160,MD,2.1,18999.0,10/01/2008,,
21227,MD,2.1,20625.0,12/20/2006,,
20646,MD,2.1,27995.0,11/28/2006,,
21152,MD,2.1,25718.0,10/24/2006,,
21037,MD,2.1,26995.0,10/14/2006,,
21077,MD,2.1,16400.0,12/29/2010,,
21009,MD,2.1,14700.0,12/03/2010,,
21144,MD,2.1,13500.0,09/16/2010,,
21054,MD,2.1,17000.0,08/03/2010,,
21014,MD,2.1,14700.0,05/31/2011,,
20715,MD,2.1,14700.0,04/15/2011,,
21234,MD,2.1,14700.0,02/26/2011,,
20639,MD,2.1,14700.0,03/11/2011,,
21409,MD,2.1,14700.0,03/11/2011,,
20906,MD,2.1,14700.0,12/23/2010,,
21409,MD,2.1,14700.0,12/22/2010,,
21078,MD,2.1,14700.0,11/18/2010,,
21078,MD,2.1,15000.0,04/11/2011,,
21085,MD,2.1,17535.0,10/18/2010,,
21050,MD,2.1,14700.0,09/16/2010,,
21078,MD,2.1,15580.0,09/11/2010,,
21144,MD,2.1,14700.0,08/11/2010,,
21703,MD,2.09,16640.0,10/06/2009,,
20744,MD,2.09,17992.81,01/01/2009,,
20744,MD,2.09,19700.0,08/01/2008,,
21635,MD,2.07,16083.9,09/30/2011,,
20895,MD,2.07,21368.0,01/01/2009,,
21122,MD,2.05,14394.0,12/30/2010,,
20815,MD,2.05,19542.49,04/23/2009,,
20815,MD,2.05,19542.49,04/23/2009,,
20779,MD,2.05,18017.45,01/01/2008,,
21218,MD,2.04,15550.0,09/19/2009,,
21154,MD,2.04,16800.0,06/03/2009,,
21154,MD,2.04,16800.0,06/03/2009,,
21078,MD,2.04,18800.0,02/01/2009,,
20815,MD,2.04,15693.0,10/01/2008,,
21403,MD,2.04,20100.0,07/18/2007,,
20707,MD,2.04,20248.0,11/06/2006,,
21160,MD,2.04,28100.0,07/22/2006,,
20895,MD,2.035,13736.0,04/14/2011,,
21161,MD,2.035,12210.0,04/21/2011,,
21146,MD,2.025,17433.23,01/01/2009,,
21146,MD,2.025,31600.0,07/01/2008,,
21218,MD,2.02,15050.0,12/28/2010,,
21234,MD,2.02,49000.0,03/16/2009,,
21157,MD,2.0,20431.0,07/13/2011,,
21144,MD,2.0,20431.0,06/28/2011,,
21234,MD,2.0,17750.0,06/09/2011,,
21122,MD,2.0,21421.0,02/03/2011,,
21401,MD,2.0,20421.0,11/18/2010,,
21013,MD,2.0,12641.0,06/29/2009,,
20656,MD,2.0,15500.0,08/08/2009,,
21771,MD,2.0,16000.0,06/03/2009,,
21530,MD,2.0,19508.0,07/10/2009,,
21013,MD,2.0,12641.0,06/29/2009,,
21771,MD,2.0,16000.0,06/03/2009,,
21784,MD,2.0,17218.0,01/01/2009,,
21784,MD,2.0,14143.7,06/01/2008,,
21532,MD,2.0,18470.0,05/01/2008,,
20815,MD,2.0,20420.0,02/01/2008,,
20611,MD,2.0,25400.0,07/27/2007,,
21155,MD,2.0,22268.75,06/08/2007,,
21144,MD,2.0,21026.0,05/25/2007,,
21042,MD,2.0,10128.0,11/17/2006,,
21403,MD,2.0,5247.5,10/31/2006,,
21784,MD,2.0,18489.38,08/25/2006,,
20901,MD,2.0,25360.0,03/09/2006,,
20832,MD,2.0,17145.0,02/15/2006,,
20854,MD,1.98,11028.6,10/10/2010,,
20906,MD,1.98,18300.0,05/28/2010,,
21163,MD,1.98,17045.82,01/01/2009,,
21163,MD,1.98,24474.0,08/01/2008,,
21234,MD,1.95,13261.42,11/03/2009,,
21550,MD,1.95,22645.0,12/29/2009,,
20781,MD,1.93,17190.0,12/03/2009,,
21212,MD,1.925,17378.0,09/01/2010,,
20905,MD,1.925,16572.33,01/01/2009,,
20905,MD,1.925,15433.97,04/01/2008,,
21014,MD,1.925,16918.83,01/01/2008,,
20812,MD,1.9,15790.0,12/08/2009,,
20815,MD,1.9,17789.0,11/17/2009,,
20779,MD,1.9,17090.0,09/11/2009,,
20776,MD,1.9,18677.0,03/16/2006,,
21401,MD,1.89,18000.0,01/01/2009,,
21102,MD,1.88,15902.0,03/18/2011,,
21157,MD,1.85,10874.0,07/23/2011,,
21084,MD,1.85,12099.0,08/16/2010,,
21740,MD,1.84,13340.0,12/22/2009,,
21012,MD,1.84,14249.0,01/22/2010,,
21117,MD,1.84,12880.0,06/11/2010,,
20872,MD,1.8,16500.0,04/20/2009,,
20774,MD,1.8,12000.0,09/15/2011,,
21136,MD,1.8,8580.0,11/29/2010,,
21009,MD,1.8,16362.0,05/04/2009,,
21230,MD,1.8,17694.0,10/12/2010,,
21009,MD,1.8,16362.0,05/04/2009,,
20872,MD,1.8,16500.0,04/20/2009,,
20814,MD,1.8,19802.0,06/06/2007,,
20878,MD,1.8,16171.7,11/02/2006,,
20815,MD,1.75,14700.0,09/26/2009,,
21220,MD,1.75,11375.0,07/23/2008,,
21771,MD,1.75,7979.59,07/28/2010,,
20904,MD,1.75,15065.75,01/01/2009,,
21044,MD,1.75,15065.75,01/01/2009,,
21915,MD,1.75,15065.75,01/01/2009,,
21044,MD,1.75,14999.0,10/01/2008,,
21915,MD,1.75,15999.0,08/01/2008,,
21234,MD,1.75,15061.56,06/01/2008,,
21227,MD,1.75,14999.0,06/01/2008,,
20904,MD,1.75,21030.92,04/01/2008,,
21093,MD,1.75,26487.0,04/01/2008,,
21771,MD,1.75,23395.0,03/01/2008,,
21093,MD,1.75,15380.75,01/01/2008,,
21234,MD,1.75,15380.75,01/01/2008,,
21209,MD,1.75,14400.0,04/26/2011,,
20901,MD,1.71,13760.0,11/09/2009,,
21037,MD,1.67,24907.0,07/27/2007,,
21214,MD,1.665,12730.0,05/23/2011,,
20871,MD,1.665,12819.0,05/11/2011,,
21084,MD,1.65,13499.0,04/28/2009,,
21084,MD,1.65,13499.0,04/28/2009,,
21234,MD,1.65,15789.76,04/01/2008,,
21234,MD,1.65,14501.85,01/01/2008,,
20659,MD,1.6,15799.0,03/01/2008,,
21666,MD,1.6,17300.0,01/01/2008,,
21849,MD,1.6,16000.0,05/01/2005,,
21774,MD,1.58,20212.0,10/05/2009,,
21212,MD,1.58,11899.0,03/01/2010,,
20842,MD,1.58,28750.0,12/14/2009,,
21160,MD,1.58,12999.0,11/15/2009,,
21212,MD,1.58,13999.0,09/08/2009,,
21755,MD,1.575,26950.0,10/07/2010,,
21117,MD,1.575,11099.0,04/10/2010,,
21915,MD,1.575,9700.0,12/02/2010,,
20853,MD,1.55,7390.0,09/13/2010,,
21122,MD,1.53,16400.0,06/01/2007,,
21230,MD,1.52,16980.0,10/02/2009,,
20746,MD,1.52,15710.0,04/01/2008,,
21208,MD,1.52,18313.0,12/20/2006,,
20874,MD,1.5,15000.0,01/18/2006,,
20814,MD,1.5,15932.0,01/01/2006,,
21122,MD,1.47,12495.0,01/09/2010,,
21769,MD,1.47,15068.0,02/01/2008,,
21042,MD,1.44,14990.0,02/01/2008,,
21210,MD,1.44,12656.16,01/01/2008,,
21042,MD,1.44,12656.16,01/01/2008,,
21210,MD,1.44,15140.0,12/07/2007,,
21163,MD,1.4,12852.0,09/22/2009,,
21234,MD,1.4,11999.0,10/07/2009,,
21717,MD,1.4,10808.72,09/21/2010,,
21713,MD,1.4,10616.61,07/21/2009,,
21701,MD,1.4,10665.98,07/07/2009,,
21209,MD,1.4,20062.0,07/22/2009,,
21904,MD,1.38,5118.5,12/20/2010,,
20815,MD,1.38,11365.0,11/22/2010,,
21227,MD,1.38,8400.0,05/01/2010,,
20814,MD,1.38,14895.0,01/01/2009,,
21793,MD,1.38,14295.0,01/01/2009,,
21701,MD,1.36,11000.0,02/20/2009,,
21703,MD,1.35,24563.0,08/31/2009,,
21210,MD,1.33,11700.0,06/22/2007,,
21230,MD,1.32,11363.88,01/01/2009,,
21230,MD,1.32,12999.0,08/01/2008,,
21520,MD,1.3,17815.0,05/01/2008,,
20818,MD,1.3,19356.0,05/07/2007,,
21227,MD,1.26,14110.0,04/01/2007,,
21044,MD,1.25,12321.0,07/18/2011,,
21211,MD,1.23,10878.0,08/09/2010,,
21157,MD,1.225,3975.0,07/08/2010,,
21211,MD,1.225,7437.0,12/29/2009,,
21161,MD,1.225,11999.0,04/20/2009,,
21163,MD,1.225,10546.03,01/01/2009,,
21044,MD,1.225,10546.03,01/01/2009,,
21163,MD,1.225,11799.0,09/01/2008,,
21044,MD,1.225,11099.0,07/01/2008,,
21161,MD,1.22,11999.0,04/20/2009,,
20912,MD,1.22,12200.0,10/24/2006,,
21157,MD,1.2,10700.0,08/12/2010,,
21040,MD,1.2,8487.65,10/11/2006,,
20901,MD,1.2,13851.0,08/28/2006,,
21403,MD,1.2,12000.0,06/01/2006,,
21146,MD,1.19,15600.0,01/19/2007,,
21045,MD,1.155,9943.4,01/01/2009,,
21122,MD,1.155,9943.4,01/01/2009,,
21122,MD,1.155,11199.0,11/01/2008,,
21045,MD,1.155,10499.0,07/01/2008,,
21043,MD,1.11,9000.0,01/28/2011,,
20770,MD,1.1,12830.7,01/10/2007,,
20639,MD,1.1,19500.0,02/07/2006,,
21140,MD,1.097,9444.07,01/01/2009,,
21140,MD,1.097,7075.0,04/01/2008,,
21093,MD,1.05,8999.0,04/08/2009,,
21093,MD,1.05,8999.0,04/08/2009,,
21794,MD,1.05,7888.0,02/04/2009,,
21794,MD,1.05,17250.0,06/01/2008,,
20837,MD,1.05,10437.0,06/01/2008,,
20754,MD,1.05,17535.0,11/12/2010,,
21117,MD,1.02,9300.0,02/01/2008,,
21409,MD,1.0,6688.5,08/11/2010,,
21401,MD,1.0,11350.0,11/30/2009,,
21136,MD,1.0,12321.0,07/08/2011,,
21784,MD,1.0,12321.0,06/16/2011,,
21214,MD,1.0,12321.0,04/06/2011,,
21042,MD,1.0,12321.0,03/23/2011,,
20707,MD,1.0,12321.0,03/21/2011,,
21146,MD,1.0,12321.0,01/04/2011,,
21157,MD,1.0,12321.0,12/30/2010,,
21009,MD,1.0,10500.0,05/01/2011,,
20716,MD,1.0,12321.0,12/29/2010,,
21666,MD,1.0,8400.0,03/16/2010,,
21502,MD,1.0,12929.0,05/01/2008,,
21921,MD,1.0,13519.0,05/01/2008,,
20637,MD,1.0,13803.57,04/01/2008,,
20882,MD,1.0,8789.0,01/01/2008,,
20902,MD,1.0,8789.0,01/01/2008,,
20901,MD,1.0,9375.0,11/16/2007,,
20814,MD,1.0,11000.0,11/01/2007,,
21160,MD,0.99,4499.0,11/29/2010,,
21903,MD,0.7,8250.0,08/02/2011,,
20874,MD,0.51,10115.95,10/23/2006,,
21849,MD,0.108,534.55,06/16/2011,,
21160,MD,11.96,67200.0,10/05/2010,,
21617,MD,57.6,293800.0,10/26/2011,,
21863,MD,10.12,55600.0,05/05/2011,,
21841,MD,33.12,180000.0,09/09/2011,,
21837,MD,38.64,199000.0,07/27/2011,,
21829,MD,9.6,56900.0,12/28/2011,,
21830,MD,28.8,158400.0,11/15/2011,,
21629,MD,8.64,47500.0,07/07/2011,,
21863,MD,3.29,19750.0,03/14/2011,,
21863,MD,59.8,299000.0,05/13/2011,,
21830,MD,23.04,131800.0,11/15/2011,,
21804,MD,27.36,150500.0,11/02/2011,,
21863,MD,13.8,84900.0,07/18/2011,,
21811,MD,9.12,55200.0,12/02/2011,,
21863,MD,3.84,21000.0,09/07/2011,,
21836,MD,77.76,365500.0,12/29/2011,,
21851,MD,8.64,49700.0,10/10/2011,,
20817,MD,44.1,198000,06/01/2011,,
20613,MD,60.0,,03/01/2011,,
21797,MD,10.6,,12/01/2010,,
20646,MD,68.7,,12/11/2012,,
20613,MD,101.7,,12/01/2011,,
21220,MD,4.5,,12/01/2010,,
21227,MD,8.97,,09/01/2011,,
21108,MD,2.4,,08/01/2009,,
20854,MD,0.74,2430.0,10/01/2011,,
21045,MD,3.96,,05/01/2010,,
21108,MD,6.12,,09/01/2010,,
21403,MD,4.4,,05/01/2010,,
21114,MD,8.51,,08/01/2010,,
21230,MD,3.375,,01/01/2011,,
20895,MD,8.14,,11/01/2010,,
21012,MD,8.28,,10/01/2010,,
20607,MD,5.4,,01/01/2012,,
20607,MD,7.5,41860.0,07/01/2011,,
20817,MD,12.96,55080.0,01/01/2012,,
20872,MD,1.4,3069.0,11/01/2011,,
20850,MD,5.52,,06/01/2011,,
20895,MD,6.08,,05/01/2011,,
20817,MD,5.64,,05/01/2011,,
20817,MD,3.99,24562.0,08/01/2011,,
20910,MD,7.68,34944.0,01/01/2012,,
21784,MD,4.94,26923.0,01/01/2012,,
20759,MD,7.6,34000.0,01/01/2012,,
21043,MD,8.46,45825.0,07/01/2011,,
21078,MD,6.48,36625.0,05/01/2011,,
21755,MD,6.29,7440.0,10/01/2011,,
21048,MD,1.4,2355.0,08/01/2011,,
21770,MD,4.55,,03/01/2011,,
21136,MD,9.0,,01/01/2012,,
21403,MD,7.26,,08/01/2011,,
21146,MD,6.96,,12/01/2011,,
21114,MD,4.56,,07/01/2011,,
21012,MD,5.76,30993.0,06/01/2011,,
20872,MD,3.15,16500.0,06/06/2011,,
21017,MD,1800.0,,06/10/2011,,
21853,MD,2200.0,,03/28/2011,,
21210,MD,7.425,45778.0,04/20/2011,,
21722,MD,3.29,,03/23/2011,,
21742,MD,4.465,29637.5,03/15/2011,,
20705,MD,283.36,1453012.0,03/31/2010,,
20854,MD,6.3,44919.0,12/16/2009,,
20879,MD,3.78,14507.9,12/17/2009,,
21042,MD,6.07,30875.0,12/17/2009,,
20841,MD,4.2,29360.0,12/18/2009,,
21128,MD,8.1,58860.0,12/18/2009,,
21663,MD,5.04,27930.0,12/18/2009,,
20902,MD,8.64,42505.0,12/18/2009,,
21087,MD,7.06,36990.0,12/18/2009,,
21784,MD,4.97,24395.0,12/18/2009,,
21666,MD,14.4,73962.0,12/20/2009,,
21040,MD,6.91,34240.0,12/22/2009,,
21029,MD,6.0,34400.0,12/22/2009,,
21601,MD,3.36,25500.0,12/23/2009,,
21629,MD,7.56,55500.0,12/23/2009,,
21046,MD,5.76,30975.0,12/23/2009,,
21044,MD,3.94,23566.0,12/24/2009,,
21702,MD,6.05,31240.0,12/24/2009,,
21044,MD,8.16,51600.0,12/28/2009,,
20910,MD,2.25,18684.0,12/28/2009,,
20912,MD,4.68,41651.0,12/29/2009,,
20910,MD,4.8,30600.0,12/29/2009,,
21012,MD,7.18,38409.45,12/29/2009,,
20850,MD,4.3,29988.0,12/29/2009,,
20905,MD,6.72,40155.0,12/30/2009,,
21666,MD,3.94,23370.0,12/30/2009,,
21401,MD,4.97,26500.0,12/30/2009,,
21214,MD,4.97,28430.0,12/30/2009,,
20815,MD,4.03,31105.43,12/31/2009,,
21154,MD,23.33,128499.0,01/05/2010,,
20602,MD,3.6,25000.0,01/05/2010,,
20707,MD,4.14,28000.0,01/07/2010,,
21122,MD,1.76,12495.0,01/09/2010,,
21784,MD,10.58,58999.0,01/11/2010,,
20871,MD,5.4,49950.0,01/11/2010,,
20854,MD,4.8,44470.0,01/11/2010,,
20706,MD,5.67,30998.0,01/12/2010,,
20879,MD,8.64,42110.0,01/14/2010,,
20815,MD,2.0,17494.0,01/14/2010,,
21042,MD,5.52,35279.02,01/15/2010,,
21666,MD,12.44,66000.0,01/15/2010,,
20842,MD,2.52,20749.0,01/18/2010,,
20854,MD,8.4,43750.0,01/19/2010,,
20639,MD,4.97,27600.0,01/19/2010,,
20854,MD,6.65,43225.0,01/20/2010,,
20902,MD,2.64,15990.0,01/22/2010,,
21012,MD,2.21,14249.0,01/22/2010,,
21042,MD,4.97,26305.0,01/25/2010,,
21042,MD,8.82,61439.0,01/28/2010,,
21774,MD,11.18,56499.0,02/01/2010,,
20721,MD,7.45,43400.0,02/04/2010,,
21710,MD,5.18,29178.87,02/04/2010,,
21047,MD,5.52,27600.0,02/06/2010,,
21029,MD,8.82,45938.0,02/13/2010,,
20754,MD,3.57,26000.0,02/15/2010,,
21030,MD,19.32,122880.0,02/15/2010,,
20851,MD,3.89,24000.0,02/15/2010,,
20814,MD,6.62,34661.0,02/17/2010,,
20850,MD,3.31,24599.0,02/18/2010,,
21128,MD,6.09,30500.0,02/19/2010,,
21401,MD,4.42,29461.0,02/19/2010,,
20878,MD,4.83,43702.0,02/22/2010,,
20815,MD,2.8,18635.0,02/22/2010,,
21146,MD,6.07,17658.57,02/22/2010,,
20816,MD,2.1,19299.0,02/26/2010,,
20815,MD,5.76,30791.0,02/26/2010,,
21042,MD,3.31,17350.0,02/27/2010,,
20708,MD,4.97,33900.0,03/01/2010,,
20854,MD,5.52,28430.0,03/01/2010,,
21403,MD,6.07,34800.0,03/03/2010,,
21044,MD,6.62,34640.0,03/03/2010,,
21012,MD,7.92,45639.0,03/04/2010,,
20637,MD,6.3,34600.0,03/05/2010,,
21811,MD,3.78,21900.0,03/05/2010,,
20639,MD,19.32,83000.0,03/05/2010,,
20815,MD,5.25,32025.0,03/07/2010,,
20850,MD,5.43,36619.0,03/08/2010,,
20690,MD,9.9,61875.0,03/09/2010,,
21036,MD,14.66,92000.0,03/09/2010,,
21122,MD,11.52,54920.0,03/10/2010,,
20817,MD,4.61,25475.0,03/11/2010,,
20814,MD,3.31,19545.0,03/11/2010,,
21157,MD,2.76,11300.0,03/12/2010,,
20854,MD,10.37,50665.0,03/12/2010,,
21042,MD,6.07,31802.0,03/12/2010,,
20772,MD,10.92,62900.0,03/15/2010,,
20817,MD,6.05,32729.0,03/16/2010,,
21666,MD,1.2,8400.0,03/16/2010,,
20815,MD,4.03,22002.0,03/17/2010,,
20772,MD,7.68,43520.0,03/19/2010,,
20910,MD,3.36,25945.0,03/24/2010,,
21122,MD,7.45,40034.25,03/24/2010,,
21031,MD,52,232000,03/24/2010,,
20817,MD,7.73,36795.4,03/25/2010,,
20904,MD,5.76,31000.0,03/25/2010,,
20910,MD,2.45,21337.0,03/30/2010,,
20874,MD,8.33,40141.0,03/31/2010,,
20855,MD,3.96,28000.0,03/31/2010,,
21703,MD,5.04,17000.0,03/31/2010,,
21111,MD,10.37,56067.0,03/31/2010,,
21090,MD,49.68,189365.72,04/05/2010,,
20854,MD,8.16,53785.0,04/06/2010,,
20904,MD,6.21,37050.0,04/08/2010,,
20879,MD,7.7,45198.0,04/08/2010,,
20721,MD,10.12,47348.0,04/13/2010,,
21045,MD,3.96,24741.0,04/15/2010,,
20854,MD,3.36,22975.0,04/15/2010,,
21740,MD,5.28,20026.31,04/15/2010,,
21842,MD,4.41,26000.0,04/15/2010,,
20850,MD,7.88,49218.75,04/19/2010,,
20910,MD,4.03,25603.0,04/20/2010,,
21052,MD,4.61,22065.0,04/21/2010,,
21029,MD,4.37,23000.0,04/22/2010,,
20781,MD,2.3,18675.0,04/22/2010,,
20854,MD,7.48,41514.0,04/23/2010,,
20814,MD,3.86,23603.0,04/26/2010,,
21009,MD,3.94,12861.2,04/26/2010,,
20706,MD,3.5,24115.0,04/29/2010,,
21921,MD,4.8,48300.0,04/29/2010,,
20882,MD,13.8,85174.0,04/29/2010,,
20877,MD,11.04,54093.5,04/30/2010,,
20841,MD,7.7,46000.0,04/30/2010,,
20874,MD,5.46,32988.0,05/01/2010,,
21227,MD,1.66,8400.0,05/01/2010,,
20879,MD,4.23,27284.0,05/04/2010,,
20720,MD,4.32,26950.0,05/05/2010,,
21737,MD,4.42,23535.0,05/06/2010,,
20662,MD,4.2,30400.0,05/11/2010,,
20636,MD,3.78,25000.0,05/11/2010,,
20904,MD,3.6,25603.0,05/13/2010,,
20871,MD,2.76,21180.0,05/14/2010,,
21043,MD,6.9,51480.0,05/15/2010,,
21015,MD,5.25,32707.0,05/15/2010,,
21053,MD,6.3,50000.0,05/15/2010,,
20838,MD,3.24,24000.0,05/15/2010,,
20815,MD,2.74,20457.0,05/17/2010,,
21286,MD,4.6,30544.0,05/18/2010,,
20720,MD,6.48,40950.0,05/20/2010,,
20853,MD,6.6,37963.0,05/21/2010,,
20910,MD,5.4,34125.0,05/21/2010,,
20850,MD,5.08,37895.0,05/22/2010,,
20902,MD,2.88,23250.0,05/26/2010,,
20710,MD,19.74,121300.0,05/27/2010,,
21639,MD,16.56,100519.0,05/29/2010,,
21158,MD,200.0,882000.0,06/01/2010,,
20732,MD,6.72,58500.0,06/02/2010,,
21921,MD,2.1,13125.0,06/02/2010,,
20851,MD,8.58,50164.0,06/03/2010,,
21136,MD,3.15,19499.0,06/04/2010,,
20720,MD,5.52,43332.0,06/04/2010,,
20724,MD,5.25,32387.0,06/04/2010,,
21740,MD,10.0,66211.0,06/04/2010,,
21702,MD,56.1,280000.0,06/07/2010,,
20662,MD,9.2,65365.0,06/08/2010,,
20657,MD,15.41,104633.0,06/09/2010,,
20879,MD,10.12,56767.2,06/10/2010,,
21740,MD,29.61,160000,06/10/2010,,
20695,MD,9.66,27000.0,06/11/2010,,
21015,MD,3.15,19599.0,06/11/2010,,
20854,MD,4.68,31750.0,06/13/2010,,
20634,MD,4.23,27486.0,06/14/2010,,
20740,MD,2.4,17300.0,06/14/2010,,
20763,MD,4.23,26800.0,06/15/2010,,
21221,MD,39.01,170863.8,06/16/2010,,
20902,MD,5.06,29115.0,06/18/2010,,
20781,MD,1.58,14789.0,06/28/2010,,
20879,MD,5.52,42780.0,06/29/2010,,
20732,MD,6.9,53475.0,06/29/2010,,
21030,MD,2.16,18036.0,06/29/2010,,
20878,MD,7.76,45312.0,06/29/2010,,
20772,MD,3.15,21600.0,06/30/2010,,
21044,MD,8.28,50950.0,06/30/2010,,
21015,MD,10.06,59899.0,06/30/2010,,
20906,MD,4.03,28000.0,07/01/2010,,
20763,MD,6.66,43519.0,07/02/2010,,
20659,MD,8.82,55742.0,07/02/2010,,
20723,MD,5.25,33313.0,07/06/2010,,
20817,MD,4.14,29474.0,07/09/2010,,
20814,MD,4.48,38100.0,07/09/2010,,
20613,MD,5.85,45922.0,07/13/2010,,
21014,MD,6.9,55752.0,07/13/2010,,
21043,MD,2.82,20010.0,07/14/2010,,
20854,MD,6.48,34668.0,07/14/2010,,
20854,MD,8.1,50007.0,07/15/2010,,
20639,MD,5.28,35670.0,07/15/2010,,
21029,MD,2.25,13000.0,07/15/2010,,
20877,MD,4.73,29417.0,07/16/2010,,
20707,MD,8.4,52597.0,07/19/2010,,
20878,MD,2.25,16478.0,07/20/2010,,
20854,MD,6.48,33920.0,07/21/2010,,
20841,MD,6.9,52578.0,07/21/2010,,
